kode_wilayah,nama_wilayah,tahun,tpt,laju_pertumbuhan,jumlah_usia_produktif,total_penduduk_kelompok_umur,persentase_usia_produktif,kategori_kuadran
3522,Bojonegoro,2019,3.56,0.36,883803,1249827,70.71402682131207,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3522,Bojonegoro,2020,4.92,0.71,883707,1252657,70.54660613400156,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3522,Bojonegoro,2021,4.82,0.61,882998,1255119,70.35173557248356,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3522,Bojonegoro,2022,4.69,0.59,881780,1257262,70.13494402916814,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3522,Bojonegoro,2023,4.63,0.5,879940,1259078,69.88764794556016,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3522,Bojonegoro,2024,4.42,0.48,877531,1260557,69.61454341215828,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3522,Bojonegoro,2025,3.9,0.46,874337,1261686,69.29909660565306,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3523,Tuban,2018,2.76,0.54,833137,1168129,71.32234539164767,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3523,Tuban,2019,2.7,0.52,835308,1173139,71.20281569362199,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3523,Tuban,2020,4.81,0.67,836961,1177771,71.06313536332614,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3523,Tuban,2021,4.68,0.57,838108,1182070,70.90172324820018,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3523,Tuban,2022,4.54,0.55,838790,1186077,70.71969189184176,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3523,Tuban,2023,4.4,0.62,838882,1189785,70.50702437835407,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3523,Tuban,2024,4.28,0.6,838416,1193185,70.26705833546349,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3523,Tuban,2025,3.44,0.58,837170,1196260,69.98227810007857,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3524,Lamongan,2018,3.1,0.1,838584,1196948,70.06018640742955,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3524,Lamongan,2019,3.89,0.09,839091,1199830,69.93415733895635,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3524,Lamongan,2020,5.13,1.28,839026,1202310,69.7844981743477,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3524,Lamongan,2021,4.9,1.18,838392,1204437,69.60862211971236,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3524,Lamongan,2022,6.05,1.16,837272,1206257,69.41074746094738,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3524,Lamongan,2023,5.46,0.68,835548,1207761,69.18156820761723,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3524,Lamongan,2024,4.34,0.67,833269,1208943,68.92541666563271,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3524,Lamongan,2025,4.29,0.65,830179,1209788,68.62185771391351,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3525,Gresik,2018,5.71,1.23,929376,1299769,71.50316710123107,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2019,5.4,1.21,939247,1314329,71.46209206370703,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2020,8.21,1.05,948702,1328601,71.40608805804,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2021,8.0,0.95,957761,1342628,71.33480010844404,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2022,7.84,0.93,966403,1356453,71.24485699099047,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2023,6.82,1.08,974463,1370060,71.12557114286966,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2024,6.45,1.06,981952,1383432,70.97941929924998,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3525,Gresik,2025,5.47,1.04,988632,1396545,70.79127418020902,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3526,Bangkalan,2018,5.09,0.95,649906,979202,66.370983719396,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2019,5.62,0.93,654570,987454,66.28865749695682,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2020,8.77,1.53,658614,995438,66.16323668576044,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2021,8.07,1.43,662080,1003188,65.99759965230844,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2022,8.05,1.41,665205,1010737,65.81385662145543,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2023,6.18,1.07,667848,1018075,65.59909633376716,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2024,5.35,1.04,670080,1025191,65.36147898294074,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3526,Bangkalan,2025,5.31,1.02,671696,1032068,65.08253332144781,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3527,Sampang,2018,2.38,1.23,644883,969212,66.5368361101596,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2019,2.71,1.21,651736,980059,66.49966991783147,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2020,3.35,0.97,658224,990691,66.440898322484,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2021,3.45,0.87,664323,1001140,66.35665341510678,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2022,3.11,0.85,670121,1011438,66.25428350526676,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2023,2.72,1.29,675453,1021574,66.1188518893394,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2024,2.5,1.26,680339,1031534,65.95410330633794,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3527,Sampang,2025,2.44,1.23,684492,1041299,65.73443362569252,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3528,Pamekasan,2018,2.88,1.13,607411,871996,69.65754430066194,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3528,Pamekasan,2019,2.26,1.11,612994,880909,69.58652936909488,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3528,Pamekasan,2020,3.49,0.64,618276,889610,69.49966839401536,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3528,Pamekasan,2021,3.1,0.54,623234,898130,69.39240421765224,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3528,Pamekasan,2022,1.4,0.52,627893,906496,69.26594270686248,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3528,Pamekasan,2023,1.74,1.09,632129,914700,69.10779490543348,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3528,Pamekasan,2024,1.64,1.07,635943,922731,68.91965263982678,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3528,Pamekasan,2025,1.33,1.05,639087,930574,68.67664473754908,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3529,Sumenep,2018,1.75,0.5,775958,1085067,71.51245038324822,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2019,2.08,0.48,777607,1089285,71.38691894224193,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2020,2.84,0.74,778726,1093150,71.23688423363673,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2021,2.31,0.64,779331,1096701,71.06139230291575,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2022,1.36,0.62,779507,1099979,70.86562561648904,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2023,1.71,0.71,779150,1102978,70.64057488000667,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2024,1.69,0.68,778346,1105687,70.39478622792889,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3529,Sumenep,2025,1.64,0.65,776857,1108095,70.10743663675046,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3571,Kota Kediri,2018,3.56,0.77,204698,285809,71.62055778509423,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3571,Kota Kediri,2019,4.15,0.75,205839,287707,71.54466175657875,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3571,Kota Kediri,2020,6.21,0.64,206838,289519,71.44194336123017,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3571,Kota Kediri,2021,6.37,0.54,207703,291256,71.31286565770318,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3571,Kota Kediri,2022,4.38,0.52,208455,292927,71.16278117073537,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3571,Kota Kediri,2023,4.06,2.94,209068,294532,70.9831189819782,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3571,Kota Kediri,2024,3.91,1.05,209552,296064,70.77929096411587,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3571,Kota Kediri,2025,3.76,1.04,209855,297523,70.53404274627508,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3572,Kota Blitar,2018,3.98,0.82,98842,140966,70.11761701403175,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3572,Kota Blitar,2019,4.54,0.8,99404,141963,70.02106182596873,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3572,Kota Blitar,2020,6.68,1.19,99906,142920,69.90344248530647,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3572,Kota Blitar,2021,6.61,1.09,100350,143840,69.76501668520578,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3572,Kota Blitar,2022,5.39,1.07,100734,144727,69.6027693519523,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3572,Kota Blitar,2023,5.24,2.86,101052,145583,69.41195057115185,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3572,Kota Blitar,2024,5.11,1.02,101300,146404,69.19209857654162,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3572,Kota Blitar,2025,4.28,0.99,101454,147189,68.92770519536107,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3573,Kota Malang,2018,6.65,0.68,637975,866230,73.64960807175923,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2019,5.88,0.66,640714,871135,73.54933506287774,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2020,9.61,0.27,643157,875771,73.43894693932546,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2021,9.65,0.18,645316,880169,73.31728338534987,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2022,7.66,0.16,647154,884360,73.17766520421549,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2023,6.8,2.55,648570,888338,73.00937255864322,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2024,6.1,0.9,649573,892095,72.81433031235463,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3573,Kota Malang,2025,5.69,0.88,649985,895617,72.57399089119568,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3574,Kota Probolinggo,2018,3.56,1.0,165650,235313,70.39560075303956,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3574,Kota Probolinggo,2019,4.25,0.98,167007,237410,70.3453940440588,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3574,Kota Probolinggo,2020,6.7,0.96,168294,239444,70.28532767578223,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3574,Kota Probolinggo,2021,6.55,0.86,169508,241423,70.21203447890217,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3574,Kota Probolinggo,2022,4.57,0.84,170641,243356,70.11990663883364,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3574,Kota Probolinggo,2023,4.53,3.08,171659,245240,69.99633012559126,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3574,Kota Probolinggo,2024,4.44,1.09,172556,247072,69.84037041833959,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3574,Kota Probolinggo,2025,4.93,1.07,173287,248848,69.63568121905742,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2018,4.5,0.83,139377,199125,69.99472693032016,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3575,Kota Pasuruan,2019,4.89,0.81,140299,200554,69.95572264826431,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2020,6.33,1.07,141134,201924,69.89461381509875,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2021,6.23,0.98,141899,203244,69.81706717049457,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2022,6.18,0.96,142587,204520,69.71787600234696,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2023,5.64,4.04,143177,205749,69.58818754890667,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2024,4.63,1.43,143679,206930,69.43362489730826,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3575,Kota Pasuruan,2025,4.59,1.41,144048,208060,69.23387484379506,"Kuadran 4: Beban Ketenagakerjaan (Produktif Rendah, TPT Tinggi)"
3576,Kota Mojokerto,2018,2.44,0.81,92296,128540,71.80332970281624,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3576,Kota Mojokerto,2019,2.63,0.78,92885,129467,71.74415101917863,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3576,Kota Mojokerto,2020,6.74,0.94,93423,130358,71.66648767240983,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3576,Kota Mojokerto,2021,6.87,0.84,93912,131216,71.57054017802706,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3576,Kota Mojokerto,2022,5.05,0.82,94352,132045,71.45442841455565,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3576,Kota Mojokerto,2023,4.73,2.8,94725,132844,71.30544096835386,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3576,Kota Mojokerto,2024,3.76,0.99,95049,133612,71.13807143070981,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3576,Kota Mojokerto,2025,4.66,0.96,95284,134347,70.92380179683953,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3577,Kota Madiun,2018,3.8,0.41,124765,176593,70.65115831318343,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3577,Kota Madiun,2019,3.96,0.38,124884,177108,70.51290737854869,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3577,Kota Madiun,2020,8.32,1.29,124927,177567,70.35485197136855,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3577,Kota Madiun,2021,8.15,1.19,124896,177972,70.17733126559233,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3577,Kota Madiun,2022,6.39,1.17,124792,178333,69.97695322794996,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3577,Kota Madiun,2023,5.85,2.45,124598,178647,69.7453637620559,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3577,Kota Madiun,2024,4.3,0.89,124321,178914,69.48645718054485,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3577,Kota Madiun,2025,4.29,0.89,123930,179132,69.18361878391353,"Kuadran 3: Kondisi Stabil (Produktif Rendah, TPT Rendah)"
3578,Kota Surabaya,2018,6.01,0.53,2132184,2885245,73.89958218452853,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2019,5.76,0.51,2139296,2897245,73.83897461208838,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2020,9.79,0.37,2145244,2908309,73.76258850074046,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2021,9.68,0.28,2150050,2918543,73.66860793210859,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2022,7.62,0.26,2153808,2928058,73.55755931064208,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2023,6.76,1.29,2156214,2936833,73.41970074566719,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2024,4.91,0.44,2157376,2944839,73.2595568042939,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3578,Kota Surabaya,2025,4.84,0.42,2156818,2952047,73.06177713295216,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3579,Kota Batu,2018,3.07,0.98,145642,205959,70.71407416039115,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3579,Kota Batu,2019,2.42,0.96,146672,207767,70.59446399091289,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3579,Kota Batu,2020,5.93,1.1,147615,209520,70.45389461626576,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3579,Kota Batu,2021,6.57,1.01,148478,211225,70.29376257545272,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3579,Kota Batu,2022,8.43,0.99,149260,212889,70.111654430243,"Kuadran 2: Ancaman Pengangguran (Produktif Tinggi, TPT Tinggi)"
3579,Kota Batu,2023,4.52,3.38,149935,214508,69.89716001268019,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3579,Kota Batu,2024,3.63,1.19,150524,216084,69.65994705762574,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
3579,Kota Batu,2025,3.53,1.17,150984,217609,69.38315970387254,"Kuadran 1: Peluang Emas (Produktif Tinggi, TPT Rendah)"
