kode_wilayah,nama_wilayah,tipe_wilayah,jumlah_penduduk,laju_pertumbuhan,persentase_penduduk,kepadatan_bps,rasio_jenis_kelamin,tahun,jumlah_penduduk_miskin,tpt,ipm,kepadatan_sipil_smt1,kepadatan_sipil_smt2,kepadatan_sipil_tahunan
3526,Bangkalan,Kabupaten,987.0,0.93,2.49,985.0,91.4,2019,186.11,5.62,63.79,1071.21,1074.79,1073.0
3526,Bangkalan,Kabupaten,1060.4,1.53,2.61,1059.0,97.2,2020,204.0,8.77,65.17,1078.05,1081.1,1079.5749999999998
3526,Bangkalan,Kabupaten,1071.7,1.43,2.62,1070.0,97.2,2021,215.97,8.07,65.42,1081.2020690206,1081.6344463972,1081.4182577089
3526,Bangkalan,Kabupaten,1086.6,1.41,2.64,835.0,97.2,2022,196.11,8.05,66.11,833.0,798.82,815.9100000000001
3526,Bangkalan,Kabupaten,1091.8,1.07,2.63,839.0,97.6,2023,196.66,6.18,66.82,801.57,805.0,803.2850000000001
3526,Bangkalan,Kabupaten,1102.5,1.04,2.64,847.0,97.7,2024,190.94,5.35,67.33,787.52,787.52,787.52
3526,Bangkalan,Kabupaten,1112956.0,1.02,2.64,855.0,97.7,2025,187.9,5.31,68.15,787.52,0.0,787.52
3527,Sampang,Kabupaten,969.0,1.23,2.1,786.0,95.1,2018,204.82,2.38,61.0,692.5,692.96,692.73
3527,Sampang,Kabupaten,979.0,1.21,2.47,794.0,95.1,2019,202.21,2.71,61.94,695.92,697.97,696.9449999999999
3527,Sampang,Kabupaten,969.7,0.97,2.38,786.0,98.7,2020,224.74,3.35,64.75,700.78,715.48,708.13
3527,Sampang,Kabupaten,976.0,0.87,2.39,792.0,98.7,2021,237.23,3.45,64.86,731.9184481137,752.2885781944,742.10351315405
3527,Sampang,Kabupaten,984.2,0.85,2.39,801.0,98.6,2022,217.97,3.11,65.44,774.0,792.15,783.075
3527,Sampang,Kabupaten,1004.5,1.29,2.42,818.0,98.9,2023,221.71,2.72,66.19,799.09,805.0,802.0450000000001
3527,Sampang,Kabupaten,1016.3,1.26,2.43,827.0,98.8,2024,214.32,2.5,66.72,820.09,820.09,820.09
3527,Sampang,Kabupaten,1027538.0,1.23,2.44,837.0,98.8,2025,213.98,2.44,67.23,820.09,0.0,820.09
3528,Pamekasan,Kabupaten,871.0,1.13,2.93,1099.0,94.6,2018,125.76,2.88,65.41,1034.82,1036.23,1035.525
3528,Pamekasan,Kabupaten,880.0,1.11,2.22,1111.0,94.6,2019,122.43,2.26,65.94,1040.6,1043.88,1042.24
3528,Pamekasan,Kabupaten,850.1,0.64,2.09,1073.0,96.3,2020,129.41,3.49,68.65,1048.23,1050.52,1049.375
3528,Pamekasan,Kabupaten,853.5,0.54,2.09,1077.0,96.2,2021,137.12,3.1,68.78,1061.2819347672,1066.73482783,1064.0083812986
3528,Pamekasan,Kabupaten,857.8,0.52,2.08,1079.0,96.2,2022,126.02,1.4,69.35,1078.0,1093.77,1085.885
3528,Pamekasan,Kabupaten,875.8,1.09,2.11,1101.0,96.7,2023,126.43,1.74,70.32,1102.56,1110.0,1106.28
3528,Pamekasan,Kabupaten,884.7,1.07,2.12,1113.0,96.8,2024,123.46,1.64,70.85,1119.03,1119.03,1119.03
3528,Pamekasan,Kabupaten,893327.0,1.05,2.12,1123.0,96.9,2025,118.52,1.33,71.64,1119.03,0.0,1119.03
3529,Sumenep,Kabupaten,1085.0,0.5,1.45,543.0,90.8,2018,218.6,1.75,65.25,565.33,565.68,565.505
3529,Sumenep,Kabupaten,1089.0,0.48,2.74,545.0,90.7,2019,211.98,2.08,66.22,567.29,567.48,567.385
3529,Sumenep,Kabupaten,1124.4,0.74,2.77,563.0,93.3,2020,220.23,2.84,67.15,569.18,569.5,569.3399999999999
3529,Sumenep,Kabupaten,1129.8,0.64,2.76,565.0,93.3,2021,224.73,2.31,67.74,567.789486325,567.819508241,567.804497283
3529,Sumenep,Kabupaten,1136.6,0.62,2.76,545.0,93.2,2022,206.2,1.36,68.49,545.0,545.05,545.025
3529,Sumenep,Kabupaten,1146.6,0.71,2.76,550.0,94.0,2023,206.1,1.71,69.13,546.51,548.0,547.255
3529,Sumenep,Kabupaten,1153.2,0.68,2.76,553.0,94.1,2024,196.42,1.69,69.78,547.48,547.48,547.48
3529,Sumenep,Kabupaten,1159397.0,0.65,2.75,556.0,94.1,2025,188.48,1.64,70.54,547.48,0.0,547.48
3571,Kota Kediri,Kota,286.0,0.77,0.72,4511.0,99.3,2018,21.9,3.56,77.58,4602.6,4605.82,4604.21
3571,Kota Kediri,Kota,287.0,0.75,0.72,4533.0,99.5,2019,20.54,4.15,78.08,4627.27,4652.21,4639.74
3571,Kota Kediri,Kota,286.8,0.64,0.71,4524.0,100.3,2020,22.19,6.21,78.78,4670.73,4609.81,4640.27
3571,Kota Kediri,Kota,288.0,0.54,0.7,4542.0,100.3,2021,22.55,6.37,79.15,4611.403785489,4615.094637224,4613.2492113565
3571,Kota Kediri,Kota,289.4,0.52,0.7,4305.0,100.2,2022,21.15,4.38,80.12,4362.0,4383.34,4372.67
3571,Kota Kediri,Kota,295.2,2.94,0.71,4391.0,100.5,2023,21.03,4.06,80.97,4414.58,4445.0,4429.79
3571,Kota Kediri,Kota,298.2,1.05,0.71,4436.0,100.6,2024,19.24,3.91,81.88,4469.08,4469.08,4469.08
3571,Kota Kediri,Kota,301202.0,1.04,0.72,4480.0,100.6,2025,17.93,3.76,82.71,4469.08,0.0,4469.08
3572,Kota Blitar,Kota,141.0,0.82,0.35,4329.0,98.3,2018,10.47,3.98,77.58,4787.04,4812.19,4799.615
3572,Kota Blitar,Kota,142.0,0.8,0.36,4356.0,98.4,2019,10.1,4.54,78.56,4834.66,4847.41,4841.035
3572,Kota Blitar,Kota,149.1,1.19,0.37,4579.0,99.0,2020,11.1,6.68,78.88,4861.81,4860.7,4861.255
3572,Kota Blitar,Kota,150.4,1.09,0.37,4617.0,99.0,2021,11.33,6.61,79.27,4854.8664415106,4858.5815167332,4856.7239791219
3572,Kota Blitar,Kota,152.0,1.07,0.37,4577.0,99.0,2022,10.65,5.39,80.15,4772.0,4775.84,4773.92
3572,Kota Blitar,Kota,153.4,2.86,0.37,4619.0,98.6,2023,10.61,5.24,80.78,4801.39,4812.0,4806.695
3572,Kota Blitar,Kota,154.9,1.02,0.37,4664.0,98.5,2024,9.86,5.11,81.44,4835.51,4835.51,4835.51
3572,Kota Blitar,Kota,156330.0,0.99,0.37,4709.0,98.3,2025,9.69,4.28,82.03,4835.51,0.0,4835.51
3573,Kota Malang,Kota,866.0,0.68,2.19,5961.0,97.3,2018,35.49,6.65,80.89,5827.66,5832.72,5830.1900000000005
3573,Kota Malang,Kota,871.0,0.66,2.19,5993.0,97.3,2019,35.39,5.88,81.32,5896.34,5922.71,5909.525
3573,Kota Malang,Kota,843.8,0.27,2.07,5808.0,99.1,2020,38.77,9.61,82.19,5945.65,5962.64,5954.145
3573,Kota Malang,Kota,844.9,0.18,2.07,5816.0,99.0,2021,40.62,9.65,82.77,5963.3535242291,5964.1863986784,5963.7699614537505
3573,Kota Malang,Kota,846.1,0.16,2.06,7617.0,99.0,2022,38.56,7.66,83.38,7806.0,7842.3,7824.15
3573,Kota Malang,Kota,865.3,2.55,2.08,7790.0,98.9,2023,37.78,6.8,84.0,7874.14,7930.0,7902.07
3573,Kota Malang,Kota,872.7,0.9,2.09,7857.0,98.8,2024,34.84,6.1,84.68,7969.67,7969.67,7969.67
3573,Kota Malang,Kota,879873.0,0.88,2.09,7921.0,98.7,2025,34.41,5.69,85.55,7969.67,0.0,7969.67
3574,Kota Probolinggo,Kota,235.0,1.0,0.58,4147.0,97.0,2018,16.9,3.56,72.53,4179.87,4204.16,4192.014999999999
3574,Kota Probolinggo,Kota,237.0,0.98,0.6,4186.0,97.0,2019,16.37,4.25,73.27,4236.47,4245.44,4240.955
3574,Kota Probolinggo,Kota,239.6,0.96,0.59,4229.0,98.4,2020,17.72,6.7,74.81,4262.31,4272.05,4267.18
3574,Kota Probolinggo,Kota,241.2,0.86,0.59,4256.0,98.3,2021,17.91,6.55,75.2,4274.67796012,4277.7307217223,4276.204340921149
3574,Kota Probolinggo,Kota,243.2,0.84,0.59,4448.0,98.3,2022,16.16,4.57,76.08,4442.0,4445.65,4443.825
3574,Kota Probolinggo,Kota,247.0,3.08,0.59,4517.0,98.5,2023,15.86,4.53,76.93,4460.26,4473.0,4466.63
3574,Kota Probolinggo,Kota,249.5,1.09,0.6,4564.0,98.6,2024,15.24,4.44,77.79,4445.03,4445.03,4445.03
3574,Kota Probolinggo,Kota,252085.0,1.07,0.6,4610.0,98.6,2025,14.11,4.93,78.5,4445.03,0.0,4445.03
3575,Kota Pasuruan,Kota,199.0,0.83,0.5,5639.0,98.3,2018,13.45,4.5,74.78,5897.87,5926.3,5912.085
3575,Kota Pasuruan,Kota,200.0,0.81,0.5,5679.0,98.4,2019,12.92,4.89,75.25,5965.06,5979.26,5972.16
3575,Kota Pasuruan,Kota,208.0,1.07,0.51,5894.0,100.1,2020,13.4,6.33,76.47,6003.09,5957.69,5980.389999999999
3575,Kota Pasuruan,Kota,209.5,0.98,0.51,5937.0,100.0,2021,13.97,6.23,76.83,5960.3570416549,5967.6395579484,5963.998299801649
3575,Kota Pasuruan,Kota,211.5,0.96,0.51,5424.0,100.0,2022,13.02,6.18,77.71,5416.0,5419.79,5417.895
3575,Kota Pasuruan,Kota,216.4,4.04,0.52,5549.0,100.1,2023,13.56,5.64,78.3,5446.23,5448.0,5447.115
3575,Kota Pasuruan,Kota,219.4,1.43,0.52,5626.0,100.1,2024,13.07,4.63,78.9,5466.62,5466.62,5466.62
3575,Kota Pasuruan,Kota,222334.0,1.41,0.53,5701.0,100.0,2025,12.83,4.59,79.52,5466.62,0.0,5466.62
3576,Kota Mojokerto,Kota,128.0,0.81,0.32,7772.0,96.9,2018,7.04,2.44,77.14,8711.84,8732.6,8722.220000000001
3576,Kota Mojokerto,Kota,129.0,0.78,0.32,7833.0,96.9,2019,6.63,2.63,77.96,8417.43,8436.13,8426.779999999999
3576,Kota Mojokerto,Kota,132.4,0.94,0.33,6553.0,98.4,2020,8.09,6.74,78.95,8469.52,8486.58,8478.05
3576,Kota Mojokerto,Kota,133.3,0.84,0.33,6594.0,98.4,2021,8.37,6.87,79.34,8497.9356405586,8510.321797207,8504.1287188828
3576,Kota Mojokerto,Kota,134.4,0.82,0.33,6645.0,98.3,2022,7.88,5.05,80.19,412.0,6959.94,3685.97
3576,Kota Mojokerto,Kota,136.1,2.8,0.33,6732.0,98.3,2023,7.65,4.73,80.9,6989.91,7013.0,7001.455
3576,Kota Mojokerto,Kota,137.4,0.99,0.33,6796.0,98.2,2024,7.43,3.76,81.76,7004.6,7004.6,7004.6
3576,Kota Mojokerto,Kota,138613.0,0.96,0.33,6855.0,98.1,2025,6.77,4.66,82.35,7004.6,0.0,7004.6
3577,Kota Madiun,Kota,177.0,0.41,0.46,5218.0,93.7,2018,7.92,3.8,80.33,6068.51,6059.58,6064.045
3577,Kota Madiun,Kota,177.0,0.38,0.45,5218.0,93.7,2019,7.69,3.96,80.88,6090.74,6097.61,6094.174999999999
3577,Kota Madiun,Kota,195.2,1.29,0.48,5754.0,95.7,2020,8.83,8.32,81.93,6115.89,6007.28,6061.585
3577,Kota Madiun,Kota,196.9,1.19,0.48,5805.0,95.7,2021,9.06,8.15,82.27,5932.8714622642,5939.0330188679,5935.95224056605
3577,Kota Madiun,Kota,199.2,1.17,0.48,5514.0,95.6,2022,8.49,6.39,83.02,5580.0,5584.28,5582.139999999999
3577,Kota Madiun,Kota,200.0,2.45,0.48,5536.0,95.9,2023,8.46,5.85,83.71,5590.7,5607.0,5598.85
3577,Kota Madiun,Kota,201.8,0.89,0.48,5585.0,95.9,2024,7.84,4.3,84.51,5586.88,5586.88,5586.88
3577,Kota Madiun,Kota,203552.0,0.89,0.48,5634.0,95.9,2025,6.96,4.29,85.12,5586.88,0.0,5586.88
3578,Kota Surabaya,Kota,2886.0,0.53,7.38,8233.0,97.6,2018,140.81,6.01,81.74,8314.0,8318.34,8316.17
3578,Kota Surabaya,Kota,2896.0,0.51,7.3,8262.0,97.7,2019,130.55,5.76,82.22,8392.71,8416.24,8404.474999999999
3578,Kota Surabaya,Kota,2874.3,0.37,7.07,8200.0,98.3,2020,145.67,9.79,82.76,8441.5,8474.72,8458.11
3578,Kota Surabaya,Kota,2880.3,0.28,7.05,8217.0,98.3,2021,152.49,9.68,82.94,8475.0470702345,8475.3580190563,8475.202544645399
3578,Kota Surabaya,Kota,2887.2,0.26,7.02,8595.0,98.3,2022,138.21,7.62,83.32,8867.0,8911.55,8889.275
3578,Kota Surabaya,Kota,2911.4,1.29,7.01,8667.0,98.1,2023,136.37,6.76,83.99,8930.66,8958.0,8944.33
3578,Kota Surabaya,Kota,2922.0,0.44,6.99,8698.0,98.0,2024,116.62,4.91,84.69,8982.17,8982.17,8982.17
3578,Kota Surabaya,Kota,2931611.0,0.42,6.97,8727.0,97.9,2025,105.09,4.84,85.65,8982.17,0.0,8982.17
3579,Kota Batu,Kota,206.0,0.98,0.51,1507.0,101.2,2018,7.98,3.07,75.04,1522.15,1535.27,1528.71
3579,Kota Batu,Kota,207.0,0.96,0.52,1517.0,101.3,2019,7.89,2.42,75.88,1547.29,1552.55,1549.92
3579,Kota Batu,Kota,213.0,1.1,0.52,1558.0,101.5,2020,8.12,5.93,76.82,1558.73,1563.6,1561.165
3579,Kota Batu,Kota,214.7,1.01,0.53,1570.0,101.4,2021,8.63,6.57,77.21,1574.1407049876,1575.2084247477,1574.6745648676501
3579,Kota Batu,Kota,216.7,0.99,0.53,1116.0,101.4,2022,8.05,8.43,78.13,1113.0,1122.06,1117.53
3579,Kota Batu,Kota,220.2,3.38,0.53,1134.0,101.3,2023,7.1,4.52,79.07,1130.66,1142.0,1136.33
3579,Kota Batu,Kota,222.7,1.19,0.53,1147.0,101.3,2024,6.59,3.63,79.69,1151.57,1151.57,1151.57
3579,Kota Batu,Kota,225120.0,1.17,0.53,1159.0,101.2,2025,6.22,3.53,80.35,1151.57,0.0,1151.57
