id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_penduduk_per_km2,periode_update,satuan,tahun
535,535,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,606.33,2025-S1,JIWA/KM2,2025
536,536,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,993.05,2025-S1,JIWA/KM2,2025
537,537,35,JAWA TIMUR,3572,KOTA BLITAR,720.68,2025-S1,JIWA/KM2,2025
538,538,35,JAWA TIMUR,3571,KOTA KEDIRI,1108.24,2025-S1,JIWA/KM2,2025
539,539,35,JAWA TIMUR,3573,KOTA MALANG,785.21,2025-S1,JIWA/KM2,2025
540,540,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,619.32,2025-S1,JIWA/KM2,2025
541,541,35,JAWA TIMUR,3509,KABUPATEN JEMBER,786.47,2025-S1,JIWA/KM2,2025
542,542,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,496.9,2025-S1,JIWA/KM2,2025
543,543,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,504.54,2025-S1,JIWA/KM2,2025
544,544,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,416.35,2025-S1,JIWA/KM2,2025
545,545,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,690.31,2025-S1,JIWA/KM2,2025
546,546,35,JAWA TIMUR,3575,KOTA PASURUAN,1098.74,2025-S1,JIWA/KM2,2025
547,547,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2766.19,2025-S1,JIWA/KM2,2025
548,548,35,JAWA TIMUR,3576,KOTA MOJOKERTO,1170.9,2025-S1,JIWA/KM2,2025
549,549,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,1238.54,2025-S1,JIWA/KM2,2025
550,550,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,891.04,2025-S1,JIWA/KM2,2025
551,551,35,JAWA TIMUR,3577,KOTA MADIUN,663.8,2025-S1,JIWA/KM2,2025
552,552,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,979.98,2025-S1,JIWA/KM2,2025
553,553,35,JAWA TIMUR,3521,KABUPATEN NGAWI,648.85,2025-S1,JIWA/KM2,2025
554,554,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,590.28,2025-S1,JIWA/KM2,2025
555,555,35,JAWA TIMUR,3523,KABUPATEN TUBAN,639.32,2025-S1,JIWA/KM2,2025
556,556,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,779.03,2025-S1,JIWA/KM2,2025
557,557,35,JAWA TIMUR,3525,KABUPATEN GRESIK,1042.03,2025-S1,JIWA/KM2,2025
558,558,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,787.52,2025-S1,JIWA/KM2,2025
559,559,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,820.09,2025-S1,JIWA/KM2,2025
560,560,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,1119.03,2025-S1,JIWA/KM2,2025
561,561,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,547.48,2025-S1,JIWA/KM2,2025
562,562,35,JAWA TIMUR,3571,KOTA KEDIRI,4469.08,2025-S1,JIWA/KM2,2025
563,563,35,JAWA TIMUR,3572,KOTA BLITAR,4835.51,2025-S1,JIWA/KM2,2025
564,564,35,JAWA TIMUR,3573,KOTA MALANG,7969.67,2025-S1,JIWA/KM2,2025
565,565,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,4445.03,2025-S1,JIWA/KM2,2025
566,566,35,JAWA TIMUR,3575,KOTA PASURUAN,5466.62,2025-S1,JIWA/KM2,2025
567,567,35,JAWA TIMUR,3576,KOTA MOJOKERTO,7004.6,2025-S1,JIWA/KM2,2025
568,568,35,JAWA TIMUR,3577,KOTA MADIUN,5586.88,2025-S1,JIWA/KM2,2025
569,569,35,JAWA TIMUR,3578,KOTA SURABAYA,8982.17,2025-S1,JIWA/KM2,2025
570,570,35,JAWA TIMUR,3579,KOTA BATU,1151.57,2025-S1,JIWA/KM2,2025
