tahun,cv,williamson_index
2018,1.2766625707109678,0.9807248277163557
2019,1.2933694768583919,0.9904765472857384
2020,1.2964928328891243,0.9995476627995935
2021,1.3015064911620517,1.0029263246529907
2022,1.2788492279752848,0.9967861417889196
2023,1.2491820036245302,0.9903344166569878
2024,1.2365387334029008,0.9898055654732345
2025,1.2078279152236635,0.9799697567204058
