kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten LUMAJANG,15-19,35535,36240,71775
Kabupaten LUMAJANG,20-24,32953,34113,67066
Kabupaten LUMAJANG,25-29,33714,36173,69887
Kabupaten LUMAJANG,30-34,34855,37679,72534
Kabupaten LUMAJANG,35-39,36158,37153,73311
Kabupaten LUMAJANG,40-44,39576,41951,81527
Kabupaten LUMAJANG,45-49,36255,39497,75752
Kabupaten LUMAJANG,50-54,38673,38392,77065
Kabupaten LUMAJANG,55-59,36018,41666,77684
Kabupaten LUMAJANG,60-64,30495,36662,67157
Kabupaten LUMAJANG,65-69,26339,23024,49363
Kabupaten LUMAJANG,70-74,17559,17799,35358
Kabupaten LUMAJANG,75+,12191,19550,31741
Kabupaten JEMBER,0-4,83866,82824,166690
Kabupaten JEMBER,5-9,91427,89500,180927
Kabupaten JEMBER,10-14,82762,87618,170380
Kabupaten JEMBER,15-19,90202,84722,174924
Kabupaten JEMBER,20-24,88212,88596,176808
Kabupaten JEMBER,25-29,80053,84940,164993
Kabupaten JEMBER,30-34,85154,89851,175005
Kabupaten JEMBER,35-39,83087,84848,167935
Kabupaten JEMBER,40-44,90003,89687,179690
Kabupaten JEMBER,45-49,85239,88179,173418
Kabupaten JEMBER,50-54,90937,75932,166869
Kabupaten JEMBER,55-59,73744,95212,168956
Kabupaten JEMBER,60-64,73663,68444,142107
Kabupaten JEMBER,65-69,56089,70550,126639
Kabupaten JEMBER,70-74,35590,46633,82223
Kabupaten JEMBER,75+,36250,42647,78897
Kabupaten BANYUWANGI,0-4,54038,57178,111216
Kabupaten BANYUWANGI,5-9,55998,51024,107022
Kabupaten BANYUWANGI,10-14,56067,51347,107414
Kabupaten BANYUWANGI,15-19,52046,52014,104060
Kabupaten BANYUWANGI,20-24,51858,51763,103621
Kabupaten BANYUWANGI,25-29,46756,45312,92068
Kabupaten BANYUWANGI,30-34,52286,58181,110467
Kabupaten BANYUWANGI,35-39,62600,56707,119307
Kabupaten BANYUWANGI,40-44,59466,62133,121599
Kabupaten BANYUWANGI,45-49,61387,59430,120817
Kabupaten BANYUWANGI,50-54,55642,56903,112545
Kabupaten BANYUWANGI,55-59,53639,57329,110968
Kabupaten BANYUWANGI,60-64,46967,49421,96388
Kabupaten BANYUWANGI,65-69,48782,48325,97107
Kabupaten BANYUWANGI,70-74,30145,31615,61760
Kabupaten BANYUWANGI,75+,23835,31653,55488
Kabupaten BONDOWOSO,0-4,25714,24208,49922
Kabupaten BONDOWOSO,5-9,24486,25375,49861
Kabupaten BONDOWOSO,10-14,26060,22983,49043
Kabupaten BONDOWOSO,15-19,22441,23297,45738
Kabupaten BONDOWOSO,20-24,24914,27119,52033
Kabupaten BONDOWOSO,25-29,24533,25473,50006
Kabupaten BONDOWOSO,30-34,28396,26112,54508
Kabupaten BONDOWOSO,35-39,26361,29903,56264
Kabupaten BONDOWOSO,40-44,29764,28865,58629
Kabupaten BONDOWOSO,45-49,28111,29103,57214
Kabupaten BONDOWOSO,50-54,24419,27972,52391
Kabupaten BONDOWOSO,55-59,30952,29939,60891
Kabupaten BONDOWOSO,60-64,22686,28626,51312
Kabupaten BONDOWOSO,65-69,23064,24172,47236
Kabupaten BONDOWOSO,70-74,13017,15900,28917
Kabupaten BONDOWOSO,75+,10110,17055,27165
Kabupaten SITUBONDO,0-4,21386,20259,41645
Kabupaten SITUBONDO,5-9,21894,22017,43911
Kabupaten SITUBONDO,10-14,23840,23368,47208
Kabupaten SITUBONDO,15-19,20257,20991,41248
Kabupaten SITUBONDO,20-24,23205,23591,46796
Kabupaten SITUBONDO,25-29,24219,24851,49070
Kabupaten SITUBONDO,30-34,24058,23289,47347
Kabupaten SITUBONDO,35-39,25250,26871,52121
Kabupaten SITUBONDO,40-44,26112,25824,51936
Kabupaten SITUBONDO,45-49,25793,26413,52206
Kabupaten SITUBONDO,50-54,24964,26777,51741
Kabupaten SITUBONDO,55-59,24369,25623,49992
Kabupaten SITUBONDO,60-64,21429,23443,44872
Kabupaten SITUBONDO,65-69,15402,18732,34134
Kabupaten SITUBONDO,70-74,9783,10667,20450
Kabupaten SITUBONDO,75+,7812,14698,22510
Kabupaten PROBOLINGGO,0-4,42759,40147,82906
Kabupaten PROBOLINGGO,5-9,42512,43168,85680
Kabupaten PROBOLINGGO,10-14,44410,40383,84793
Kabupaten PROBOLINGGO,15-19,38000,41755,79755
Kabupaten PROBOLINGGO,20-24,38619,37192,75811
Kabupaten PROBOLINGGO,25-29,42708,49216,91924
Kabupaten PROBOLINGGO,30-34,42594,47136,89730
Kabupaten PROBOLINGGO,35-39,44361,42928,87289
Kabupaten PROBOLINGGO,40-44,48357,44413,92770
Kabupaten PROBOLINGGO,45-49,39032,43021,82053
Kabupaten PROBOLINGGO,50-54,40697,40729,81426
Kabupaten PROBOLINGGO,55-59,37327,40995,78322
Kabupaten PROBOLINGGO,60-64,33347,36372,69719
Kabupaten PROBOLINGGO,65-69,21643,25742,47385
Kabupaten PROBOLINGGO,70-74,15804,20499,36303
Kabupaten PROBOLINGGO,75+,12928,21160,34088
Kabupaten PASURUAN,0-4,60588,61815,122403
Kabupaten PASURUAN,5-9,59941,55807,115748
Kabupaten PASURUAN,10-14,59227,63003,122230
Kabupaten PASURUAN,15-19,68390,59164,127554
Kabupaten PASURUAN,20-24,64805,68774,133579
Kabupaten PASURUAN,25-29,68210,64791,133001
Kabupaten PASURUAN,30-34,60870,61970,122840
Kabupaten PASURUAN,35-39,68181,69949,138130
Kabupaten PASURUAN,40-44,67212,68321,135533
Kabupaten PASURUAN,45-49,58315,58037,116352
Kabupaten PASURUAN,50-54,58943,59320,118263
Kabupaten PASURUAN,55-59,44754,44079,88833
Kabupaten PASURUAN,60-64,34243,41691,75934
Kabupaten PASURUAN,65-69,27863,28593,56456
Kabupaten PASURUAN,70-74,12038,23346,35384
Kabupaten PASURUAN,75+,18239,19675,37914
Kabupaten SIDOARJO,0-4,90241,77834,168075
Kabupaten SIDOARJO,5-9,96371,102055,198426
Kabupaten SIDOARJO,10-14,83059,81053,164112
Kabupaten SIDOARJO,15-19,86784,82098,168882
Kabupaten SIDOARJO,20-24,108139,103046,211185
Kabupaten SIDOARJO,25-29,93776,95274,189050
Kabupaten SIDOARJO,30-34,105335,102774,208109
Kabupaten SIDOARJO,35-39,107948,110783,218731
Kabupaten SIDOARJO,40-44,100118,94748,194866
Kabupaten SIDOARJO,45-49,93960,91017,184977
Kabupaten SIDOARJO,50-54,71458,79765,151223
Kabupaten SIDOARJO,55-59,68800,56705,125505
Kabupaten SIDOARJO,60-64,48081,44296,92377
Kabupaten SIDOARJO,65-69,23592,35531,59123
Kabupaten SIDOARJO,70-74,21810,22309,44119
Kabupaten SIDOARJO,75+,17165,26786,43951
Kabupaten MOJOKERTO,0-4,41350,38489,79839
Kabupaten MOJOKERTO,5-9,41641,42420,84061
Kabupaten MOJOKERTO,10-14,38376,37880,76256
Kabupaten MOJOKERTO,15-19,43246,40778,84024
Kabupaten MOJOKERTO,20-24,41296,40639,81935
Kabupaten MOJOKERTO,25-29,45398,44289,89687
Kabupaten MOJOKERTO,30-34,42768,43007,85775
Kabupaten MOJOKERTO,35-39,44930,43353,88283
Kabupaten MOJOKERTO,40-44,46598,42854,89452
Kabupaten MOJOKERTO,45-49,43481,45524,89005
Kabupaten MOJOKERTO,50-54,39018,42938,81956
Kabupaten MOJOKERTO,55-59,34215,31645,65860
Kabupaten MOJOKERTO,60-64,28398,26707,55105
Kabupaten MOJOKERTO,65-69,22433,27980,50413
Kabupaten MOJOKERTO,70-74,13900,15817,29717
Kabupaten MOJOKERTO,75+,13353,17752,31105
Kabupaten JOMBANG,0-4,49887,43235,93122
Kabupaten JOMBANG,5-9,43892,47286,91178
Kabupaten JOMBANG,10-14,47640,43339,90979
Kabupaten JOMBANG,15-19,45938,46360,92298
Kabupaten JOMBANG,20-24,44639,39199,83838
Kabupaten JOMBANG,25-29,45072,48893,93965
Kabupaten JOMBANG,30-34,45196,45197,90393
Kabupaten JOMBANG,35-39,46311,43991,90302
Kabupaten JOMBANG,40-44,47243,49619,96862
Kabupaten JOMBANG,45-49,46742,45302,92044
Kabupaten JOMBANG,50-54,44297,48479,92776
Kabupaten JOMBANG,55-59,37487,35962,73449
Kabupaten JOMBANG,60-64,31430,36689,68119
Kabupaten JOMBANG,65-69,27809,27284,55093
Kabupaten JOMBANG,70-74,21371,22475,43846
Kabupaten JOMBANG,75+,14939,23905,38844
Kabupaten NGANJUK,0-4,33522,36215,69737
Kabupaten NGANJUK,5-9,38233,34437,72670
Kabupaten NGANJUK,10-14,38164,32248,70412
Kabupaten NGANJUK,15-19,32678,35078,67756
Kabupaten NGANJUK,20-24,32906,31141,64047
Kabupaten NGANJUK,25-29,35381,36460,71841
Kabupaten NGANJUK,30-34,39405,39270,78675
Kabupaten NGANJUK,35-39,35487,33796,69283
Kabupaten NGANJUK,40-44,40884,41405,82289
Kabupaten NGANJUK,45-49,37028,37931,74959
Kabupaten NGANJUK,50-54,36520,43197,79717
Kabupaten NGANJUK,55-59,34713,31076,65789
Kabupaten NGANJUK,60-64,28491,32685,61176
Kabupaten NGANJUK,65-69,30404,28173,58577
Kabupaten NGANJUK,70-74,18605,20475,39080
Kabupaten NGANJUK,75+,17213,22846,40059
Kabupaten MADIUN,0-4,23480,19586,43066
Kabupaten MADIUN,5-9,19533,21496,41029
Kabupaten MADIUN,10-14,21986,20118,42104
Kabupaten MADIUN,15-19,20149,19167,39316
Kabupaten MADIUN,20-24,18019,18084,36103
Kabupaten MADIUN,25-29,17948,17534,35482
Kabupaten MADIUN,30-34,21948,21983,43931
Kabupaten MADIUN,35-39,22588,22277,44865
Kabupaten MADIUN,40-44,23957,25442,49399
Kabupaten MADIUN,45-49,27611,28457,56068
Kabupaten MADIUN,50-54,28537,29164,57701
Kabupaten MADIUN,55-59,25880,26825,52705
Kabupaten MADIUN,60-64,23975,23476,47451
Kabupaten MADIUN,65-69,16376,19678,36054
Kabupaten MADIUN,70-74,12921,16335,29256
Kabupaten MADIUN,75+,14402,19122,33524
Kabupaten MAGETAN,0-4,17216,18761,35977
Kabupaten MAGETAN,5-9,19843,17149,36992
Kabupaten MAGETAN,10-14,17720,16813,34533
Kabupaten MAGETAN,15-19,21142,19416,40558
Kabupaten MAGETAN,20-24,16012,16030,32042
Kabupaten MAGETAN,25-29,16989,16360,33349
Kabupaten MAGETAN,30-34,18577,19433,38010
Kabupaten MAGETAN,35-39,20635,19331,39966
Kabupaten MAGETAN,40-44,20430,24773,45203
Kabupaten MAGETAN,45-49,23132,21005,44137
Kabupaten MAGETAN,50-54,24850,30580,55430
Kabupaten MAGETAN,55-59,24593,24064,48657
Kabupaten MAGETAN,60-64,20975,23583,44558
Kabupaten MAGETAN,65-69,20053,20018,40071
Kabupaten MAGETAN,70-74,12226,15295,27521
Kabupaten MAGETAN,75+,16518,25005,41523
Kabupaten NGAWI,0-4,25334,25099,50433
Kabupaten NGAWI,5-9,25552,23763,49315
Kabupaten NGAWI,10-14,25207,24035,49242
Kabupaten NGAWI,15-19,26367,28266,54633
Kabupaten NGAWI,20-24,21392,21590,42982
Kabupaten NGAWI,25-29,24486,26520,51006
Kabupaten NGAWI,30-34,25006,25036,50042
Kabupaten NGAWI,35-39,28069,29073,57142
Kabupaten NGAWI,40-44,29105,30296,59401
Kabupaten NGAWI,45-49,33745,34938,68683
Kabupaten NGAWI,50-54,33890,35020,68910
Kabupaten NGAWI,55-59,32872,33679,66551
Kabupaten NGAWI,60-64,28142,30125,58267
Kabupaten NGAWI,65-69,21794,24118,45912
Kabupaten NGAWI,70-74,14455,17472,31927
Kabupaten NGAWI,75+,16724,22300,39024
Kabupaten BOJONEGORO,0-4,38803,37248,76051
Kabupaten BOJONEGORO,5-9,40796,40610,81406
Kabupaten BOJONEGORO,10-14,39249,35120,74369
Kabupaten BOJONEGORO,15-19,42962,43335,86297
Kabupaten BOJONEGORO,20-24,39135,40072,79207
Kabupaten BOJONEGORO,25-29,38668,43032,81700
Kabupaten BOJONEGORO,30-34,44380,46590,90970
Kabupaten BOJONEGORO,35-39,44964,43806,88770
Kabupaten BOJONEGORO,40-44,48802,52835,101637
Kabupaten BOJONEGORO,45-49,50037,45301,95338
Kabupaten BOJONEGORO,50-54,49453,49974,99427
Kabupaten BOJONEGORO,55-59,42201,40395,82596
Kabupaten BOJONEGORO,60-64,34232,37357,71589
Kabupaten BOJONEGORO,65-69,28752,28369,57121
Kabupaten BOJONEGORO,70-74,20435,21036,41471
Kabupaten BOJONEGORO,75+,20051,32557,52608
Kabupaten TUBAN,0-4,38215,38845,77060
Kabupaten TUBAN,5-9,39530,36747,76277
Kabupaten TUBAN,10-14,36912,38453,75365
Kabupaten TUBAN,15-19,45085,38423,83508
Kabupaten TUBAN,20-24,41818,43052,84870
Kabupaten TUBAN,25-29,43057,41451,84508
Kabupaten TUBAN,30-34,46410,42750,89160
Kabupaten TUBAN,35-39,41252,43769,85021
Kabupaten TUBAN,40-44,48756,46713,95469
Kabupaten TUBAN,45-49,40785,43801,84586
Kabupaten TUBAN,50-54,44964,47508,92472
Kabupaten TUBAN,55-59,37550,37419,74969
Kabupaten TUBAN,60-64,28803,35050,63853
Kabupaten TUBAN,65-69,24270,23485,47755
Kabupaten TUBAN,70-74,16884,19399,36283
Kabupaten TUBAN,75+,14699,27330,42029
Kabupaten LAMONGAN,0-4,37532,36398,73930
Kabupaten LAMONGAN,5-9,39944,38505,78449
Kabupaten LAMONGAN,10-14,40036,39013,79049
Kabupaten LAMONGAN,15-19,44293,42384,86677
Kabupaten LAMONGAN,20-24,37431,39464,76895
Kabupaten LAMONGAN,25-29,35094,37219,72313
Kabupaten LAMONGAN,30-34,46292,38304,84596
Kabupaten LAMONGAN,35-39,33277,46410,79687
Kabupaten LAMONGAN,40-44,42896,48900,91796
Kabupaten LAMONGAN,45-49,45985,44655,90640
Kabupaten LAMONGAN,50-54,45635,50621,96256
Kabupaten LAMONGAN,55-59,42984,42932,85916
Kabupaten LAMONGAN,60-64,32580,35913,68493
Kabupaten LAMONGAN,65-69,27644,30810,58454
Kabupaten LAMONGAN,70-74,19281,20881,40162
Kabupaten LAMONGAN,75+,15980,29650,45630
Kabupaten GRESIK,0-4,53776,51341,105117
Kabupaten GRESIK,5-9,53534,51829,105363
Kabupaten GRESIK,10-14,49723,48572,98295
Kabupaten GRESIK,15-19,49961,48040,98001
Kabupaten GRESIK,20-24,50747,53573,104320
Kabupaten GRESIK,25-29,55600,54961,110561
Kabupaten GRESIK,30-34,58011,57098,115109
Kabupaten GRESIK,35-39,56762,57945,114707
Kabupaten GRESIK,40-44,53787,50622,104409
Kabupaten GRESIK,45-49,47234,50226,97460
Kabupaten GRESIK,50-54,45438,46181,91619
Kabupaten GRESIK,55-59,37936,38806,76742
Kabupaten GRESIK,60-64,30146,38878,69024
Kabupaten GRESIK,65-69,17799,14975,32774
Kabupaten GRESIK,70-74,14770,18239,33009
Kabupaten GRESIK,75+,10358,16564,26922
Kabupaten BANGKALAN,0-4,29771,31285,61056
Kabupaten BANGKALAN,5-9,52163,48504,100667
Kabupaten BANGKALAN,10-14,43384,40632,84016
Kabupaten BANGKALAN,15-19,48170,47247,95417
Kabupaten BANGKALAN,20-24,38255,34920,73175
Kabupaten BANGKALAN,25-29,32863,42171,75034
Kabupaten BANGKALAN,30-34,28467,32678,61145
Kabupaten BANGKALAN,35-39,31476,34257,65733
Kabupaten BANGKALAN,40-44,29647,34923,64570
Kabupaten BANGKALAN,45-49,29463,34375,63838
Kabupaten BANGKALAN,50-54,30965,25567,56532
Kabupaten BANGKALAN,55-59,25376,38519,63895
Kabupaten BANGKALAN,60-64,23290,27451,50741
Kabupaten BANGKALAN,65-69,18656,25083,43739
Kabupaten BANGKALAN,70-74,15355,16092,31447
Kabupaten BANGKALAN,75+,12106,22080,34186
Kabupaten SAMPANG,0-4,40693,39069,79762
Kabupaten SAMPANG,5-9,44111,44599,88710
Kabupaten SAMPANG,10-14,50682,48333,99015
Kabupaten SAMPANG,15-19,47414,43088,90502
Kabupaten SAMPANG,20-24,39461,39824,79285
Kabupaten SAMPANG,25-29,39372,44789,84161
Kabupaten SAMPANG,30-34,31985,32398,64383
Kabupaten SAMPANG,35-39,34295,37291,71586
Kabupaten SAMPANG,40-44,30975,31439,62414
Kabupaten SAMPANG,45-49,30083,35768,65851
Kabupaten SAMPANG,50-54,28639,23651,52290
Kabupaten SAMPANG,55-59,25382,36566,61948
Kabupaten SAMPANG,60-64,21286,26633,47919
Kabupaten SAMPANG,65-69,17180,18225,35405
Kabupaten SAMPANG,70-74,6828,14628,21456
Kabupaten SAMPANG,75+,13598,13249,26847
Kabupaten PAMEKASAN,0-4,36177,30294,66471
Kabupaten PAMEKASAN,5-9,30488,34720,65208
Kabupaten PAMEKASAN,10-14,41019,35571,76590
Kabupaten PAMEKASAN,15-19,37999,38864,76863
Kabupaten PAMEKASAN,20-24,29191,35350,64541
Kabupaten PAMEKASAN,25-29,40625,39297,79922
Kabupaten PAMEKASAN,30-34,31313,36169,67482
Kabupaten PAMEKASAN,35-39,36436,34090,70526
Kabupaten PAMEKASAN,40-44,30158,33151,63309
Kabupaten PAMEKASAN,45-49,30936,32050,62986
Kabupaten PAMEKASAN,50-54,28806,28611,57417
Kabupaten PAMEKASAN,55-59,22423,28210,50633
Kabupaten PAMEKASAN,60-64,19400,22864,42264
Kabupaten PAMEKASAN,65-69,15437,17389,32826
Kabupaten PAMEKASAN,70-74,9273,10954,20227
Kabupaten PAMEKASAN,75+,8565,16901,25466
Kabupaten SUMENEP,0-4,31060,31632,62692
Kabupaten SUMENEP,5-9,36124,34694,70818
Kabupaten SUMENEP,10-14,34276,33464,67740
Kabupaten SUMENEP,15-19,35236,35480,70716
Kabupaten SUMENEP,20-24,31501,36634,68135
Kabupaten SUMENEP,25-29,36776,41616,78392
Kabupaten SUMENEP,30-34,39430,41723,81153
Kabupaten SUMENEP,35-39,41051,43212,84263
Kabupaten SUMENEP,40-44,41722,44330,86052
Kabupaten SUMENEP,45-49,39681,43402,83083
Kabupaten SUMENEP,50-54,37239,34178,71417
Kabupaten SUMENEP,55-59,39029,50677,89706
Kabupaten SUMENEP,60-64,29391,36038,65429
Kabupaten SUMENEP,65-69,26455,32864,59319
Kabupaten SUMENEP,70-74,15989,20560,36549
Kabupaten SUMENEP,75+,10608,19615,30223
Kota KEDIRI,0-4,10347,9279,19626
Kota KEDIRI,5-9,10208,10914,21122
Kota KEDIRI,10-14,9428,10312,19740
Kota KEDIRI,15-19,11715,10644,22359
Kota KEDIRI,20-24,14529,11034,25563
Kota KEDIRI,25-29,11133,11641,22774
Kota KEDIRI,30-34,11346,10425,21771
Kota KEDIRI,35-39,10388,9725,20113
Kota KEDIRI,40-44,9359,10606,19965
Kota KEDIRI,45-49,11490,11057,22547
Kota KEDIRI,50-54,10216,11597,21813
Kota KEDIRI,55-59,8693,9239,17932
Kota KEDIRI,60-64,7008,7707,14715
Kota KEDIRI,65-69,4822,5487,10309
Kota KEDIRI,70-74,3344,2631,5975
Kota KEDIRI,75+,3422,6318,9740
Kota BLITAR,0-4,5172,4753,9925
Kota BLITAR,5-9,5406,5233,10639
Kota BLITAR,10-14,4761,4938,9699
Kota BLITAR,15-19,5286,5104,10390
Kota BLITAR,20-24,4224,3864,8088
Kota BLITAR,25-29,6203,6127,12330
Kota BLITAR,30-34,5909,5291,11200
Kota BLITAR,35-39,4527,4611,9138
Kota BLITAR,40-44,4784,5692,10476
Kota BLITAR,45-49,5532,5127,10659
Kota BLITAR,50-54,5494,6893,12387
Kota BLITAR,55-59,4248,3715,7963
Kota BLITAR,60-64,4012,4657,8669
Kota BLITAR,65-69,2636,2386,5022
Kota BLITAR,70-74,2507,2410,4917
Kota BLITAR,75+,1886,3016,4902
Kota MALANG,0-4,29889,31191,61080
Kota MALANG,5-9,28675,25592,54267
Kota MALANG,10-14,28435,26338,54773
Kota MALANG,15-19,33467,39289,72756
Kota MALANG,20-24,49973,47889,97862
Kota MALANG,25-29,39658,36524,76182
Kota MALANG,30-34,32276,30012,62288
Kota MALANG,35-39,32015,31488,63503
Kota MALANG,40-44,27528,29311,56839
Kota MALANG,45-49,30619,32015,62634
Kota MALANG,50-54,30081,34835,64916
Kota MALANG,55-59,22659,24062,46721
Kota MALANG,60-64,22390,23482,45872
Kota MALANG,65-69,12508,14864,27372
Kota MALANG,70-74,13864,10374,24238
Kota MALANG,75+,5632,15160,20792
Kota PROBOLINGGO,0-4,10152,9574,19726
Kota PROBOLINGGO,5-9,8640,8782,17422
Kota PROBOLINGGO,10-14,9581,9074,18655
Kota PROBOLINGGO,15-19,8706,8926,17632
Kota PROBOLINGGO,20-24,8618,9777,18395
Kota PROBOLINGGO,25-29,9718,8702,18420
Kota PROBOLINGGO,30-34,9958,9430,19388
Kota PROBOLINGGO,35-39,8781,9313,18094
Kota PROBOLINGGO,40-44,9345,9203,18548
Kota PROBOLINGGO,45-49,8525,9361,17886
Kota PROBOLINGGO,50-54,7940,10100,18040
Kota PROBOLINGGO,55-59,7471,5880,13351
Kota PROBOLINGGO,60-64,5743,7059,12802
Kota PROBOLINGGO,65-69,3877,3254,7131
Kota PROBOLINGGO,70-74,2123,3633,5756
Kota PROBOLINGGO,75+,2547,3279,5826
Kota PASURUAN,0-4,7909,8158,16067
Kota PASURUAN,5-9,8732,7746,16478
Kota PASURUAN,10-14,8099,7785,15884
Kota PASURUAN,15-19,7572,7542,15114
Kota PASURUAN,20-24,8899,7866,16765
Kota PASURUAN,25-29,7812,8235,16047
Kota PASURUAN,30-34,8490,7197,15687
Kota PASURUAN,35-39,7235,8509,15744
