kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7258,7172,14430
Kota PASURUAN,45-49,7387,8177,15564
Kota PASURUAN,50-54,6033,7223,13256
Kota PASURUAN,55-59,6470,5766,12236
Kota PASURUAN,60-64,4057,4779,8836
Kota PASURUAN,65-69,3125,2826,5951
Kota PASURUAN,70-74,1549,2760,4309
Kota PASURUAN,75+,1940,2622,4562
Kota MOJOKERTO,0-4,5306,4596,9902
Kota MOJOKERTO,5-9,4720,4977,9697
Kota MOJOKERTO,10-14,4396,4106,8502
Kota MOJOKERTO,15-19,4543,4733,9276
Kota MOJOKERTO,20-24,5040,4821,9861
Kota MOJOKERTO,25-29,5042,5290,10332
Kota MOJOKERTO,30-34,4715,5271,9986
Kota MOJOKERTO,35-39,5689,4754,10443
Kota MOJOKERTO,40-44,4459,5194,9653
Kota MOJOKERTO,45-49,5120,4893,10013
Kota MOJOKERTO,50-54,4771,5975,10746
Kota MOJOKERTO,55-59,4127,3594,7721
Kota MOJOKERTO,60-64,3068,3950,7018
Kota MOJOKERTO,65-69,1912,1823,3735
Kota MOJOKERTO,70-74,1376,1978,3354
Kota MOJOKERTO,75+,1388,1985,3373
Kota MADIUN,0-4,6119,5397,11516
Kota MADIUN,5-9,5528,5802,11330
Kota MADIUN,10-14,4817,5750,10567
Kota MADIUN,15-19,6551,5639,12190
Kota MADIUN,20-24,5107,5841,10948
Kota MADIUN,25-29,6548,5901,12449
Kota MADIUN,30-34,6046,5445,11491
Kota MADIUN,35-39,6782,6703,13485
Kota MADIUN,40-44,5949,7507,13456
Kota MADIUN,45-49,6558,6130,12688
Kota MADIUN,50-54,6635,8748,15383
Kota MADIUN,55-59,6159,5659,11818
Kota MADIUN,60-64,4878,5535,10413
Kota MADIUN,65-69,3706,4776,8482
Kota MADIUN,70-74,3104,3263,6367
Kota MADIUN,75+,1979,4352,6331
Kota SURABAYA,0-4,100590,104061,204651
Kota SURABAYA,5-9,105165,97695,202860
Kota SURABAYA,10-14,91520,93539,185059
Kota SURABAYA,15-19,96779,102890,199669
Kota SURABAYA,20-24,132903,143471,276374
Kota SURABAYA,25-29,136312,133474,269786
Kota SURABAYA,30-34,126168,122065,248233
Kota SURABAYA,35-39,127714,125431,253145
Kota SURABAYA,40-44,104881,102431,207312
Kota SURABAYA,45-49,103254,110296,213550
Kota SURABAYA,50-54,94539,99477,194016
Kota SURABAYA,55-59,78568,87366,165934
Kota SURABAYA,60-64,63241,66116,129357
Kota SURABAYA,65-69,42061,42260,84321
Kota SURABAYA,70-74,26860,27703,54563
Kota SURABAYA,75+,23129,32880,56009
Kota BATU,0-4,7693,7755,15448
Kota BATU,5-9,7694,7555,15249
Kota BATU,10-14,6522,6435,12957
Kota BATU,15-19,7810,7599,15409
Kota BATU,20-24,8339,8399,16738
Kota BATU,25-29,8448,7485,15933
Kota BATU,30-34,8422,6857,15279
Kota BATU,35-39,7654,8731,16385
Kota BATU,40-44,7727,8259,15986
Kota BATU,45-49,8413,7589,16002
Kota BATU,50-54,8156,8282,16438
Kota BATU,55-59,6215,5595,11810
Kota BATU,60-64,5523,5021,10544
Kota BATU,65-69,3710,4645,8355
Kota BATU,70-74,2969,3188,6157
Kota BATU,75+,3425,3969,7394
