kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,10-14,8183,7908,16091
Kota PASURUAN,15-19,7607,7652,15259
Kota PASURUAN,20-24,8944,7926,16870
Kota PASURUAN,25-29,7873,8281,16154
Kota PASURUAN,30-34,8553,7222,15775
Kota PASURUAN,35-39,7259,8579,15838
Kota PASURUAN,40-44,7221,7138,14359
Kota PASURUAN,45-49,7329,8126,15455
Kota PASURUAN,50-54,5833,7008,12841
Kota PASURUAN,55-59,6208,5526,11734
Kota PASURUAN,60-64,3835,4467,8302
Kota PASURUAN,65-69,2891,2601,5492
Kota PASURUAN,70-74,1423,2542,3965
Kota PASURUAN,75+,1713,2407,4120
Kota MOJOKERTO,0-4,5337,4624,9961
Kota MOJOKERTO,5-9,4647,4861,9508
Kota MOJOKERTO,10-14,4448,4178,8626
Kota MOJOKERTO,15-19,4570,4811,9381
Kota MOJOKERTO,20-24,5072,4868,9940
Kota MOJOKERTO,25-29,5088,5330,10418
Kota MOJOKERTO,30-34,4757,5299,10056
Kota MOJOKERTO,35-39,5716,4809,10525
Kota MOJOKERTO,40-44,4441,5180,9621
Kota MOJOKERTO,45-49,5089,4872,9961
Kota MOJOKERTO,50-54,4619,5810,10429
Kota MOJOKERTO,55-59,3966,3451,7417
Kota MOJOKERTO,60-64,2905,3699,6604
Kota MOJOKERTO,65-69,1771,1683,3454
Kota MOJOKERTO,70-74,1264,1828,3092
Kota MOJOKERTO,75+,1228,1824,3052
Kota MADIUN,0-4,6229,5504,11733
Kota MADIUN,5-9,5512,5740,11252
Kota MADIUN,10-14,4935,5926,10861
Kota MADIUN,15-19,6672,5817,12489
Kota MADIUN,20-24,5201,5975,11176
Kota MADIUN,25-29,6689,6029,12718
Kota MADIUN,30-34,6175,5548,11723
Kota MADIUN,35-39,6897,6870,13767
Kota MADIUN,40-44,5999,7586,13585
Kota MADIUN,45-49,6596,6189,12785
Kota MADIUN,50-54,6502,8619,15121
Kota MADIUN,55-59,5991,5508,11499
Kota MADIUN,60-64,4673,5256,9929
Kota MADIUN,65-69,3473,4470,7943
Kota MADIUN,70-74,2889,3058,5947
Kota MADIUN,75+,1775,4030,5805
Kota SURABAYA,0-4,101583,105014,206597
Kota SURABAYA,5-9,103989,95615,199604
Kota SURABAYA,10-14,92996,95441,188437
Kota SURABAYA,15-19,97770,104881,202651
Kota SURABAYA,20-24,134323,145250,279573
Kota SURABAYA,25-29,138129,134910,273039
Kota SURABAYA,30-34,127833,123066,250899
Kota SURABAYA,35-39,128864,127149,256013
Kota SURABAYA,40-44,104934,102436,207370
Kota SURABAYA,45-49,103037,110136,213173
Kota SURABAYA,50-54,91910,97043,188953
Kota SURABAYA,55-59,75822,84130,159952
Kota SURABAYA,60-64,60124,62061,122185
Kota SURABAYA,65-69,39112,39110,78222
Kota SURABAYA,70-74,24800,25689,50489
Kota SURABAYA,75+,20549,30352,50901
Kota BATU,0-4,7730,7786,15516
Kota BATU,5-9,7570,7359,14929
Kota BATU,10-14,6594,6531,13125
Kota BATU,15-19,7851,7709,15560
Kota BATU,20-24,8387,8457,16844
Kota BATU,25-29,8519,7524,16043
Kota BATU,30-34,8490,6876,15366
Kota BATU,35-39,7685,8801,16486
Kota BATU,40-44,7693,8216,15909
Kota BATU,45-49,8354,7539,15893
Kota BATU,50-54,7889,8036,15925
Kota BATU,55-59,5968,5357,11325
Kota BATU,60-64,5223,4686,9909
Kota BATU,65-69,3431,4280,7711
Kota BATU,70-74,2728,2941,5669
Kota BATU,75+,3028,3651,6679
