kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten KEDIRI,75+,33773,35778,69551
Kabupaten MALANG,0-4,100702,95647,196349
Kabupaten MALANG,5-9,84717,87211,171928
Kabupaten MALANG,10-14,82485,80617,163102
Kabupaten MALANG,15-19,99612,92085,191697
Kabupaten MALANG,20-24,102031,89653,191684
Kabupaten MALANG,25-29,90420,88446,178866
Kabupaten MALANG,30-34,91409,90026,181435
Kabupaten MALANG,35-39,100629,92267,192896
Kabupaten MALANG,40-44,92567,91791,184358
Kabupaten MALANG,45-49,101232,100146,201378
Kabupaten MALANG,50-54,96165,96409,192574
Kabupaten MALANG,55-59,84256,84916,169172
Kabupaten MALANG,60-64,77032,75322,152354
Kabupaten MALANG,65-69,56274,68379,124653
Kabupaten MALANG,70-74,44841,48798,93639
Kabupaten MALANG,75+,45588,56260,101848
Kabupaten LUMAJANG,0-4,32799,34655,67454
Kabupaten LUMAJANG,5-9,36369,33310,69679
Kabupaten LUMAJANG,10-14,33818,30827,64645
Kabupaten LUMAJANG,15-19,35043,35617,70660
Kabupaten LUMAJANG,20-24,32677,33722,66399
Kabupaten LUMAJANG,25-29,33354,35778,69132
Kabupaten LUMAJANG,30-34,34470,37337,71807
Kabupaten LUMAJANG,35-39,35792,36793,72585
Kabupaten LUMAJANG,40-44,39345,41672,81017
Kabupaten LUMAJANG,45-49,36103,39358,75461
Kabupaten LUMAJANG,50-54,38815,38509,77324
Kabupaten LUMAJANG,55-59,36597,42268,78865
Kabupaten LUMAJANG,60-64,31039,37466,68505
Kabupaten LUMAJANG,65-69,27124,23785,50909
Kabupaten LUMAJANG,70-74,18198,18462,36660
Kabupaten LUMAJANG,75+,12849,20269,33118
Kabupaten JEMBER,0-4,83387,82353,165740
Kabupaten JEMBER,5-9,90938,89295,180233
Kabupaten JEMBER,10-14,82838,87687,170525
Kabupaten JEMBER,15-19,89126,83386,172512
Kabupaten JEMBER,20-24,87644,87721,175365
Kabupaten JEMBER,25-29,79355,84146,163501
Kabupaten JEMBER,30-34,84380,89178,173558
Kabupaten JEMBER,35-39,82409,84161,166570
Kabupaten JEMBER,40-44,89653,89232,178885
Kabupaten JEMBER,45-49,85050,88010,173060
Kabupaten JEMBER,50-54,91449,76283,167732
Kabupaten JEMBER,55-59,75079,96754,171833
Kabupaten JEMBER,60-64,75122,70098,145220
Kabupaten JEMBER,65-69,57871,72969,130840
Kabupaten JEMBER,70-74,36958,48448,85406
Kabupaten JEMBER,75+,38265,44213,82478
Kabupaten BANYUWANGI,0-4,53599,56729,110328
Kabupaten BANYUWANGI,5-9,55564,50802,106366
Kabupaten BANYUWANGI,10-14,55981,51279,107260
Kabupaten BANYUWANGI,15-19,51297,51094,102391
Kabupaten BANYUWANGI,20-24,51397,51144,102541
Kabupaten BANYUWANGI,25-29,46234,44791,91025
Kabupaten BANYUWANGI,30-34,51683,57621,109304
Kabupaten BANYUWANGI,35-39,61938,56129,118067
Kabupaten BANYUWANGI,40-44,59089,61689,120778
Kabupaten BANYUWANGI,45-49,61100,59193,120293
Kabupaten BANYUWANGI,50-54,55818,57051,112869
Kabupaten BANYUWANGI,55-59,54477,58124,112601
Kabupaten BANYUWANGI,60-64,47779,50495,98274
Kabupaten BANYUWANGI,65-69,50207,49892,100099
Kabupaten BANYUWANGI,70-74,31226,32776,64002
Kabupaten BANYUWANGI,75+,25103,32770,57873
Kabupaten BONDOWOSO,0-4,25549,24042,49591
Kabupaten BONDOWOSO,5-9,24339,25287,49626
Kabupaten BONDOWOSO,10-14,26065,22976,49041
Kabupaten BONDOWOSO,15-19,22156,22910,45066
Kabupaten BONDOWOSO,20-24,24735,26828,51563
Kabupaten BONDOWOSO,25-29,24301,25208,49509
Kabupaten BONDOWOSO,30-34,28118,25892,54010
Kabupaten BONDOWOSO,35-39,26128,29630,55758
Kabupaten BONDOWOSO,40-44,29625,28689,58314
Kabupaten BONDOWOSO,45-49,28026,29017,57043
Kabupaten BONDOWOSO,50-54,24539,28075,52614
Kabupaten BONDOWOSO,55-59,31490,30381,61871
Kabupaten BONDOWOSO,60-64,23117,29273,52390
Kabupaten BONDOWOSO,65-69,23779,24981,48760
Kabupaten BONDOWOSO,70-74,13507,16501,30008
Kabupaten BONDOWOSO,75+,10665,17707,28372
Kabupaten SITUBONDO,0-4,21272,20142,41414
Kabupaten SITUBONDO,5-9,21787,21963,43750
Kabupaten SITUBONDO,10-14,23872,23383,47255
Kabupaten SITUBONDO,15-19,20023,20663,40686
Kabupaten SITUBONDO,20-24,23066,23357,46423
Kabupaten SITUBONDO,25-29,24019,24615,48634
Kabupaten SITUBONDO,30-34,23849,23116,46965
Kabupaten SITUBONDO,35-39,25055,26649,51704
Kabupaten SITUBONDO,40-44,26022,25689,51711
Kabupaten SITUBONDO,45-49,25745,26361,52106
Kabupaten SITUBONDO,50-54,25113,26904,52017
Kabupaten SITUBONDO,55-59,24821,26031,50852
Kabupaten SITUBONDO,60-64,21862,24002,45864
Kabupaten SITUBONDO,65-69,15898,19374,35272
Kabupaten SITUBONDO,70-74,10164,11081,21245
Kabupaten SITUBONDO,75+,8246,15290,23536
Kabupaten PROBOLINGGO,0-4,42620,40004,82624
Kabupaten PROBOLINGGO,5-9,42389,43161,85550
Kabupaten PROBOLINGGO,10-14,44559,40503,85062
Kabupaten PROBOLINGGO,15-19,37639,41198,78837
Kabupaten PROBOLINGGO,20-24,38464,36902,75366
Kabupaten PROBOLINGGO,25-29,42438,48866,91304
Kabupaten PROBOLINGGO,30-34,42310,46885,89195
Kabupaten PROBOLINGGO,35-39,44107,42673,86780
Kabupaten PROBOLINGGO,40-44,48286,44283,92569
Kabupaten PROBOLINGGO,45-49,39040,43035,82075
Kabupaten PROBOLINGGO,50-54,41027,41010,82037
Kabupaten PROBOLINGGO,55-59,38097,41743,79840
Kabupaten PROBOLINGGO,60-64,34090,37323,71413
Kabupaten PROBOLINGGO,65-69,22385,26686,49071
Kabupaten PROBOLINGGO,70-74,16451,21346,37797
Kabupaten PROBOLINGGO,75+,13682,22038,35720
Kabupaten PASURUAN,0-4,60546,61771,122317
Kabupaten PASURUAN,5-9,59921,55967,115888
Kabupaten PASURUAN,10-14,59578,63373,122951
Kabupaten PASURUAN,15-19,67913,58519,126432
Kabupaten PASURUAN,20-24,64710,68450,133160
Kabupaten PASURUAN,25-29,67954,64508,132462
Kabupaten PASURUAN,30-34,60619,61821,122440
Kabupaten PASURUAN,35-39,67963,69733,137696
Kabupaten PASURUAN,40-44,67285,68323,135608
Kabupaten PASURUAN,45-49,58476,58223,116699
Kabupaten PASURUAN,50-54,59571,59905,119476
Kabupaten PASURUAN,55-59,45794,45009,90803
Kabupaten PASURUAN,60-64,35096,42894,77990
Kabupaten PASURUAN,65-69,28892,29732,58624
Kabupaten PASURUAN,70-74,12563,24375,36938
Kabupaten PASURUAN,75+,19345,20489,39834
Kabupaten SIDOARJO,0-4,91009,78510,169519
Kabupaten SIDOARJO,5-9,97226,103283,200509
Kabupaten SIDOARJO,10-14,84321,82295,166616
Kabupaten SIDOARJO,15-19,86971,81978,168949
Kabupaten SIDOARJO,20-24,108976,103500,212476
Kabupaten SIDOARJO,25-29,94287,95751,190038
Kabupaten SIDOARJO,30-34,105866,103495,209361
Kabupaten SIDOARJO,35-39,108593,111481,220074
Kabupaten SIDOARJO,40-44,101148,95637,196785
Kabupaten SIDOARJO,45-49,95089,92164,187253
Kabupaten SIDOARJO,50-54,72886,81306,154192
Kabupaten SIDOARJO,55-59,71046,58433,129479
Kabupaten SIDOARJO,60-64,49733,46024,95757
Kabupaten SIDOARJO,65-69,24690,37274,61964
Kabupaten SIDOARJO,70-74,22973,23513,46486
Kabupaten SIDOARJO,75+,18380,28225,46605
Kabupaten MOJOKERTO,0-4,41339,38479,79818
Kabupaten MOJOKERTO,5-9,41643,42555,84198
Kabupaten MOJOKERTO,10-14,38621,38118,76739
Kabupaten MOJOKERTO,15-19,42962,40358,83320
Kabupaten MOJOKERTO,20-24,41252,40462,81714
Kabupaten MOJOKERTO,25-29,45247,44118,89365
Kabupaten MOJOKERTO,30-34,42610,42923,85533
Kabupaten MOJOKERTO,35-39,44804,43241,88045
Kabupaten MOJOKERTO,40-44,46668,42873,89541
Kabupaten MOJOKERTO,45-49,43619,45691,89310
Kabupaten MOJOKERTO,50-54,39452,43381,82833
Kabupaten MOJOKERTO,55-59,35024,32324,67348
Kabupaten MOJOKERTO,60-64,29118,27504,56622
Kabupaten MOJOKERTO,65-69,23271,29102,52373
Kabupaten MOJOKERTO,70-74,14512,16525,31037
Kabupaten MOJOKERTO,75+,14172,18525,32697
Kabupaten JOMBANG,0-4,49634,43017,92651
Kabupaten JOMBANG,5-9,43685,47203,90888
Kabupaten JOMBANG,10-14,47714,43403,91117
Kabupaten JOMBANG,15-19,45417,45666,91083
Kabupaten JOMBANG,20-24,44379,38828,83207
Kabupaten JOMBANG,25-29,44705,48471,93176
Kabupaten JOMBANG,30-34,44812,44893,89705
Kabupaten JOMBANG,35-39,45961,43664,89625
Kabupaten JOMBANG,40-44,47089,49400,96489
Kabupaten JOMBANG,45-49,46666,45247,91913
Kabupaten JOMBANG,50-54,44573,48744,93317
Kabupaten JOMBANG,55-59,38189,36559,74748
Kabupaten JOMBANG,60-64,32073,37584,69657
Kabupaten JOMBANG,65-69,28711,28247,56958
Kabupaten JOMBANG,70-74,22207,23366,45573
Kabupaten JOMBANG,75+,15782,24847,40629
Kabupaten NGANJUK,0-4,33253,35939,69192
Kabupaten NGANJUK,5-9,37938,34301,72239
Kabupaten NGANJUK,10-14,38108,32214,70322
Kabupaten NGANJUK,15-19,32213,34467,66680
Kabupaten NGANJUK,20-24,32619,30770,63389
Kabupaten NGANJUK,25-29,34989,36050,71039
Kabupaten NGANJUK,30-34,38954,38905,77859
Kabupaten NGANJUK,35-39,35116,33458,68574
Kabupaten NGANJUK,40-44,40628,41119,81747
Kabupaten NGANJUK,45-49,36859,37788,74647
Kabupaten NGANJUK,50-54,36639,43321,79960
Kabupaten NGANJUK,55-59,35257,31508,66765
Kabupaten NGANJUK,60-64,28988,33396,62384
Kabupaten NGANJUK,65-69,31297,29096,60393
Kabupaten NGANJUK,70-74,19275,21231,40506
Kabupaten NGANJUK,75+,18123,23666,41789
Kabupaten MADIUN,0-4,23245,19391,42636
Kabupaten MADIUN,5-9,19345,21350,40695
Kabupaten MADIUN,10-14,21911,20044,41955
Kabupaten MADIUN,15-19,19823,18784,38607
Kabupaten MADIUN,20-24,17826,17829,35655
Kabupaten MADIUN,25-29,17716,17292,35008
Kabupaten MADIUN,30-34,21655,21723,43378
Kabupaten MADIUN,35-39,22307,22000,44307
Kabupaten MADIUN,40-44,23761,25203,48964
Kabupaten MADIUN,45-49,27430,28278,55708
Kabupaten MADIUN,50-54,28573,29173,57746
Kabupaten MADIUN,55-59,26237,27130,53367
Kabupaten MADIUN,60-64,24345,23933,48278
Kabupaten MADIUN,65-69,16823,20267,37090
Kabupaten MADIUN,70-74,13359,16897,30256
Kabupaten MADIUN,75+,15139,19746,34885
Kabupaten MAGETAN,0-4,17026,18547,35573
Kabupaten MAGETAN,5-9,19631,17015,36646
Kabupaten MAGETAN,10-14,17639,16733,34372
Kabupaten MAGETAN,15-19,20776,19003,39779
Kabupaten MAGETAN,20-24,15822,15783,31605
Kabupaten MAGETAN,25-29,16750,16116,32866
Kabupaten MAGETAN,30-34,18308,19178,37486
Kabupaten MAGETAN,35-39,20355,19067,39422
Kabupaten MAGETAN,40-44,20240,24512,44752
Kabupaten MAGETAN,45-49,22956,20847,43803
Kabupaten MAGETAN,50-54,24854,30554,55408
Kabupaten MAGETAN,55-59,24903,24309,49212
Kabupaten MAGETAN,60-64,21275,24008,45283
Kabupaten MAGETAN,65-69,20578,20594,41172
Kabupaten MAGETAN,70-74,12626,15803,28429
Kabupaten MAGETAN,75+,17341,25825,43166
Kabupaten NGAWI,0-4,25084,24856,49940
Kabupaten NGAWI,5-9,25310,23618,48928
Kabupaten NGAWI,10-14,25124,23959,49083
Kabupaten NGAWI,15-19,25943,27719,53662
Kabupaten NGAWI,20-24,21166,21292,42458
Kabupaten NGAWI,25-29,24173,26166,50339
Kabupaten NGAWI,30-34,24674,24754,49428
Kabupaten NGAWI,35-39,27725,28723,56448
Kabupaten NGAWI,40-44,28872,30024,58896
Kabupaten NGAWI,45-49,33529,34736,68265
Kabupaten NGAWI,50-54,33938,35050,68988
Kabupaten NGAWI,55-59,33328,34081,67409
Kabupaten NGAWI,60-64,28579,30724,59303
Kabupaten NGAWI,65-69,22393,24851,47244
Kabupaten NGAWI,70-74,14947,18083,33030
Kabupaten NGAWI,75+,17579,23059,40638
Kabupaten BOJONEGORO,0-4,38490,36956,75446
Kabupaten BOJONEGORO,5-9,40481,40428,80909
Kabupaten BOJONEGORO,10-14,39192,35072,74264
Kabupaten BOJONEGORO,15-19,42348,42566,84914
Kabupaten BOJONEGORO,20-24,38790,39593,78383
Kabupaten BOJONEGORO,25-29,38239,42539,80778
Kabupaten BOJONEGORO,30-34,43871,46144,90015
Kabupaten BOJONEGORO,35-39,44491,43356,87847
Kabupaten BOJONEGORO,40-44,48494,52460,100954
Kabupaten BOJONEGORO,45-49,49805,45123,94928
Kabupaten BOJONEGORO,50-54,49611,50105,99716
Kabupaten BOJONEGORO,55-59,42863,40948,83811
Kabupaten BOJONEGORO,60-64,34827,38164,72991
Kabupaten BOJONEGORO,65-69,29595,29288,58883
Kabupaten BOJONEGORO,70-74,21170,21809,42979
Kabupaten BOJONEGORO,75+,21115,33753,54868
Kabupaten TUBAN,0-4,38018,38623,76641
Kabupaten TUBAN,5-9,39340,36664,76004
Kabupaten TUBAN,10-14,36966,38483,75449
Kabupaten TUBAN,15-19,44567,37812,82379
Kabupaten TUBAN,20-24,41570,42632,84202
Kabupaten TUBAN,25-29,42703,41063,83766
Kabupaten TUBAN,30-34,46012,42436,88448
Kabupaten TUBAN,35-39,40937,43416,84353
Kabupaten TUBAN,40-44,48590,46478,95068
Kabupaten TUBAN,45-49,40715,43723,84438
Kabupaten TUBAN,50-54,45239,47739,92978
Kabupaten TUBAN,55-59,38251,38016,76267
Kabupaten TUBAN,60-64,29389,35882,65271
Kabupaten TUBAN,65-69,25055,24298,49353
Kabupaten TUBAN,70-74,17543,20155,37698
Kabupaten TUBAN,75+,15523,28422,43945
Kabupaten LAMONGAN,0-4,37228,36094,73322
Kabupaten LAMONGAN,5-9,39634,38315,77949
Kabupaten LAMONGAN,10-14,39975,38937,78912
Kabupaten LAMONGAN,15-19,43657,41606,85263
Kabupaten LAMONGAN,20-24,37100,38972,76072
Kabupaten LAMONGAN,25-29,34703,36772,71475
Kabupaten LAMONGAN,30-34,45759,37923,83682
Kabupaten LAMONGAN,35-39,32923,45914,78837
Kabupaten LAMONGAN,40-44,42623,48528,91151
Kabupaten LAMONGAN,45-49,45770,44452,90222
Kabupaten LAMONGAN,50-54,45778,50729,96507
Kabupaten LAMONGAN,55-59,43656,43499,87155
Kabupaten LAMONGAN,60-64,33143,36672,69815
Kabupaten LAMONGAN,65-69,28453,31785,60238
Kabupaten LAMONGAN,70-74,19972,21637,41609
Kabupaten LAMONGAN,75+,16829,30750,47579
Kabupaten GRESIK,0-4,53972,51519,105491
Kabupaten GRESIK,5-9,53748,52188,105936
Kabupaten GRESIK,10-14,50233,49064,99297
Kabupaten GRESIK,15-19,49825,47727,97552
Kabupaten GRESIK,20-24,50894,53539,104433
Kabupaten GRESIK,25-29,55630,54954,110584
Kabupaten GRESIK,30-34,58018,57205,115223
Kabupaten GRESIK,35-39,56825,58011,114836
Kabupaten GRESIK,40-44,54078,50833,104911
Kabupaten GRESIK,45-49,47568,50599,98167
Kabupaten GRESIK,50-54,46120,46833,92953
Kabupaten GRESIK,55-59,38985,39793,78778
Kabupaten GRESIK,60-64,31030,40165,71195
Kabupaten GRESIK,65-69,18537,15639,34176
Kabupaten GRESIK,70-74,15481,19126,34607
Kabupaten GRESIK,75+,11028,17378,28406
Kabupaten BANGKALAN,0-4,29753,31242,60995
Kabupaten BANGKALAN,5-9,52145,48612,100757
Kabupaten BANGKALAN,10-14,43641,40847,84488
Kabupaten BANGKALAN,15-19,47834,46716,94550
Kabupaten BANGKALAN,20-24,38201,34720,72921
Kabupaten BANGKALAN,25-29,32740,41969,74709
Kabupaten BANGKALAN,30-34,28349,32579,60928
Kabupaten BANGKALAN,35-39,31376,34132,65508
Kabupaten BANGKALAN,40-44,29680,34906,64586
Kabupaten BANGKALAN,45-49,29546,34463,64009
Kabupaten BANGKALAN,50-54,31296,25798,57094
Kabupaten BANGKALAN,55-59,25966,39325,65291
Kabupaten BANGKALAN,60-64,23871,28229,52100
Kabupaten BANGKALAN,65-69,19347,26057,45404
Kabupaten BANGKALAN,70-74,16026,16792,32818
Kabupaten BANGKALAN,75+,12843,23067,35910
Kabupaten SAMPANG,0-4,40816,39185,80001
Kabupaten SAMPANG,5-9,44261,44886,89147
Kabupaten SAMPANG,10-14,51173,48798,99971
Kabupaten SAMPANG,15-19,47259,42779,90038
Kabupaten SAMPANG,20-24,39552,39778,79330
Kabupaten SAMPANG,25-29,39372,44761,84133
Kabupaten SAMPANG,30-34,31972,32440,64412
Kabupaten SAMPANG,35-39,34314,37312,71626
Kabupaten SAMPANG,40-44,31124,31557,62681
Kabupaten SAMPANG,45-49,30279,36016,66295
Kabupaten SAMPANG,50-54,29052,23970,53022
Kabupaten SAMPANG,55-59,26069,37488,63557
Kabupaten SAMPANG,60-64,21898,27500,49398
Kabupaten SAMPANG,65-69,17882,19018,36900
Kabupaten SAMPANG,70-74,7153,15328,22481
Kabupaten SAMPANG,75+,14482,13825,28307
Kabupaten PAMEKASAN,0-4,36256,30349,66605
Kabupaten PAMEKASAN,5-9,30567,34895,65462
Kabupaten PAMEKASAN,10-14,41382,35867,77249
Kabupaten PAMEKASAN,15-19,37844,38545,76389
Kabupaten PAMEKASAN,20-24,29232,35277,64509
Kabupaten PAMEKASAN,25-29,40591,39223,79814
Kabupaten PAMEKASAN,30-34,31274,36170,67444
Kabupaten PAMEKASAN,35-39,36426,34069,70495
Kabupaten PAMEKASAN,40-44,30280,33233,63513
Kabupaten PAMEKASAN,45-49,31112,32232,63344
Kabupaten PAMEKASAN,50-54,29197,28965,58162
Kabupaten PAMEKASAN,55-59,23011,28881,51892
Kabupaten PAMEKASAN,60-64,19941,23584,43525
Kabupaten PAMEKASAN,65-69,16053,18124,34177
Kabupaten PAMEKASAN,70-74,9706,11468,21174
Kabupaten PAMEKASAN,75+,9113,17707,26820
Kabupaten SUMENEP,0-4,30868,31413,62281
Kabupaten SUMENEP,5-9,35913,34573,70486
Kabupaten SUMENEP,10-14,34290,33449,67739
Kabupaten SUMENEP,15-19,34799,34884,69683
Kabupaten SUMENEP,20-24,31283,36239,67522
Kabupaten SUMENEP,25-29,36439,41177,77616
Kabupaten SUMENEP,30-34,39052,41361,80413
Kabupaten SUMENEP,35-39,40696,42809,83505
Kabupaten SUMENEP,40-44,41540,44051,85591
Kabupaten SUMENEP,45-49,39573,43267,82840
Kabupaten SUMENEP,50-54,37432,34293,71725
Kabupaten SUMENEP,55-59,39717,51440,91157
Kabupaten SUMENEP,60-64,29959,36846,66805
Kabupaten SUMENEP,65-69,27284,33950,61234
Kabupaten SUMENEP,70-74,16596,21336,37932
Kabupaten SUMENEP,75+,11189,20377,31566
Kota KEDIRI,0-4,10329,9255,19584
Kota KEDIRI,5-9,10192,10927,21119
Kota KEDIRI,10-14,9473,10356,19829
Kota KEDIRI,15-19,11618,10515,22133
Kota KEDIRI,20-24,14492,10955,25447
Kota KEDIRI,25-29,11077,11573,22650
Kota KEDIRI,30-34,11284,10386,21670
Kota KEDIRI,35-39,10342,9682,20024
Kota KEDIRI,40-44,9358,10590,19948
Kota KEDIRI,45-49,11507,11076,22583
Kota KEDIRI,50-54,10313,11692,22005
Kota KEDIRI,55-59,8884,9419,18303
Kota KEDIRI,60-64,7173,7919,15092
Kota KEDIRI,65-69,4995,5695,10690
Kota KEDIRI,70-74,3487,2742,6229
Kota KEDIRI,75+,3628,6589,10217
Kota BLITAR,0-4,5159,4740,9899
Kota BLITAR,5-9,5394,5237,10631
Kota BLITAR,10-14,4779,4959,9738
Kota BLITAR,15-19,5240,5038,10278
Kota BLITAR,20-24,4211,3836,8047
Kota BLITAR,25-29,6167,6089,12256
Kota BLITAR,30-34,5873,5269,11142
Kota BLITAR,35-39,4503,4590,9093
Kota BLITAR,40-44,4780,5681,10461
Kota BLITAR,45-49,5536,5135,10671
Kota BLITAR,50-54,5542,6950,12492
Kota BLITAR,55-59,4339,3787,8126
Kota BLITAR,60-64,4104,4784,8888
Kota BLITAR,65-69,2728,2476,5204
Kota BLITAR,70-74,2611,2511,5122
Kota BLITAR,75+,1998,3143,5141
Kota MALANG,0-4,29820,31115,60935
Kota MALANG,5-9,28620,25622,54242
Kota MALANG,10-14,28558,26447,55005
Kota MALANG,15-19,33181,38813,71994
Kota MALANG,20-24,49821,47570,97391
Kota MALANG,25-29,39446,36301,75747
Kota MALANG,30-34,32089,29892,61981
Kota MALANG,35-39,31862,31337,63199
Kota MALANG,40-44,27514,29262,56776
Kota MALANG,45-49,30655,32060,62715
Kota MALANG,50-54,30354,35117,65471
Kota MALANG,55-59,23148,24529,47677
Kota MALANG,60-64,22910,24124,47034
Kota MALANG,65-69,12949,15426,28375
Kota MALANG,70-74,14445,10816,25261
Kota MALANG,75+,5965,15849,21814
Kota PROBOLINGGO,0-4,10157,9584,19741
Kota PROBOLINGGO,5-9,8649,8818,17467
Kota PROBOLINGGO,10-14,9649,9142,18791
Kota PROBOLINGGO,15-19,8659,8842,17501
Kota PROBOLINGGO,20-24,8618,9744,18362
Kota PROBOLINGGO,25-29,9695,8677,18372
Kota PROBOLINGGO,30-34,9929,9423,19352
Kota PROBOLINGGO,35-39,8765,9300,18065
Kota PROBOLINGGO,40-44,9368,9217,18585
Kota PROBOLINGGO,45-49,8561,9404,17965
Kota PROBOLINGGO,50-54,8035,10216,18251
Kota PROBOLINGGO,55-59,7655,6011,13666
Kota PROBOLINGGO,60-64,5894,7274,13168
Kota PROBOLINGGO,65-69,4024,3392,7416
Kota PROBOLINGGO,70-74,2218,3798,6016
Kota PROBOLINGGO,75+,2705,3425,6130
Kota PASURUAN,0-4,7903,8155,16058
Kota PASURUAN,5-9,8731,7768,16499
Kota PASURUAN,10-14,8147,7834,15981
Kota PASURUAN,15-19,7521,7461,14982
Kota PASURUAN,20-24,8888,7826,16714
Kota PASURUAN,25-29,7784,8200,15984
Kota PASURUAN,30-34,8456,7183,15639
Kota PASURUAN,35-39,7213,8483,15696
