kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten BONDOWOSO,0-4,26822,25243,52065
Kabupaten BONDOWOSO,5-9,24079,24593,48672
Kabupaten BONDOWOSO,10-14,27738,24940,52678
Kabupaten BONDOWOSO,15-19,23232,24740,47972
Kabupaten BONDOWOSO,20-24,26013,28527,54540
Kabupaten BONDOWOSO,25-29,25809,26630,52439
Kabupaten BONDOWOSO,30-34,29718,27252,56970
Kabupaten BONDOWOSO,35-39,27203,31300,58503
Kabupaten BONDOWOSO,40-44,30261,29333,59594
Kabupaten BONDOWOSO,45-49,28008,29242,57250
Kabupaten BONDOWOSO,50-54,22786,26442,49228
Kabupaten BONDOWOSO,55-59,28612,27525,56137
Kabupaten BONDOWOSO,60-64,19956,24616,44572
Kabupaten BONDOWOSO,65-69,19342,20198,39540
Kabupaten BONDOWOSO,70-74,10653,13432,24085
Kabupaten BONDOWOSO,75+,7653,14150,21803
Kabupaten SITUBONDO,0-4,22193,21013,43206
Kabupaten SITUBONDO,5-9,21419,21222,42641
Kabupaten SITUBONDO,10-14,25245,25197,50442
Kabupaten SITUBONDO,15-19,20864,22173,43037
Kabupaten SITUBONDO,20-24,24106,24689,48795
Kabupaten SITUBONDO,25-29,25349,25840,51189
Kabupaten SITUBONDO,30-34,25048,24182,49230
Kabupaten SITUBONDO,35-39,25922,27991,53913
Kabupaten SITUBONDO,40-44,26413,26104,52517
Kabupaten SITUBONDO,45-49,25568,26399,51967
Kabupaten SITUBONDO,50-54,23174,25191,48365
Kabupaten SITUBONDO,55-59,22411,23441,45852
Kabupaten SITUBONDO,60-64,18756,20020,38776
Kabupaten SITUBONDO,65-69,12851,15574,28425
Kabupaten SITUBONDO,70-74,7966,8979,16945
Kabupaten SITUBONDO,75+,5881,12093,17974
Kabupaten PROBOLINGGO,0-4,43908,41168,85076
Kabupaten PROBOLINGGO,5-9,41153,41140,82293
Kabupaten PROBOLINGGO,10-14,46531,43085,89616
Kabupaten PROBOLINGGO,15-19,38728,43578,82306
Kabupaten PROBOLINGGO,20-24,39699,38486,78185
Kabupaten PROBOLINGGO,25-29,44232,50614,94846
Kabupaten PROBOLINGGO,30-34,43882,48398,92280
Kabupaten PROBOLINGGO,35-39,45064,44241,89305
Kabupaten PROBOLINGGO,40-44,48398,44386,92784
Kabupaten PROBOLINGGO,45-49,38285,42504,80789
Kabupaten PROBOLINGGO,50-54,37385,37898,75283
Kabupaten PROBOLINGGO,55-59,33970,37080,71050
Kabupaten PROBOLINGGO,60-64,28880,30710,59590
Kabupaten PROBOLINGGO,65-69,17867,21162,39029
Kabupaten PROBOLINGGO,70-74,12733,17021,29754
Kabupaten PROBOLINGGO,75+,9636,17279,26915
Kabupaten PASURUAN,0-4,61463,62455,123918
Kabupaten PASURUAN,5-9,57321,52358,109679
Kabupaten PASURUAN,10-14,61304,66139,127443
Kabupaten PASURUAN,15-19,68854,61013,129867
Kabupaten PASURUAN,20-24,65809,70104,135913
Kabupaten PASURUAN,25-29,69788,65595,135383
Kabupaten PASURUAN,30-34,61951,62681,124632
Kabupaten PASURUAN,35-39,68424,70995,139419
Kabupaten PASURUAN,40-44,66456,67276,133732
Kabupaten PASURUAN,45-49,56507,56512,113019
Kabupaten PASURUAN,50-54,53489,54382,107871
Kabupaten PASURUAN,55-59,40234,39267,79501
Kabupaten PASURUAN,60-64,29296,34733,64029
Kabupaten PASURUAN,65-69,22723,23153,45876
Kabupaten PASURUAN,70-74,9581,19028,28609
Kabupaten PASURUAN,75+,13431,16108,29539
Kabupaten SIDOARJO,0-4,87433,75143,162576
Kabupaten SIDOARJO,5-9,88023,91621,179644
Kabupaten SIDOARJO,10-14,82113,81376,163489
Kabupaten SIDOARJO,15-19,83449,80834,164283
Kabupaten SIDOARJO,20-24,104882,100417,205299
Kabupaten SIDOARJO,25-29,91640,92226,183866
Kabupaten SIDOARJO,30-34,102391,99347,201738
Kabupaten SIDOARJO,35-39,103466,107471,210937
Kabupaten SIDOARJO,40-44,94547,89162,183709
Kabupaten SIDOARJO,45-49,86959,84713,171672
Kabupaten SIDOARJO,50-54,61933,69855,131788
Kabupaten SIDOARJO,55-59,59072,48245,107317
Kabupaten SIDOARJO,60-64,39288,35135,74423
Kabupaten SIDOARJO,65-69,18377,27523,45900
Kabupaten SIDOARJO,70-74,16580,17502,34082
Kabupaten SIDOARJO,75+,12065,20646,32711
Kabupaten MOJOKERTO,0-4,41866,38830,80696
Kabupaten MOJOKERTO,5-9,39744,39780,79524
Kabupaten MOJOKERTO,10-14,39645,39735,79380
Kabupaten MOJOKERTO,15-19,43455,41953,85408
Kabupaten MOJOKERTO,20-24,41854,41379,83233
Kabupaten MOJOKERTO,25-29,46359,44789,91148
Kabupaten MOJOKERTO,30-34,43443,43443,86886
Kabupaten MOJOKERTO,35-39,45000,43964,88964
Kabupaten MOJOKERTO,40-44,45984,42136,88120
Kabupaten MOJOKERTO,45-49,42049,44266,86315
Kabupaten MOJOKERTO,50-54,35340,39295,74635
Kabupaten MOJOKERTO,55-59,30700,28146,58846
Kabupaten MOJOKERTO,60-64,24249,22141,46390
Kabupaten MOJOKERTO,65-69,18260,22639,40899
Kabupaten MOJOKERTO,70-74,11041,12948,23989
Kabupaten MOJOKERTO,75+,9810,14382,24192
Kabupaten JOMBANG,0-4,51688,44677,96365
Kabupaten JOMBANG,5-9,42873,45438,88311
Kabupaten JOMBANG,10-14,50367,46595,96962
Kabupaten JOMBANG,15-19,47238,48815,96053
Kabupaten JOMBANG,20-24,46301,40890,87191
Kabupaten JOMBANG,25-29,47101,50669,97770
Kabupaten JOMBANG,30-34,46983,46761,93744
Kabupaten JOMBANG,35-39,47469,45694,93163
Kabupaten JOMBANG,40-44,47711,49981,97692
Kabupaten JOMBANG,45-49,46261,45127,91388
Kabupaten JOMBANG,50-54,41058,45441,86499
Kabupaten JOMBANG,55-59,34421,32770,67191
Kabupaten JOMBANG,60-64,27466,31248,58714
Kabupaten JOMBANG,65-69,23165,22593,45758
Kabupaten JOMBANG,70-74,17373,18864,36237
Kabupaten JOMBANG,75+,11238,19685,30923
Kabupaten NGANJUK,0-4,35262,37920,73182
Kabupaten NGANJUK,5-9,37910,33469,71379
Kabupaten NGANJUK,10-14,40960,35140,76100
Kabupaten NGANJUK,15-19,34114,37393,71507
Kabupaten NGANJUK,20-24,34650,32898,67548
Kabupaten NGANJUK,25-29,37534,38269,75803
Kabupaten NGANJUK,30-34,41583,41160,82743
Kabupaten NGANJUK,35-39,36926,35560,72486
Kabupaten NGANJUK,40-44,41916,42247,84163
Kabupaten NGANJUK,45-49,37202,38271,75473
Kabupaten NGANJUK,50-54,34365,41007,75372
Kabupaten NGANJUK,55-59,32357,28674,61031
Kabupaten NGANJUK,60-64,25275,28197,53472
Kabupaten NGANJUK,65-69,25711,23629,49340
Kabupaten NGANJUK,70-74,15354,17399,32753
Kabupaten NGANJUK,75+,13140,19208,32348
Kabupaten MADIUN,0-4,24956,20765,45721
Kabupaten MADIUN,5-9,19571,21197,40768
Kabupaten MADIUN,10-14,23844,22190,46034
Kabupaten MADIUN,15-19,21256,20721,41977
Kabupaten MADIUN,20-24,19171,19352,38523
Kabupaten MADIUN,25-29,19240,18635,37875
Kabupaten MADIUN,30-34,23404,23337,46741
Kabupaten MADIUN,35-39,23750,23738,47488
Kabupaten MADIUN,40-44,24819,26295,51114
Kabupaten MADIUN,45-49,28032,29078,57110
Kabupaten MADIUN,50-54,27133,28058,55191
Kabupaten MADIUN,55-59,24380,25081,49461
Kabupaten MADIUN,60-64,21493,20464,41957
Kabupaten MADIUN,65-69,13993,16731,30724
Kabupaten MADIUN,70-74,10776,14029,24805
Kabupaten MADIUN,75+,11110,16269,27379
Kabupaten MAGETAN,0-4,18417,20019,38436
Kabupaten MAGETAN,5-9,20010,16979,36989
Kabupaten MAGETAN,10-14,19340,18656,37996
Kabupaten MAGETAN,15-19,22444,21131,43575
Kabupaten MAGETAN,20-24,17145,17258,34403
Kabupaten MAGETAN,25-29,18328,17494,35822
Kabupaten MAGETAN,30-34,19936,20759,40695
Kabupaten MAGETAN,35-39,21835,20733,42568
Kabupaten MAGETAN,40-44,21300,25766,47066
Kabupaten MAGETAN,45-49,23635,21606,45241
Kabupaten MAGETAN,50-54,23778,29574,53352
Kabupaten MAGETAN,55-59,23312,22640,45952
Kabupaten MAGETAN,60-64,18921,20727,39648
Kabupaten MAGETAN,65-69,17243,17118,34361
Kabupaten MAGETAN,70-74,10260,13222,23482
Kabupaten MAGETAN,75+,12823,21305,34128
Kabupaten NGAWI,0-4,26925,26550,53475
Kabupaten NGAWI,5-9,25600,23344,48944
Kabupaten NGAWI,10-14,27337,26437,53774
Kabupaten NGAWI,15-19,27812,30447,58259
Kabupaten NGAWI,20-24,22758,23047,45805
Kabupaten NGAWI,25-29,26248,28132,54380
Kabupaten NGAWI,30-34,26663,26514,53177
Kabupaten NGAWI,35-39,29512,30897,60409
Kabupaten NGAWI,40-44,30151,31237,61388
Kabupaten NGAWI,45-49,34258,35616,69874
Kabupaten NGAWI,50-54,32221,33611,65832
Kabupaten NGAWI,55-59,30962,31419,62381
Kabupaten NGAWI,60-64,25225,26236,51461
Kabupaten NGAWI,65-69,18622,20453,39075
Kabupaten NGAWI,70-74,12053,14984,27037
Kabupaten NGAWI,75+,12899,18942,31841
Kabupaten BOJONEGORO,0-4,40868,39057,79925
Kabupaten BOJONEGORO,5-9,40506,39568,80074
Kabupaten BOJONEGORO,10-14,42181,38313,80494
Kabupaten BOJONEGORO,15-19,44908,46299,91207
Kabupaten BOJONEGORO,20-24,41262,42397,83659
Kabupaten BOJONEGORO,25-29,41075,45256,86331
Kabupaten BOJONEGORO,30-34,46896,48916,95812
Kabupaten BOJONEGORO,35-39,46850,46159,93009
Kabupaten BOJONEGORO,40-44,50098,54009,104107
Kabupaten BOJONEGORO,45-49,50339,45795,96134
Kabupaten BOJONEGORO,50-54,46595,47550,94145
Kabupaten BOJONEGORO,55-59,39392,37342,76734
Kabupaten BOJONEGORO,60-64,30408,32257,62665
Kabupaten BOJONEGORO,65-69,24345,23840,48185
Kabupaten BOJONEGORO,70-74,16887,17922,34809
Kabupaten BOJONEGORO,75+,15329,27208,42537
Kabupaten TUBAN,0-4,39664,40261,79925
Kabupaten TUBAN,5-9,38678,35369,74047
Kabupaten TUBAN,10-14,39091,41414,80505
Kabupaten TUBAN,15-19,46438,40667,87105
Kabupaten TUBAN,20-24,43448,45021,88469
Kabupaten TUBAN,25-29,45071,43061,88132
Kabupaten TUBAN,30-34,48327,44352,92679
Kabupaten TUBAN,35-39,42355,45564,87919
Kabupaten TUBAN,40-44,49321,47188,96509
Kabupaten TUBAN,45-49,40433,43745,84178
Kabupaten TUBAN,50-54,41747,44669,86416
Kabupaten TUBAN,55-59,34540,34199,68739
Kabupaten TUBAN,60-64,25213,29949,55162
Kabupaten TUBAN,65-69,20251,19505,39756
Kabupaten TUBAN,70-74,13750,16306,30056
Kabupaten TUBAN,75+,11070,22472,33542
Kabupaten LAMONGAN,0-4,39531,38251,77782
Kabupaten LAMONGAN,5-9,39660,37592,77252
Kabupaten LAMONGAN,10-14,43027,42626,85653
Kabupaten LAMONGAN,15-19,46298,45412,91710
Kabupaten LAMONGAN,20-24,39466,41841,81307
Kabupaten LAMONGAN,25-29,37279,39217,76496
Kabupaten LAMONGAN,30-34,48916,40281,89197
Kabupaten LAMONGAN,35-39,34672,48915,83587
Kabupaten LAMONGAN,40-44,44035,50094,94129
Kabupaten LAMONGAN,45-49,46264,45233,91497
Kabupaten LAMONGAN,50-54,42997,48244,91241
Kabupaten LAMONGAN,55-59,40121,39785,79906
Kabupaten LAMONGAN,60-64,28939,31082,60021
Kabupaten LAMONGAN,65-69,23407,25956,49363
Kabupaten LAMONGAN,70-74,15932,17814,33746
Kabupaten LAMONGAN,75+,12220,24723,36943
Kabupaten GRESIK,0-4,53388,50819,104207
Kabupaten GRESIK,5-9,50101,47661,97762
Kabupaten GRESIK,10-14,50367,49993,100360
Kabupaten GRESIK,15-19,49222,48483,97705
Kabupaten GRESIK,20-24,50432,53506,103938
Kabupaten GRESIK,25-29,55670,54537,110207
Kabupaten GRESIK,30-34,57776,56586,114362
Kabupaten GRESIK,35-39,55745,57628,113373
Kabupaten GRESIK,40-44,52045,48835,100880
Kabupaten GRESIK,45-49,44789,47913,92702
Kabupaten GRESIK,50-54,40352,41480,81832
Kabupaten GRESIK,55-59,33376,33878,67254
Kabupaten GRESIK,60-64,25241,31753,56994
Kabupaten GRESIK,65-69,14206,11872,26078
Kabupaten GRESIK,70-74,11504,14631,26135
Kabupaten GRESIK,75+,7461,13079,20540
Kabupaten BANGKALAN,0-4,30207,31694,61901
Kabupaten BANGKALAN,5-9,49891,45638,95529
Kabupaten BANGKALAN,10-14,44913,42815,87728
Kabupaten BANGKALAN,15-19,48504,48787,97291
Kabupaten BANGKALAN,20-24,38854,35708,74562
Kabupaten BANGKALAN,25-29,33628,42863,76491
Kabupaten BANGKALAN,30-34,28977,33150,62127
Kabupaten BANGKALAN,35-39,31592,34852,66444
Kabupaten BANGKALAN,40-44,29319,34486,63805
Kabupaten BANGKALAN,45-49,28553,33544,62097
Kabupaten BANGKALAN,50-54,28103,23537,51640
Kabupaten BANGKALAN,55-59,22816,34448,57264
Kabupaten BANGKALAN,60-64,19929,22920,42849
Kabupaten BANGKALAN,65-69,15217,20376,35593
Kabupaten BANGKALAN,70-74,12222,13240,25462
Kabupaten BANGKALAN,75+,8913,17758,26671
Kabupaten SAMPANG,0-4,40428,38692,79120
Kabupaten SAMPANG,5-9,41313,41051,82364
Kabupaten SAMPANG,10-14,51377,49781,101158
Kabupaten SAMPANG,15-19,46750,43534,90284
Kabupaten SAMPANG,20-24,39247,39796,79043
Kabupaten SAMPANG,25-29,39452,44491,83943
Kabupaten SAMPANG,30-34,31882,32124,64006
Kabupaten SAMPANG,35-39,33707,37090,70797
Kabupaten SAMPANG,40-44,29993,30350,60343
Kabupaten SAMPANG,45-49,28548,34126,62674
Kabupaten SAMPANG,50-54,25453,21280,46733
Kabupaten SAMPANG,55-59,22348,31975,54323
Kabupaten SAMPANG,60-64,17835,21755,39590
Kabupaten SAMPANG,65-69,13723,14467,28190
Kabupaten SAMPANG,70-74,5322,11677,16999
Kabupaten SAMPANG,75+,9805,10687,20492
Kabupaten PAMEKASAN,0-4,36107,30225,66332
Kabupaten PAMEKASAN,5-9,28685,32220,60905
Kabupaten PAMEKASAN,10-14,41772,36940,78712
Kabupaten PAMEKASAN,15-19,37640,39496,77136
Kabupaten PAMEKASAN,20-24,29164,35562,64726
Kabupaten PAMEKASAN,25-29,40894,39297,80191
Kabupaten PAMEKASAN,30-34,31355,36132,67487
Kabupaten PAMEKASAN,35-39,35974,34191,70165
Kabupaten PAMEKASAN,40-44,29337,32234,61571
Kabupaten PAMEKASAN,45-49,29492,30813,60305
Kabupaten PAMEKASAN,50-54,25718,25904,51622
Kabupaten PAMEKASAN,55-59,19833,24831,44664
Kabupaten PAMEKASAN,60-64,16329,18798,35127
Kabupaten PAMEKASAN,65-69,12387,13905,26292
Kabupaten PAMEKASAN,70-74,7262,8860,16122
Kabupaten PAMEKASAN,75+,6203,13349,19552
Kabupaten SUMENEP,0-4,32400,32996,65396
Kabupaten SUMENEP,5-9,35521,33620,69141
Kabupaten SUMENEP,10-14,36481,36291,72772
Kabupaten SUMENEP,15-19,36479,37703,74182
Kabupaten SUMENEP,20-24,32893,38537,71430
Kabupaten SUMENEP,25-29,38692,43526,82218
Kabupaten SUMENEP,30-34,41265,43570,84835
Kabupaten SUMENEP,35-39,42360,45269,87629
Kabupaten SUMENEP,40-44,42420,45062,87482
Kabupaten SUMENEP,45-49,39538,43613,83151
Kabupaten SUMENEP,50-54,34751,32365,67116
Kabupaten SUMENEP,55-59,36079,46640,82719
Kabupaten SUMENEP,60-64,25857,30988,56845
Kabupaten SUMENEP,65-69,22186,27478,49664
Kabupaten SUMENEP,70-74,13087,17362,30449
Kabupaten SUMENEP,75+,8032,16224,24256
Kota KEDIRI,0-4,10559,9459,20018
Kota KEDIRI,5-9,9819,10347,20166
Kota KEDIRI,10-14,9817,10920,20737
Kota KEDIRI,15-19,11865,11072,22937
Kota KEDIRI,20-24,14843,11362,26205
Kota KEDIRI,25-29,11458,11899,23357
Kota KEDIRI,30-34,11615,10641,22256
Kota KEDIRI,35-39,10487,9968,20455
Kota KEDIRI,40-44,9310,10539,19849
Kota KEDIRI,45-49,11201,10865,22066
Kota KEDIRI,50-54,9327,10717,20044
Kota KEDIRI,55-59,7861,8307,16168
Kota KEDIRI,60-64,6030,6472,12502
Kota KEDIRI,65-69,3957,4483,8440
Kota KEDIRI,70-74,2677,2190,4867
Kota KEDIRI,75+,2535,5105,7640
Kota BLITAR,0-4,5299,4854,10153
Kota BLITAR,5-9,5222,4964,10186
Kota BLITAR,10-14,4977,5241,10218
Kota BLITAR,15-19,5375,5314,10689
Kota BLITAR,20-24,4333,3984,8317
Kota BLITAR,25-29,6410,6273,12683
Kota BLITAR,30-34,6074,5408,11482
Kota BLITAR,35-39,4589,4732,9321
Kota BLITAR,40-44,4778,5666,10444
Kota BLITAR,45-49,5415,5047,10462
Kota BLITAR,50-54,5036,6381,11417
Kota BLITAR,55-59,3857,3345,7202
Kota BLITAR,60-64,3467,3920,7387
Kota BLITAR,65-69,2172,1951,4123
Kota BLITAR,70-74,2015,2002,4017
Kota BLITAR,75+,1403,2459,3862
Kota MALANG,0-4,30557,31824,62381
Kota MALANG,5-9,27634,24242,51876
Kota MALANG,10-14,29660,27952,57612
Kota MALANG,15-19,33955,40773,74728
Kota MALANG,20-24,51141,49309,100450
Kota MALANG,25-29,40889,37343,78232
Kota MALANG,30-34,33101,30653,63754
Kota MALANG,35-39,32378,32283,64661
Kota MALANG,40-44,27428,29149,56577
Kota MALANG,45-49,29900,31475,61375
Kota MALANG,50-54,27510,32225,59735
Kota MALANG,55-59,20528,21654,42182
Kota MALANG,60-64,19305,19715,39020
Kota MALANG,65-69,10280,12158,22438
Kota MALANG,70-74,11120,8650,19770
Kota MALANG,75+,4177,12167,16344
Kota PROBOLINGGO,0-4,10218,9608,19826
Kota PROBOLINGGO,5-9,8198,8191,16389
Kota PROBOLINGGO,10-14,9840,9470,19310
Kota PROBOLINGGO,15-19,8697,9126,17823
Kota PROBOLINGGO,20-24,8683,9896,18579
Kota PROBOLINGGO,25-29,9865,8750,18615
Kota PROBOLINGGO,30-34,10055,9475,19530
Kota PROBOLINGGO,35-39,8742,9389,18131
Kota PROBOLINGGO,40-44,9169,8999,18168
Kota PROBOLINGGO,45-49,8197,9051,17248
Kota PROBOLINGGO,50-54,7149,9186,16335
Kota PROBOLINGGO,55-59,6664,5198,11862
Kota PROBOLINGGO,60-64,4875,5841,10716
Kota PROBOLINGGO,65-69,3137,2615,5752
Kota PROBOLINGGO,70-74,1676,2944,4620
Kota PROBOLINGGO,75+,1861,2645,4506
Kota PASURUAN,0-4,8009,8240,16249
Kota PASURUAN,5-9,8337,7262,15599
Kota PASURUAN,10-14,8370,8177,16547
Kota PASURUAN,15-19,7612,7760,15372
Kota PASURUAN,20-24,9023,8018,17041
Kota PASURUAN,25-29,7981,8337,16318
Kota PASURUAN,30-34,8628,7274,15902
Kota PASURUAN,35-39,7248,8627,15875
