kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7165,7060,14225
Kota PASURUAN,45-49,7146,7957,15103
Kota PASURUAN,50-54,5468,6611,12079
Kota PASURUAN,55-59,5807,5134,10941
Kota PASURUAN,60-64,3466,3977,7443
Kota PASURUAN,65-69,2545,2284,4829
Kota PASURUAN,70-74,1232,2248,3480
Kota PASURUAN,75+,1423,2128,3551
Kota MOJOKERTO,0-4,5397,4664,10061
Kota MOJOKERTO,5-9,4525,4696,9221
Kota MOJOKERTO,10-14,4562,4335,8897
Kota MOJOKERTO,15-19,4586,4892,9478
Kota MOJOKERTO,20-24,5129,4942,10071
Kota MOJOKERTO,25-29,5170,5386,10556
Kota MOJOKERTO,30-34,4810,5358,10168
Kota MOJOKERTO,35-39,5723,4857,10580
Kota MOJOKERTO,40-44,4418,5140,9558
Kota MOJOKERTO,45-49,4973,4790,9763
Kota MOJOKERTO,50-54,4341,5498,9839
Kota MOJOKERTO,55-59,3720,3215,6935
Kota MOJOKERTO,60-64,2632,3305,5937
Kota MOJOKERTO,65-69,1562,1484,3046
Kota MOJOKERTO,70-74,1097,1624,2721
Kota MOJOKERTO,75+,1023,1613,2636
Kota MADIUN,0-4,6417,5667,12084
Kota MADIUN,5-9,5466,5662,11128
Kota MADIUN,10-14,5156,6264,11420
Kota MADIUN,15-19,6818,6047,12865
Kota MADIUN,20-24,5361,6184,11545
Kota MADIUN,25-29,6926,6210,13136
Kota MADIUN,30-34,6360,5724,12084
Kota MADIUN,35-39,7034,7075,14109
Kota MADIUN,40-44,6081,7682,13763
Kota MADIUN,45-49,6569,6206,12775
Kota MADIUN,50-54,6224,8319,14543
Kota MADIUN,55-59,5725,5239,10964
Kota MADIUN,60-64,4315,4785,9100
Kota MADIUN,65-69,3125,4019,7144
Kota MADIUN,70-74,2555,2780,5335
Kota MADIUN,75+,1507,3606,5113
Kota SURABAYA,0-4,103348,106418,209766
Kota SURABAYA,5-9,101860,92754,194614
Kota SURABAYA,10-14,95942,99411,195353
Kota SURABAYA,15-19,98686,107132,205818
Kota SURABAYA,20-24,136697,148005,284702
Kota SURABAYA,25-29,141256,136781,278037
Kota SURABAYA,30-34,130061,124926,254987
Kota SURABAYA,35-39,129814,128871,258685
Kota SURABAYA,40-44,105036,102070,207106
Kota SURABAYA,45-49,101342,108670,210012
Kota SURABAYA,50-54,86894,92273,179167
Kota SURABAYA,55-59,71537,78811,150348
Kota SURABAYA,60-64,54800,55634,110434
Kota SURABAYA,65-69,34747,34620,69367
Kota SURABAYA,70-74,21647,23018,44665
Kota SURABAYA,75+,17266,26918,44184
Kota BATU,0-4,7805,7827,15632
Kota BATU,5-9,7360,7083,14443
Kota BATU,10-14,6752,6750,13502
Kota BATU,15-19,7865,7816,15681
Kota BATU,20-24,8472,8548,17020
Kota BATU,25-29,8646,7564,16210
Kota BATU,30-34,8574,6922,15496
Kota BATU,35-39,7682,8847,16529
Kota BATU,40-44,7643,8123,15766
Kota BATU,45-49,8155,7381,15536
Kota BATU,50-54,7403,7581,14984
Kota BATU,55-59,5589,4974,10563
Kota BATU,60-64,4727,4160,8887
Kota BATU,65-69,3026,3758,6784
Kota BATU,70-74,2364,2611,4975
Kota BATU,75+,2527,3232,5759
