kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten MADIUN,50-54,27487,28364,55851
Kabupaten MADIUN,55-59,24732,25553,50285
Kabupaten MADIUN,60-64,22049,21057,43106
Kabupaten MADIUN,65-69,14448,17282,31730
Kabupaten MADIUN,70-74,11313,14480,25793
Kabupaten MADIUN,75+,11611,16790,28401
Kabupaten MAGETAN,0-4,18218,19863,38081
Kabupaten MAGETAN,5-9,19916,16895,36811
Kabupaten MAGETAN,10-14,19006,18257,37263
Kabupaten MAGETAN,15-19,22185,20808,42993
Kabupaten MAGETAN,20-24,16901,17003,33904
Kabupaten MAGETAN,25-29,18060,17266,35326
Kabupaten MAGETAN,30-34,19669,20476,40145
Kabupaten MAGETAN,35-39,21622,20503,42125
Kabupaten MAGETAN,40-44,21129,25568,46697
Kabupaten MAGETAN,45-49,23624,21576,45200
Kabupaten MAGETAN,50-54,24062,29867,53929
Kabupaten MAGETAN,55-59,23624,23040,46664
Kabupaten MAGETAN,60-64,19391,21298,40689
Kabupaten MAGETAN,65-69,17784,17663,35447
Kabupaten MAGETAN,70-74,10760,13631,24391
Kabupaten MAGETAN,75+,13393,21966,35359
Kabupaten NGAWI,0-4,26666,26387,53053
Kabupaten NGAWI,5-9,25511,23264,48775
Kabupaten NGAWI,10-14,26894,25914,52808
Kabupaten NGAWI,15-19,27521,30037,57558
Kabupaten NGAWI,20-24,22461,22738,45199
Kabupaten NGAWI,25-29,25894,27804,53698
Kabupaten NGAWI,30-34,26333,26195,52528
Kabupaten NGAWI,35-39,29259,30599,59858
Kabupaten NGAWI,40-44,29941,31048,60989
Kabupaten NGAWI,45-49,34283,35622,69905
Kabupaten NGAWI,50-54,32643,33992,66635
Kabupaten NGAWI,55-59,31413,32021,63434
Kabupaten NGAWI,60-64,25878,27002,52880
Kabupaten NGAWI,65-69,19228,21137,40365
Kabupaten NGAWI,70-74,12654,15467,28121
Kabupaten NGAWI,75+,13485,19551,33036
Kabupaten BOJONEGORO,0-4,40548,38897,79445
Kabupaten BOJONEGORO,5-9,40438,39510,79948
Kabupaten BOJONEGORO,10-14,41574,37624,79198
Kabupaten BOJONEGORO,15-19,44519,45761,90280
Kabupaten BOJONEGORO,20-24,40797,41913,82710
Kabupaten BOJONEGORO,25-29,40596,44812,85408
Kabupaten BOJONEGORO,30-34,46401,48422,94823
Kabupaten BOJONEGORO,35-39,46533,45805,92338
Kabupaten BOJONEGORO,40-44,49842,53782,103624
Kabupaten BOJONEGORO,45-49,50468,45889,96357
Kabupaten BOJONEGORO,50-54,47290,48185,95475
Kabupaten BOJONEGORO,55-59,40036,38139,78175
Kabupaten BOJONEGORO,60-64,31254,33263,64517
Kabupaten BOJONEGORO,65-69,25185,24683,49868
Kabupaten BOJONEGORO,70-74,17762,18509,36271
Kabupaten BOJONEGORO,75+,16053,28167,44220
Kabupaten TUBAN,0-4,39470,40185,79655
Kabupaten TUBAN,5-9,38727,35398,74125
Kabupaten TUBAN,10-14,38643,40774,79417
Kabupaten TUBAN,15-19,46174,40272,86446
Kabupaten TUBAN,20-24,43085,44609,87694
Kabupaten TUBAN,25-29,44676,42743,87419
Kabupaten TUBAN,30-34,47959,44003,91962
Kabupaten TUBAN,35-39,42193,45320,87513
Kabupaten TUBAN,40-44,49216,47097,96313
Kabupaten TUBAN,45-49,40658,43936,84594
Kabupaten TUBAN,50-54,42496,45370,87866
Kabupaten TUBAN,55-59,35209,35005,70214
Kabupaten TUBAN,60-64,25991,30949,56940
Kabupaten TUBAN,65-69,21010,20244,41254
Kabupaten TUBAN,70-74,14504,16897,31401
Kabupaten TUBAN,75+,11633,23325,34958
Kabupaten LAMONGAN,0-4,39219,38077,77296
Kabupaten LAMONGAN,5-9,39593,37519,77112
Kabupaten LAMONGAN,10-14,42406,41847,84253
Kabupaten LAMONGAN,15-19,45897,44858,90755
Kabupaten LAMONGAN,20-24,39022,41342,80364
Kabupaten LAMONGAN,25-29,36841,38819,75660
Kabupaten LAMONGAN,30-34,48398,39855,88253
Kabupaten LAMONGAN,35-39,34436,48527,82963
Kabupaten LAMONGAN,40-44,43809,49860,93669
Kabupaten LAMONGAN,45-49,46382,45304,91686
Kabupaten LAMONGAN,50-54,43637,48871,92508
Kabupaten LAMONGAN,55-59,40777,40612,81389
Kabupaten LAMONGAN,60-64,29744,32035,61779
Kabupaten LAMONGAN,65-69,24212,26862,51074
Kabupaten LAMONGAN,70-74,16757,18399,35156
Kabupaten LAMONGAN,75+,12797,25596,38393
Kabupaten GRESIK,0-4,53600,51193,104793
Kabupaten GRESIK,5-9,50612,48138,98750
Kabupaten GRESIK,10-14,50233,49665,99898
Kabupaten GRESIK,15-19,49378,48464,97842
Kabupaten GRESIK,20-24,50458,53499,103957
Kabupaten GRESIK,25-29,55672,54629,110301
Kabupaten GRESIK,30-34,57847,56659,114506
Kabupaten GRESIK,35-39,56029,57842,113871
Kabupaten GRESIK,40-44,52395,49191,101586
Kabupaten GRESIK,45-49,45438,48563,94001
Kabupaten GRESIK,50-54,41442,42515,83957
Kabupaten GRESIK,55-59,34327,34992,69319
Kabupaten GRESIK,60-64,26251,33111,59362
Kabupaten GRESIK,65-69,14870,12436,27306
Kabupaten GRESIK,70-74,12244,15307,27551
Kabupaten GRESIK,75+,7909,13692,21601
Kabupaten BANGKALAN,0-4,30203,31788,61991
Kabupaten BANGKALAN,5-9,50195,45898,96093
Kabupaten BANGKALAN,10-14,44610,42354,86964
Kabupaten BANGKALAN,15-19,48457,48566,97023
Kabupaten BANGKALAN,20-24,38716,35550,74266
Kabupaten BANGKALAN,25-29,33492,42747,76239
Kabupaten BANGKALAN,30-34,28892,33055,61947
Kabupaten BANGKALAN,35-39,31622,34837,66459
Kabupaten BANGKALAN,40-44,29396,34589,63985
Kabupaten BANGKALAN,45-49,28850,33858,62708
Kabupaten BANGKALAN,50-54,28746,24016,52762
Kabupaten BANGKALAN,55-59,23370,35409,58779
Kabupaten BANGKALAN,60-64,20644,23802,44446
Kabupaten BANGKALAN,65-69,15863,21250,37113
Kabupaten BANGKALAN,70-74,12955,13777,26732
Kabupaten BANGKALAN,75+,9407,18524,27931
Kabupaten SAMPANG,0-4,40596,38976,79572
Kabupaten SAMPANG,5-9,41743,41460,83203
Kabupaten SAMPANG,10-14,51251,49449,100700
Kabupaten SAMPANG,15-19,46905,43513,90418
Kabupaten SAMPANG,20-24,39274,39792,79066
Kabupaten SAMPANG,25-29,39462,44561,84023
Kabupaten SAMPANG,30-34,31925,32164,64089
Kabupaten SAMPANG,35-39,33883,37230,71113
Kabupaten SAMPANG,40-44,30202,30567,60769
Kabupaten SAMPANG,45-49,28968,34592,63560
Kabupaten SAMPANG,50-54,26147,21804,47951
Kabupaten SAMPANG,55-59,22989,33006,55995
Kabupaten SAMPANG,60-64,18554,22686,41240
Kabupaten SAMPANG,65-69,14366,15152,29518
Kabupaten SAMPANG,70-74,5666,12254,17920
Kabupaten SAMPANG,75+,10395,11159,21554
Kabupaten PAMEKASAN,0-4,36213,30410,66623
Kabupaten PAMEKASAN,5-9,28950,32496,61446
Kabupaten PAMEKASAN,10-14,41618,36638,78256
Kabupaten PAMEKASAN,15-19,37720,39429,77149
Kabupaten PAMEKASAN,20-24,29150,35511,64661
Kabupaten PAMEKASAN,25-29,40854,39309,80163
Kabupaten PAMEKASAN,30-34,31361,36128,67489
Kabupaten PAMEKASAN,35-39,36120,34266,70386
Kabupaten PAMEKASAN,40-44,29506,32422,61928
Kabupaten PAMEKASAN,45-49,29889,31188,61077
Kabupaten PAMEKASAN,50-54,26386,26513,52899
Kabupaten PAMEKASAN,55-59,20378,25602,45980
Kabupaten PAMEKASAN,60-64,16966,19578,36544
Kabupaten PAMEKASAN,65-69,12951,14546,27497
Kabupaten PAMEKASAN,70-74,7721,9254,16975
Kabupaten PAMEKASAN,75+,6568,13969,20537
Kabupaten SUMENEP,0-4,32206,32887,65093
Kabupaten SUMENEP,5-9,35528,33602,69130
Kabupaten SUMENEP,10-14,36024,35678,71702
Kabupaten SUMENEP,15-19,36232,37300,73532
Kabupaten SUMENEP,20-24,32585,38133,70718
Kabupaten SUMENEP,25-29,38310,43143,81453
Kabupaten SUMENEP,30-34,40905,43175,84080
Kabupaten SUMENEP,35-39,42153,44966,87119
Kabupaten SUMENEP,40-44,42282,44918,87200
Kabupaten SUMENEP,45-49,39712,43750,83462
Kabupaten SUMENEP,50-54,35335,32826,68161
Kabupaten SUMENEP,55-59,36738,47655,84393
Kabupaten SUMENEP,60-64,26626,31982,58608
Kabupaten SUMENEP,65-69,22992,28480,51472
Kabupaten SUMENEP,70-74,13789,17986,31775
Kabupaten SUMENEP,75+,8426,16826,25252
Kota KEDIRI,0-4,10543,9475,20018
Kota KEDIRI,5-9,9865,10391,20256
Kota KEDIRI,10-14,9738,10788,20526
Kota KEDIRI,15-19,11838,11004,22842
Kota KEDIRI,20-24,14768,11295,26063
Kota KEDIRI,25-29,11398,11849,23247
Kota KEDIRI,30-34,11567,10591,22158
Kota KEDIRI,35-39,10483,9947,20430
Kota KEDIRI,40-44,9321,10554,19875
Kota KEDIRI,45-49,11301,10951,22252
Kota KEDIRI,50-54,9526,10924,20450
Kota KEDIRI,55-59,8041,8531,16572
Kota KEDIRI,60-64,6238,6711,12949
Kota KEDIRI,65-69,4119,4669,8788
Kota KEDIRI,70-74,2834,2269,5103
Kota KEDIRI,75+,2673,5317,7990
Kota BLITAR,0-4,5286,4860,10146
Kota BLITAR,5-9,5243,4983,10226
Kota BLITAR,10-14,4933,5175,10108
Kota BLITAR,15-19,5359,5278,10637
Kota BLITAR,20-24,4308,3958,8266
Kota BLITAR,25-29,6369,6246,12615
Kota BLITAR,30-34,6043,5382,11425
Kota BLITAR,35-39,4583,4721,9304
Kota BLITAR,40-44,4779,5673,10452
Kota BLITAR,45-49,5457,5086,10543
Kota BLITAR,50-54,5139,6502,11641
Kota BLITAR,55-59,3942,3435,7377
Kota BLITAR,60-64,3583,4063,7646
Kota BLITAR,65-69,2258,2032,4290
Kota BLITAR,70-74,2131,2077,4208
Kota BLITAR,75+,1478,2558,4036
Kota MALANG,0-4,30497,31862,62359
Kota MALANG,5-9,27751,24337,52088
Kota MALANG,10-14,29406,27602,57008
Kota MALANG,15-19,33860,40528,74388
Kota MALANG,20-24,50864,49010,99874
Kota MALANG,25-29,40650,37185,77835
Kota MALANG,30-34,32947,30507,63454
Kota MALANG,35-39,32349,32210,64559
Kota MALANG,40-44,27450,29185,56635
Kota MALANG,45-49,30153,31715,61868
Kota MALANG,50-54,28086,32836,60922
Kota MALANG,55-59,20989,22230,43219
Kota MALANG,60-64,19957,20446,40403
Kota MALANG,65-69,10696,12660,23356
Kota MALANG,70-74,11765,8953,20718
Kota MALANG,75+,4398,12687,17085
Kota PROBOLINGGO,0-4,10231,9652,19883
Kota PROBOLINGGO,5-9,8260,8249,16509
Kota PROBOLINGGO,10-14,9786,9383,19169
Kota PROBOLINGGO,15-19,8701,9097,17798
Kota PROBOLINGGO,20-24,8665,9867,18532
Kota PROBOLINGGO,25-29,9840,8739,18579
Kota PROBOLINGGO,30-34,10041,9459,19500
Kota PROBOLINGGO,35-39,8763,9398,18161
Kota PROBOLINGGO,40-44,9205,9040,18245
Kota PROBOLINGGO,45-49,8293,9148,17441
Kota PROBOLINGGO,50-54,7323,9391,16714
Kota PROBOLINGGO,55-59,6835,5357,12192
Kota PROBOLINGGO,60-64,5057,6075,11132
Kota PROBOLINGGO,65-69,3274,2732,6006
Kota PROBOLINGGO,70-74,1779,3078,4857
Kota PROBOLINGGO,75+,1967,2759,4726
Kota PASURUAN,0-4,8011,8265,16276
Kota PASURUAN,5-9,8390,7305,15695
Kota PASURUAN,10-14,8315,8092,16407
Kota PASURUAN,15-19,7606,7727,15333
Kota PASURUAN,20-24,8993,7984,16977
Kota PASURUAN,25-29,7950,8317,16267
Kota PASURUAN,30-34,8605,7253,15858
Kota PASURUAN,35-39,7257,8624,15881
