kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten TULUNGAGUNG,30-34,37104,38500,75604
Kabupaten TULUNGAGUNG,35-39,36092,41387,77479
Kabupaten TULUNGAGUNG,40-44,36898,40359,77257
Kabupaten TULUNGAGUNG,45-49,39995,40728,80723
Kabupaten TULUNGAGUNG,50-54,31309,38569,69878
Kabupaten TULUNGAGUNG,55-59,33379,30759,64138
Kabupaten TULUNGAGUNG,60-64,28269,27289,55558
Kabupaten TULUNGAGUNG,65-69,18851,19967,38818
Kabupaten TULUNGAGUNG,70-74,13595,16571,30166
Kabupaten TULUNGAGUNG,75+,16826,21645,38471
Kabupaten BLITAR,0-4,41276,45194,86470
Kabupaten BLITAR,5-9,40198,33482,73680
Kabupaten BLITAR,10-14,42176,38673,80849
Kabupaten BLITAR,15-19,37661,39058,76719
Kabupaten BLITAR,20-24,34980,37834,72814
Kabupaten BLITAR,25-29,41591,35113,76704
Kabupaten BLITAR,30-34,43746,39710,83456
Kabupaten BLITAR,35-39,38082,40649,78731
Kabupaten BLITAR,40-44,42583,44125,86708
Kabupaten BLITAR,45-49,44381,42755,87136
Kabupaten BLITAR,50-54,44989,43761,88750
Kabupaten BLITAR,55-59,32811,36304,69115
Kabupaten BLITAR,60-64,32673,30950,63623
Kabupaten BLITAR,65-69,23249,24938,48187
Kabupaten BLITAR,70-74,18782,17935,36717
Kabupaten BLITAR,75+,20607,27034,47641
Kabupaten KEDIRI,0-4,61564,59950,121514
Kabupaten KEDIRI,5-9,55378,53463,108841
Kabupaten KEDIRI,10-14,60553,54603,115156
Kabupaten KEDIRI,15-19,53208,53655,106863
Kabupaten KEDIRI,20-24,54127,55526,109653
Kabupaten KEDIRI,25-29,61937,53628,115565
Kabupaten KEDIRI,30-34,58040,62804,120844
Kabupaten KEDIRI,35-39,60870,51445,112315
Kabupaten KEDIRI,40-44,58330,63951,122281
Kabupaten KEDIRI,45-49,60301,55035,115336
Kabupaten KEDIRI,50-54,54446,54255,108701
Kabupaten KEDIRI,55-59,41288,45059,86347
Kabupaten KEDIRI,60-64,37922,39666,77588
Kabupaten KEDIRI,65-69,29343,26482,55825
Kabupaten KEDIRI,70-74,16200,23475,39675
Kabupaten KEDIRI,75+,23404,27953,51357
Kabupaten MALANG,0-4,103999,97889,201888
Kabupaten MALANG,5-9,83243,84141,167384
Kabupaten MALANG,10-14,87217,86928,174145
Kabupaten MALANG,15-19,103591,98627,202218
Kabupaten MALANG,20-24,106651,94373,201024
Kabupaten MALANG,25-29,95476,92324,187800
Kabupaten MALANG,30-34,95862,93882,189744
Kabupaten MALANG,35-39,103537,96168,199705
Kabupaten MALANG,40-44,93319,92292,185611
Kabupaten MALANG,45-49,98770,98289,197059
Kabupaten MALANG,50-54,86619,87807,174426
Kabupaten MALANG,55-59,73844,73464,147308
Kabupaten MALANG,60-64,63527,59898,123425
Kabupaten MALANG,65-69,43451,52437,95888
Kabupaten MALANG,70-74,32535,37753,70288
Kabupaten MALANG,75+,31162,43072,74234
Kabupaten LUMAJANG,0-4,34758,36362,71120
Kabupaten LUMAJANG,5-9,36671,32891,69562
Kabupaten LUMAJANG,10-14,36694,34083,70777
Kabupaten LUMAJANG,15-19,37395,39036,76431
Kabupaten LUMAJANG,20-24,35049,36358,71407
Kabupaten LUMAJANG,25-29,36141,38288,74429
Kabupaten LUMAJANG,30-34,37095,39910,77005
Kabupaten LUMAJANG,35-39,37789,39268,77057
Kabupaten LUMAJANG,40-44,40700,42942,83642
Kabupaten LUMAJANG,45-49,36145,39574,75719
Kabupaten LUMAJANG,50-54,35874,35944,71818
Kabupaten LUMAJANG,55-59,32914,37503,70417
Kabupaten LUMAJANG,60-64,26267,30642,56909
Kabupaten LUMAJANG,65-69,21491,18665,40156
Kabupaten LUMAJANG,70-74,13550,14668,28218
Kabupaten LUMAJANG,75+,9009,15748,24757
Kabupaten JEMBER,0-4,87137,85240,172377
Kabupaten JEMBER,5-9,90413,87076,177489
Kabupaten JEMBER,10-14,88626,95540,184166
Kabupaten JEMBER,15-19,93782,90291,184073
Kabupaten JEMBER,20-24,92696,93331,186027
Kabupaten JEMBER,25-29,84784,88860,173644
Kabupaten JEMBER,30-34,89537,94061,183598
Kabupaten JEMBER,35-39,85794,88638,174432
Kabupaten JEMBER,40-44,91450,90723,182173
Kabupaten JEMBER,45-49,83961,87336,171297
Kabupaten JEMBER,50-54,83344,70330,153674
Kabupaten JEMBER,55-59,66579,84767,151346
Kabupaten JEMBER,60-64,62686,56314,119000
Kabupaten JEMBER,65-69,45213,56592,101805
Kabupaten JEMBER,70-74,27132,37713,64845
Kabupaten JEMBER,75+,26468,34338,60806
Kabupaten BANYUWANGI,0-4,56959,59644,116603
Kabupaten BANYUWANGI,5-9,56180,50262,106442
Kabupaten BANYUWANGI,10-14,60912,56801,117713
Kabupaten BANYUWANGI,15-19,54896,56125,111021
Kabupaten BANYUWANGI,20-24,55284,55251,110535
Kabupaten BANYUWANGI,25-29,50235,48003,98238
Kabupaten BANYUWANGI,30-34,55773,61724,117497
Kabupaten BANYUWANGI,35-39,65576,60064,125640
Kabupaten BANYUWANGI,40-44,61297,63690,124987
Kabupaten BANYUWANGI,45-49,61344,59652,120996
Kabupaten BANYUWANGI,50-54,51735,53347,105082
Kabupaten BANYUWANGI,55-59,49129,51651,100780
Kabupaten BANYUWANGI,60-64,40546,41287,81833
Kabupaten BANYUWANGI,65-69,39893,39252,79145
Kabupaten BANYUWANGI,70-74,23314,26066,49380
Kabupaten BANYUWANGI,75+,17657,25695,43352
Kabupaten BONDOWOSO,0-4,26806,25105,51911
Kabupaten BONDOWOSO,5-9,24297,24888,49185
Kabupaten BONDOWOSO,10-14,28001,25305,53306
Kabupaten BONDOWOSO,15-19,23409,24989,48398
Kabupaten BONDOWOSO,20-24,26266,28784,55050
Kabupaten BONDOWOSO,25-29,26069,26852,52921
Kabupaten BONDOWOSO,30-34,29958,27543,57501
Kabupaten BONDOWOSO,35-39,27310,31456,58766
Kabupaten BONDOWOSO,40-44,30343,29427,59770
Kabupaten BONDOWOSO,45-49,27780,29047,56827
Kabupaten BONDOWOSO,50-54,22455,26061,48516
Kabupaten BONDOWOSO,55-59,28038,26810,54848
Kabupaten BONDOWOSO,60-64,19369,23839,43208
Kabupaten BONDOWOSO,65-69,18653,19530,38183
Kabupaten BONDOWOSO,70-74,9957,12975,22932
Kabupaten BONDOWOSO,75+,7406,13648,21054
Kabupaten SITUBONDO,0-4,22158,20876,43034
Kabupaten SITUBONDO,5-9,21591,21456,43047
Kabupaten SITUBONDO,10-14,25457,25533,50990
Kabupaten SITUBONDO,15-19,21001,22373,43374
Kabupaten SITUBONDO,20-24,24315,24886,49201
Kabupaten SITUBONDO,25-29,25577,26028,51605
Kabupaten SITUBONDO,30-34,25224,24413,49637
Kabupaten SITUBONDO,35-39,25999,28099,54098
Kabupaten SITUBONDO,40-44,26456,26159,52615
Kabupaten SITUBONDO,45-49,25335,26195,51530
Kabupaten SITUBONDO,50-54,22813,24802,47615
Kabupaten SITUBONDO,55-59,21938,22812,44750
Kabupaten SITUBONDO,60-64,18183,19367,37550
Kabupaten SITUBONDO,65-69,12380,15041,27421
Kabupaten SITUBONDO,70-74,7437,8679,16116
Kabupaten SITUBONDO,75+,5683,11653,17336
Kabupaten PROBOLINGGO,0-4,43740,40806,84546
Kabupaten PROBOLINGGO,5-9,41390,41498,82888
Kabupaten PROBOLINGGO,10-14,46819,43567,90386
Kabupaten PROBOLINGGO,15-19,38898,43865,82763
Kabupaten PROBOLINGGO,20-24,39954,38706,78660
Kabupaten PROBOLINGGO,25-29,44531,50873,95404
Kabupaten PROBOLINGGO,30-34,44094,48739,92833
Kabupaten PROBOLINGGO,35-39,45095,44315,89410
Kabupaten PROBOLINGGO,40-44,48372,44378,92750
Kabupaten PROBOLINGGO,45-49,37851,42076,79927
Kabupaten PROBOLINGGO,50-54,36720,37230,73950
Kabupaten PROBOLINGGO,55-59,33180,36007,69187
Kabupaten PROBOLINGGO,60-64,27939,29637,57576
Kabupaten PROBOLINGGO,65-69,17176,20389,37565
Kabupaten PROBOLINGGO,70-74,11861,16374,28235
Kabupaten PROBOLINGGO,75+,9291,16618,25909
Kabupaten PASURUAN,0-4,61058,61764,122822
Kabupaten PASURUAN,5-9,57494,52687,110181
Kabupaten PASURUAN,10-14,61517,66685,128202
Kabupaten PASURUAN,15-19,68967,61278,130245
Kabupaten PASURUAN,20-24,66052,70325,136377
Kabupaten PASURUAN,25-29,70070,65750,135820
Kabupaten PASURUAN,30-34,62078,62971,125049
Kabupaten PASURUAN,35-39,68285,70932,139217
Kabupaten PASURUAN,40-44,66238,67092,133330
Kabupaten PASURUAN,45-49,55714,55808,111522
Kabupaten PASURUAN,50-54,52398,53283,105681
Kabupaten PASURUAN,55-59,39192,38023,77215
Kabupaten PASURUAN,60-64,28265,33437,61702
Kabupaten PASURUAN,65-69,21785,22255,44040
Kabupaten PASURUAN,70-74,8902,18176,27078
Kabupaten PASURUAN,75+,12915,15439,28354
Kabupaten SIDOARJO,0-4,86087,73566,159653
Kabupaten SIDOARJO,5-9,87503,91299,178802
Kabupaten SIDOARJO,10-14,81664,81282,162946
Kabupaten SIDOARJO,15-19,82844,80399,163243
Kabupaten SIDOARJO,20-24,104337,99765,204102
Kabupaten SIDOARJO,25-29,91191,91570,182761
Kabupaten SIDOARJO,30-34,101692,98857,200549
Kabupaten SIDOARJO,35-39,102341,106352,208693
Kabupaten SIDOARJO,40-44,93401,88071,181472
Kabupaten SIDOARJO,45-49,84977,82860,167837
Kabupaten SIDOARJO,50-54,60130,67793,127923
Kabupaten SIDOARJO,55-59,57032,46237,103269
Kabupaten SIDOARJO,60-64,37567,33490,71057
Kabupaten SIDOARJO,65-69,17461,26198,43659
Kabupaten SIDOARJO,70-74,15266,16695,31961
Kabupaten SIDOARJO,75+,11506,19612,31118
Kabupaten MOJOKERTO,0-4,41582,38367,79949
Kabupaten MOJOKERTO,5-9,39856,39996,79852
Kabupaten MOJOKERTO,10-14,39775,40043,79818
Kabupaten MOJOKERTO,15-19,43518,42102,85620
Kabupaten MOJOKERTO,20-24,41999,41481,83480
Kabupaten MOJOKERTO,25-29,46536,44867,91403
Kabupaten MOJOKERTO,30-34,43523,43616,87139
Kabupaten MOJOKERTO,35-39,44900,43896,88796
Kabupaten MOJOKERTO,40-44,45823,41995,87818
Kabupaten MOJOKERTO,45-49,41451,43684,85135
Kabupaten MOJOKERTO,50-54,34611,38478,73089
Kabupaten MOJOKERTO,55-59,29898,27230,57128
Kabupaten MOJOKERTO,60-64,23389,21295,44684
Kabupaten MOJOKERTO,65-69,17502,21744,39246
Kabupaten MOJOKERTO,70-74,10256,12439,22695
Kabupaten MOJOKERTO,75+,9434,13781,23215
Kabupaten JOMBANG,0-4,51590,44337,95927
Kabupaten JOMBANG,5-9,43204,45896,89100
Kabupaten JOMBANG,10-14,50778,47184,97962
Kabupaten JOMBANG,15-19,47538,49213,96751
Kabupaten JOMBANG,20-24,46689,41181,87870
Kabupaten JOMBANG,25-29,47512,50999,98511
Kabupaten JOMBANG,30-34,47301,47164,94465
Kabupaten JOMBANG,35-39,47595,45837,93432
Kabupaten JOMBANG,40-44,47778,50042,97820
Kabupaten JOMBANG,45-49,45826,44742,90568
Kabupaten JOMBANG,50-54,40409,44701,85110
Kabupaten JOMBANG,55-59,33686,31853,65539
Kabupaten JOMBANG,60-64,26622,30202,56824
Kabupaten JOMBANG,65-69,22312,21806,44118
Kabupaten JOMBANG,70-74,16215,18231,34446
Kabupaten JOMBANG,75+,10855,18961,29816
Kabupaten NGANJUK,0-4,35287,37757,73044
Kabupaten NGANJUK,5-9,38305,33902,72207
Kabupaten NGANJUK,10-14,41402,35685,77087
Kabupaten NGANJUK,15-19,34422,37796,72218
Kabupaten NGANJUK,20-24,35033,33220,68253
Kabupaten NGANJUK,25-29,37963,38616,76579
Kabupaten NGANJUK,30-34,41975,41626,83601
Kabupaten NGANJUK,35-39,37124,35766,72890
Kabupaten NGANJUK,40-44,42084,42416,84500
Kabupaten NGANJUK,45-49,36949,38047,74996
Kabupaten NGANJUK,50-54,33909,40450,74359
Kabupaten NGANJUK,55-59,31750,27940,59690
Kabupaten NGANJUK,60-64,24564,27324,51888
Kabupaten NGANJUK,65-69,24830,22868,47698
Kabupaten NGANJUK,70-74,14370,16846,31216
Kabupaten NGANJUK,75+,12731,18546,31277
Kabupaten MADIUN,0-4,25034,20718,45752
Kabupaten MADIUN,5-9,19822,21528,41350
Kabupaten MADIUN,10-14,24159,22594,46753
Kabupaten MADIUN,15-19,21497,21005,42502
Kabupaten MADIUN,20-24,19431,19594,39025
Kabupaten MADIUN,25-29,19506,18856,38362
Kabupaten MADIUN,30-34,23680,23666,47346
Kabupaten MADIUN,35-39,23932,23941,47873
Kabupaten MADIUN,40-44,24977,26471,51448
Kabupaten MADIUN,45-49,27907,28987,56894
Kabupaten MADIUN,50-54,26836,27753,54589
Kabupaten MADIUN,55-59,23979,24521,48500
Kabupaten MADIUN,60-64,20937,19883,40820
Kabupaten MADIUN,65-69,13546,16230,29776
Kabupaten MADIUN,70-74,10107,13596,23703
Kabupaten MADIUN,75+,10786,15748,26534
Kabupaten MAGETAN,0-4,18488,20008,38496
Kabupaten MAGETAN,5-9,20279,17269,37548
Kabupaten MAGETAN,10-14,19609,19014,38623
Kabupaten MAGETAN,15-19,22716,21445,44161
Kabupaten MAGETAN,20-24,17388,17495,34883
Kabupaten MAGETAN,25-29,18594,17722,36316
Kabupaten MAGETAN,30-34,20186,21075,41261
Kabupaten MAGETAN,35-39,22018,20935,42953
Kabupaten MAGETAN,40-44,21452,25965,47417
Kabupaten MAGETAN,45-49,23546,21565,45111
Kabupaten MAGETAN,50-54,23536,29283,52819
Kabupaten MAGETAN,55-59,22946,22152,45098
Kabupaten MAGETAN,60-64,18446,20163,38609
Kabupaten MAGETAN,65-69,16704,16628,33332
Kabupaten MAGETAN,70-74,9632,12827,22459
Kabupaten MAGETAN,75+,12463,20643,33106
Kabupaten NGAWI,0-4,27002,26495,53497
Kabupaten NGAWI,5-9,25923,23702,49625
Kabupaten NGAWI,10-14,27692,26907,54599
Kabupaten NGAWI,15-19,28124,30850,58974
Kabupaten NGAWI,20-24,23062,23330,46392
Kabupaten NGAWI,25-29,26605,28460,55065
Kabupaten NGAWI,30-34,26973,26880,53853
Kabupaten NGAWI,35-39,29735,31149,60884
Kabupaten NGAWI,40-44,30337,31438,61775
Kabupaten NGAWI,45-49,34101,35492,69593
Kabupaten NGAWI,50-54,31863,33236,65099
Kabupaten NGAWI,55-59,30447,30705,61152
Kabupaten NGAWI,60-64,24568,25485,50053
Kabupaten NGAWI,65-69,18023,19838,37861
Kabupaten NGAWI,70-74,11304,14525,25829
Kabupaten NGAWI,75+,12526,18324,30850
Kabupaten BOJONEGORO,0-4,40916,38883,79799
Kabupaten BOJONEGORO,5-9,40943,40087,81030
Kabupaten BOJONEGORO,10-14,42655,38911,81566
Kabupaten BOJONEGORO,15-19,45330,46813,92143
Kabupaten BOJONEGORO,20-24,41735,42827,84562
Kabupaten BOJONEGORO,25-29,41561,45684,87245
Kabupaten BOJONEGORO,30-34,47357,49480,96837
Kabupaten BOJONEGORO,35-39,47118,46439,93557
Kabupaten BOJONEGORO,40-44,50322,54233,104555
Kabupaten BOJONEGORO,45-49,50018,45538,95556
Kabupaten BOJONEGORO,50-54,45996,46914,92910
Kabupaten BOJONEGORO,55-59,38667,36406,75073
Kabupaten BOJONEGORO,60-64,29563,31265,60828
Kabupaten BOJONEGORO,65-69,23522,23072,46594
Kabupaten BOJONEGORO,70-74,15810,17376,33186
Kabupaten BOJONEGORO,75+,14854,26285,41139
Kabupaten TUBAN,0-4,39590,40006,79596
Kabupaten TUBAN,5-9,38977,35763,74740
Kabupaten TUBAN,10-14,39412,41956,81368
Kabupaten TUBAN,15-19,46736,41039,87775
Kabupaten TUBAN,20-24,43815,45380,89195
Kabupaten TUBAN,25-29,45468,43370,88838
Kabupaten TUBAN,30-34,48656,44776,93432
Kabupaten TUBAN,35-39,42470,45741,88211
Kabupaten TUBAN,40-44,49393,47285,96678
Kabupaten TUBAN,45-49,40055,43402,83457
Kabupaten TUBAN,50-54,41089,43974,85063
Kabupaten TUBAN,55-59,33805,33274,67079
Kabupaten TUBAN,60-64,24440,28969,53409
Kabupaten TUBAN,65-69,19508,18838,38346
Kabupaten TUBAN,70-74,12834,15748,28582
Kabupaten TUBAN,75+,10705,21655,32360
Kabupaten LAMONGAN,0-4,39579,38103,77682
Kabupaten LAMONGAN,5-9,40092,38104,78196
Kabupaten LAMONGAN,10-14,43513,43306,86819
Kabupaten LAMONGAN,15-19,46737,45941,92678
Kabupaten LAMONGAN,20-24,39921,42286,82207
Kabupaten LAMONGAN,25-29,37721,39607,77328
Kabupaten LAMONGAN,30-34,49401,40777,90178
Kabupaten LAMONGAN,35-39,34873,49231,84104
Kabupaten LAMONGAN,40-44,44234,50329,94563
Kabupaten LAMONGAN,45-49,45972,45002,90974
Kabupaten LAMONGAN,50-54,42448,47623,90071
Kabupaten LAMONGAN,55-59,39387,38814,78201
Kabupaten LAMONGAN,60-64,28138,30142,58280
Kabupaten LAMONGAN,65-69,22616,25132,47748
Kabupaten LAMONGAN,70-74,14919,17264,32183
Kabupaten LAMONGAN,75+,11843,23893,35736
Kabupaten GRESIK,0-4,52825,50031,102856
Kabupaten GRESIK,5-9,50049,47751,97800
Kabupaten GRESIK,10-14,50338,50198,100536
Kabupaten GRESIK,15-19,49108,48472,97580
Kabupaten GRESIK,20-24,50416,53441,103857
Kabupaten GRESIK,25-29,55670,54433,110103
Kabupaten GRESIK,30-34,57664,56605,114269
Kabupaten GRESIK,35-39,55411,57327,112738
Kabupaten GRESIK,40-44,51667,48493,100160
Kabupaten GRESIK,45-49,43984,47108,91092
Kabupaten GRESIK,50-54,39369,40468,79837
Kabupaten GRESIK,55-59,32381,32666,65047
Kabupaten GRESIK,60-64,24252,30441,54693
Kabupaten GRESIK,65-69,13564,11367,24931
Kabupaten GRESIK,70-74,10644,13989,24633
Kabupaten GRESIK,75+,7148,12489,19637
Kabupaten BANGKALAN,0-4,29998,31330,61328
Kabupaten BANGKALAN,5-9,50021,45902,95923
Kabupaten BANGKALAN,10-14,45050,43160,88210
Kabupaten BANGKALAN,15-19,48565,48965,97530
Kabupaten BANGKALAN,20-24,38983,35798,74781
Kabupaten BANGKALAN,25-29,33750,42953,76703
Kabupaten BANGKALAN,30-34,29025,33283,62308
Kabupaten BANGKALAN,35-39,31517,34801,66318
Kabupaten BANGKALAN,40-44,29210,34374,63584
Kabupaten BANGKALAN,45-49,28142,33106,61248
Kabupaten BANGKALAN,50-54,27519,23050,50569
Kabupaten BANGKALAN,55-59,22217,33375,55592
Kabupaten BANGKALAN,60-64,19219,22054,41273
Kabupaten BANGKALAN,65-69,14583,19570,34153
Kabupaten BANGKALAN,70-74,11350,12738,24088
Kabupaten BANGKALAN,75+,8573,17021,25594
Kabupaten SAMPANG,0-4,39983,38098,78081
Kabupaten SAMPANG,5-9,41252,41130,82382
Kabupaten SAMPANG,10-14,51323,49995,101318
Kabupaten SAMPANG,15-19,46617,43538,90155
Kabupaten SAMPANG,20-24,39214,39756,78970
Kabupaten SAMPANG,25-29,39434,44414,83848
Kabupaten SAMPANG,30-34,31804,32137,63941
Kabupaten SAMPANG,35-39,33487,36901,70388
Kabupaten SAMPANG,40-44,29761,30140,59901
Kabupaten SAMPANG,45-49,28021,33555,61576
Kabupaten SAMPANG,50-54,24822,20765,45587
Kabupaten SAMPANG,55-59,21671,30859,52530
Kabupaten SAMPANG,60-64,17129,20858,37987
Kabupaten SAMPANG,65-69,13097,13847,26944
Kabupaten SAMPANG,70-74,4923,11095,16018
Kabupaten SAMPANG,75+,9388,10198,19586
Kabupaten PAMEKASAN,0-4,35765,29784,65549
Kabupaten PAMEKASAN,5-9,28687,32314,61001
Kabupaten PAMEKASAN,10-14,41794,37150,78944
Kabupaten PAMEKASAN,15-19,37592,39537,77129
Kabupaten PAMEKASAN,20-24,29186,35567,64753
Kabupaten PAMEKASAN,25-29,40939,39269,80208
Kabupaten PAMEKASAN,30-34,31327,36183,67510
Kabupaten PAMEKASAN,35-39,35798,34057,69855
Kabupaten PAMEKASAN,40-44,29156,32048,61204
Kabupaten PAMEKASAN,45-49,28994,30334,59328
Kabupaten PAMEKASAN,50-54,25119,25304,50423
Kabupaten PAMEKASAN,55-59,19263,23987,43250
Kabupaten PAMEKASAN,60-64,15708,18043,33751
Kabupaten PAMEKASAN,65-69,11840,13324,25164
Kabupaten PAMEKASAN,70-74,6726,8486,15212
Kabupaten PAMEKASAN,75+,5949,12766,18715
Kabupaten SUMENEP,0-4,32379,32827,65206
Kabupaten SUMENEP,5-9,35841,34033,69874
Kabupaten SUMENEP,10-14,36827,36818,73645
Kabupaten SUMENEP,15-19,36758,38087,74845
Kabupaten SUMENEP,20-24,33212,38892,72104
Kabupaten SUMENEP,25-29,39080,43900,82980
Kabupaten SUMENEP,30-34,41598,44034,85632
Kabupaten SUMENEP,35-39,42528,45501,88029
Kabupaten SUMENEP,40-44,42532,45212,87744
Kabupaten SUMENEP,45-49,39216,43326,82542
Kabupaten SUMENEP,50-54,34244,31907,66151
Kabupaten SUMENEP,55-59,35355,45468,80823
Kabupaten SUMENEP,60-64,25094,30014,55108
Kabupaten SUMENEP,65-69,21397,26565,47962
Kabupaten SUMENEP,70-74,12229,16764,28993
Kabupaten SUMENEP,75+,7772,15657,23429
Kota KEDIRI,0-4,10504,9363,19867
Kota KEDIRI,5-9,9861,10423,20284
Kota KEDIRI,10-14,9864,11023,20887
Kota KEDIRI,15-19,11899,11134,23033
Kota KEDIRI,20-24,14916,11412,26328
Kota KEDIRI,25-29,11520,11943,23463
Kota KEDIRI,30-34,11654,10704,22358
Kota KEDIRI,35-39,10481,9970,20451
Kota KEDIRI,40-44,9291,10523,19814
Kota KEDIRI,45-49,11057,10745,21802
Kota KEDIRI,50-54,9148,10516,19664
Kota KEDIRI,55-59,7667,8056,15723
Kota KEDIRI,60-64,5827,6235,12062
Kota KEDIRI,65-69,3798,4315,8113
Kota KEDIRI,70-74,2490,2123,4613
Kota KEDIRI,75+,2445,4902,7347
Kota BLITAR,0-4,5277,4805,10082
Kota BLITAR,5-9,5249,5004,10253
Kota BLITAR,10-14,5006,5293,10299
Kota BLITAR,15-19,5396,5345,10741
Kota BLITAR,20-24,4358,4002,8360
Kota BLITAR,25-29,6451,6298,12749
Kota BLITAR,30-34,6101,5442,11543
Kota BLITAR,35-39,4590,4736,9326
Kota BLITAR,40-44,4773,5660,10433
Kota BLITAR,45-49,5350,4994,10344
Kota BLITAR,50-54,4945,6261,11206
Kota BLITAR,55-59,3767,3241,7008
Kota BLITAR,60-64,3352,3780,7132
Kota BLITAR,65-69,2086,1881,3967
Kota BLITAR,70-74,1877,1932,3809
Kota BLITAR,75+,1353,2361,3714
Kota MALANG,0-4,30418,31526,61944
Kota MALANG,5-9,27774,24433,52207
Kota MALANG,10-14,29824,28236,58060
Kota MALANG,15-19,34081,40999,75080
Kota MALANG,20-24,51433,49543,100976
Kota MALANG,25-29,41137,37489,78626
Kota MALANG,30-34,33238,30846,64084
Kota MALANG,35-39,32378,32307,64685
Kota MALANG,40-44,27394,29118,56512
Kota MALANG,45-49,29540,31132,60672
Kota MALANG,50-54,27001,31626,58627
Kota MALANG,55-59,20036,21007,41043
Kota MALANG,60-64,18661,19009,37670
Kota MALANG,65-69,9873,11707,21580
Kota MALANG,70-74,10351,8395,18746
Kota MALANG,75+,4028,11690,15718
Kota PROBOLINGGO,0-4,10137,9487,19624
Kota PROBOLINGGO,5-9,8212,8230,16442
Kota PROBOLINGGO,10-14,9860,9538,19398
Kota PROBOLINGGO,15-19,8700,9149,17849
Kota PROBOLINGGO,20-24,8704,9915,18619
Kota PROBOLINGGO,25-29,9891,8759,18650
Kota PROBOLINGGO,30-34,10063,9505,19568
Kota PROBOLINGGO,35-39,8713,9368,18081
Kota PROBOLINGGO,40-44,9126,8962,18088
Kota PROBOLINGGO,45-49,8071,8925,16996
Kota PROBOLINGGO,50-54,6994,8988,15982
Kota PROBOLINGGO,55-59,6482,5023,11505
Kota PROBOLINGGO,60-64,4697,5615,10312
Kota PROBOLINGGO,65-69,3002,2513,5515
Kota PROBOLINGGO,70-74,1556,2811,4367
Kota PROBOLINGGO,75+,1790,2527,4317
Kota PASURUAN,0-4,7955,8147,16102
Kota PASURUAN,5-9,8360,7307,15667
Kota PASURUAN,10-14,8395,8246,16641
Kota PASURUAN,15-19,7622,7791,15413
Kota PASURUAN,20-24,9053,8042,17095
Kota PASURUAN,25-29,8012,8356,16368
Kota PASURUAN,30-34,8643,7308,15951
Kota PASURUAN,35-39,7231,8617,15848
