kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten TULUNGAGUNG,20-24,30578,34499,65077
Kabupaten TULUNGAGUNG,25-29,33102,34787,67889
Kabupaten TULUNGAGUNG,30-34,35359,36878,72237
Kabupaten TULUNGAGUNG,35-39,34964,39833,74797
Kabupaten TULUNGAGUNG,40-44,36160,39846,76006
Kabupaten TULUNGAGUNG,45-49,40379,41018,81397
Kabupaten TULUNGAGUNG,50-54,33601,41180,74781
Kabupaten TULUNGAGUNG,55-59,36126,33931,70057
Kabupaten TULUNGAGUNG,60-64,32269,32073,64342
Kabupaten TULUNGAGUNG,65-69,22489,23954,46443
Kabupaten TULUNGAGUNG,70-74,17038,19609,36647
Kabupaten TULUNGAGUNG,75+,21639,25792,47431
Kabupaten BLITAR,0-4,39388,43623,83011
Kabupaten BLITAR,5-9,39974,33809,73783
Kabupaten BLITAR,10-14,39103,35354,74457
Kabupaten BLITAR,15-19,35983,36696,72679
Kabupaten BLITAR,20-24,33015,35790,68805
Kabupaten BLITAR,25-29,39017,33457,72474
Kabupaten BLITAR,30-34,41348,37731,79079
Kabupaten BLITAR,35-39,36590,38787,75377
Kabupaten BLITAR,40-44,41391,43204,84595
Kabupaten BLITAR,45-49,44441,42694,87135
Kabupaten BLITAR,50-54,47886,46305,94191
Kabupaten BLITAR,55-59,35219,39652,74871
Kabupaten BLITAR,60-64,36992,36082,73074
Kabupaten BLITAR,65-69,27507,29667,57174
Kabupaten BLITAR,70-74,23347,20887,44234
Kabupaten BLITAR,75+,26293,31966,58259
Kabupaten KEDIRI,0-4,59587,58590,118177
Kabupaten KEDIRI,5-9,55860,54560,110420
Kabupaten KEDIRI,10-14,56944,50490,107434
Kabupaten KEDIRI,15-19,51566,50991,102557
Kabupaten KEDIRI,20-24,51820,53148,104968
Kabupaten KEDIRI,25-29,58934,51682,110616
Kabupaten KEDIRI,30-34,55643,60359,116002
Kabupaten KEDIRI,35-39,59320,49616,108936
Kabupaten KEDIRI,40-44,57504,63359,120863
Kabupaten KEDIRI,45-49,61246,55596,116842
Kabupaten KEDIRI,50-54,58782,58090,116872
Kabupaten KEDIRI,55-59,44951,49807,94758
Kabupaten KEDIRI,60-64,43548,46727,90275
Kabupaten KEDIRI,65-69,35215,31887,67102
Kabupaten KEDIRI,70-74,20427,27994,48421
Kabupaten KEDIRI,75+,30275,33349,63624
Kabupaten MALANG,0-4,101633,96514,198147
Kabupaten MALANG,5-9,84777,86592,171369
Kabupaten MALANG,10-14,82814,81149,163963
Kabupaten MALANG,15-19,101365,94486,195851
Kabupaten MALANG,20-24,103091,91110,194201
Kabupaten MALANG,25-29,91724,89685,181409
Kabupaten MALANG,30-34,92789,91026,183815
Kabupaten MALANG,35-39,101875,93598,195473
Kabupaten MALANG,40-44,92889,92256,185145
Kabupaten MALANG,45-49,101286,100180,201466
Kabupaten MALANG,50-54,94420,94839,189259
Kabupaten MALANG,55-59,81176,81965,163141
Kabupaten MALANG,60-64,73658,71270,144928
Kabupaten MALANG,65-69,52649,63669,116318
Kabupaten MALANG,70-74,41418,45153,86571
Kabupaten MALANG,75+,40700,52106,92806
Kabupaten LUMAJANG,0-4,33341,35211,68552
Kabupaten LUMAJANG,5-9,36658,33285,69943
Kabupaten LUMAJANG,10-14,34199,31245,65444
Kabupaten LUMAJANG,15-19,35916,36784,72700
Kabupaten LUMAJANG,20-24,33255,34493,67748
Kabupaten LUMAJANG,25-29,34081,36529,70610
Kabupaten LUMAJANG,30-34,35243,38021,73264
Kabupaten LUMAJANG,35-39,36498,37576,74074
Kabupaten LUMAJANG,40-44,39766,42171,81937
Kabupaten LUMAJANG,45-49,36382,39645,76027
Kabupaten LUMAJANG,50-54,38385,38145,76530
Kabupaten LUMAJANG,55-59,35515,41076,76591
Kabupaten LUMAJANG,60-64,29893,35732,65625
Kabupaten LUMAJANG,65-69,25560,22280,47840
Kabupaten LUMAJANG,70-74,16930,17203,34133
Kabupaten LUMAJANG,75+,11550,18844,30394
Kabupaten JEMBER,0-4,84439,83385,167824
Kabupaten JEMBER,5-9,91304,88954,180258
Kabupaten JEMBER,10-14,83445,88559,172004
Kabupaten JEMBER,15-19,90997,85849,176846
Kabupaten JEMBER,20-24,88850,89421,178271
Kabupaten JEMBER,25-29,80770,85617,166387
Kabupaten JEMBER,30-34,85939,90492,176431
Kabupaten JEMBER,35-39,83707,85660,169367
Kabupaten JEMBER,40-44,90264,89992,180256
Kabupaten JEMBER,45-49,85376,88346,173722
Kabupaten JEMBER,50-54,90089,75314,165403
Kabupaten JEMBER,55-59,72576,93693,166269
Kabupaten JEMBER,60-64,72072,66537,138609
Kabupaten JEMBER,65-69,54324,68180,122504
Kabupaten JEMBER,70-74,34249,44978,79227
Kabupaten JEMBER,75+,34278,41135,75413
Kabupaten BANYUWANGI,0-4,54536,57687,112223
Kabupaten BANYUWANGI,5-9,56056,50807,106863
Kabupaten BANYUWANGI,10-14,56663,52019,108682
Kabupaten BANYUWANGI,15-19,52626,52814,105440
Kabupaten BANYUWANGI,20-24,52357,52356,104713
Kabupaten BANYUWANGI,25-29,47284,45770,93054
Kabupaten BANYUWANGI,30-34,52892,58726,111618
Kabupaten BANYUWANGI,35-39,63218,57376,120594
Kabupaten BANYUWANGI,40-44,59778,62477,122255
Kabupaten BANYUWANGI,45-49,61632,59670,121302
Kabupaten BANYUWANGI,50-54,55252,56555,111807
Kabupaten BANYUWANGI,55-59,52913,56535,109448
Kabupaten BANYUWANGI,60-64,46060,48167,94227
Kabupaten BANYUWANGI,65-69,47356,46791,94147
Kabupaten BANYUWANGI,70-74,29078,30565,59643
Kabupaten BANYUWANGI,75+,22593,30563,53156
Kabupaten BONDOWOSO,0-4,25903,24401,50304
Kabupaten BONDOWOSO,5-9,24467,25252,49719
Kabupaten BONDOWOSO,10-14,26289,23265,49554
Kabupaten BONDOWOSO,15-19,22650,23630,46280
Kabupaten BONDOWOSO,20-24,25107,27403,52510
Kabupaten BONDOWOSO,25-29,24767,25707,50474
Kabupaten BONDOWOSO,30-34,28673,26327,55000
Kabupaten BONDOWOSO,35-39,26572,30221,56793
Kabupaten BONDOWOSO,40-44,29866,28997,58863
Kabupaten BONDOWOSO,45-49,28171,29192,57363
Kabupaten BONDOWOSO,50-54,24204,27771,51975
Kabupaten BONDOWOSO,55-59,30479,29495,59974
Kabupaten BONDOWOSO,60-64,22208,27885,50093
Kabupaten BONDOWOSO,65-69,22351,23382,45733
Kabupaten BONDOWOSO,70-74,12534,15354,27888
Kabupaten BONDOWOSO,75+,9566,16423,25989
Kabupaten SITUBONDO,0-4,21520,20399,41919
Kabupaten SITUBONDO,5-9,21854,21886,43740
Kabupaten SITUBONDO,10-14,24022,23626,47648
Kabupaten SITUBONDO,15-19,20425,21268,41693
Kabupaten SITUBONDO,20-24,23360,23815,47175
Kabupaten SITUBONDO,25-29,24422,25053,49475
Kabupaten SITUBONDO,30-34,24266,23458,47724
Kabupaten SITUBONDO,35-39,25425,27130,52555
Kabupaten SITUBONDO,40-44,26174,25915,52089
Kabupaten SITUBONDO,45-49,25820,26468,52288
Kabupaten SITUBONDO,50-54,24716,26559,51275
Kabupaten SITUBONDO,55-59,23970,25217,49187
Kabupaten SITUBONDO,60-64,20955,22806,43761
Kabupaten SITUBONDO,65-69,14910,18103,33013
Kabupaten SITUBONDO,70-74,9410,10290,19700
Kabupaten SITUBONDO,75+,7384,14128,21512
Kabupaten PROBOLINGGO,0-4,42941,40334,83275
Kabupaten PROBOLINGGO,5-9,42347,42817,85164
Kabupaten PROBOLINGGO,10-14,44660,40743,85403
Kabupaten PROBOLINGGO,15-19,38235,42208,80443
Kabupaten PROBOLINGGO,20-24,38797,37463,76260
Kabupaten PROBOLINGGO,25-29,42979,49505,92484
Kabupaten PROBOLINGGO,30-34,42877,47374,90251
Kabupaten PROBOLINGGO,35-39,44577,43250,87827
Kabupaten PROBOLINGGO,40-44,48371,44473,92844
Kabupaten PROBOLINGGO,45-49,38994,43013,82007
Kabupaten PROBOLINGGO,50-54,40212,40311,80523
Kabupaten PROBOLINGGO,55-59,36642,40254,76896
Kabupaten PROBOLINGGO,60-64,32542,35303,67845
Kabupaten PROBOLINGGO,65-69,20907,24824,45731
Kabupaten PROBOLINGGO,70-74,15170,19730,34900
Kabupaten PROBOLINGGO,75+,12198,20307,32505
Kabupaten PASURUAN,0-4,60696,61916,122612
Kabupaten PASURUAN,5-9,59562,55176,114738
Kabupaten PASURUAN,10-14,59416,63358,122774
Kabupaten PASURUAN,15-19,68646,59662,128308
Kabupaten PASURUAN,20-24,64946,69062,134008
Kabupaten PASURUAN,25-29,68476,64973,133449
Kabupaten PASURUAN,30-34,61122,62096,123218
Kabupaten PASURUAN,35-39,68346,70257,138603
Kabupaten PASURUAN,40-44,67066,68208,135274
Kabupaten PASURUAN,45-49,58116,57852,115968
Kabupaten PASURUAN,50-54,58100,58533,116633
Kabupaten PASURUAN,55-59,43824,43156,86980
Kabupaten PASURUAN,60-64,33335,40358,73693
Kabupaten PASURUAN,65-69,26850,27488,54338
Kabupaten PASURUAN,70-74,11527,22396,33923
Kabupaten PASURUAN,75+,17162,18892,36054
Kabupaten SIDOARJO,0-4,89576,77254,166830
Kabupaten SIDOARJO,5-9,94886,100017,194903
Kabupaten SIDOARJO,10-14,82562,80782,163344
Kabupaten SIDOARJO,15-19,86312,82020,168332
Kabupaten SIDOARJO,20-24,107384,102546,209930
Kabupaten SIDOARJO,25-29,93283,94680,187963
Kabupaten SIDOARJO,30-34,104807,102041,206848
Kabupaten SIDOARJO,35-39,107219,110265,217484
Kabupaten SIDOARJO,40-44,98990,93734,192724
Kabupaten SIDOARJO,45-49,92784,89908,182692
Kabupaten SIDOARJO,50-54,69792,77988,147780
Kabupaten SIDOARJO,55-59,66754,55015,121769
Kabupaten SIDOARJO,60-64,46377,42456,88833
Kabupaten SIDOARJO,65-69,22527,33860,56387
Kabupaten SIDOARJO,70-74,20694,21218,41912
Kabupaten SIDOARJO,75+,16000,25416,41416
Kabupaten MOJOKERTO,0-4,41408,38538,79946
Kabupaten MOJOKERTO,5-9,41360,41936,83296
Kabupaten MOJOKERTO,10-14,38483,38085,76568
Kabupaten MOJOKERTO,15-19,43389,41099,84488
Kabupaten MOJOKERTO,20-24,41369,40799,82168
Kabupaten MOJOKERTO,25-29,45556,44401,89957
Kabupaten MOJOKERTO,30-34,42929,43077,86006
Kabupaten MOJOKERTO,35-39,45018,43535,88553
Kabupaten MOJOKERTO,40-44,46479,42768,89247
Kabupaten MOJOKERTO,45-49,43315,45365,88680
Kabupaten MOJOKERTO,50-54,38444,42354,80798
Kabupaten MOJOKERTO,55-59,33491,30971,64462
Kabupaten MOJOKERTO,60-64,27633,25827,53460
Kabupaten MOJOKERTO,65-69,21610,26895,48505
Kabupaten MOJOKERTO,70-74,13304,15176,28480
Kabupaten MOJOKERTO,75+,12554,17017,29571
Kabupaten JOMBANG,0-4,50190,43504,93694
Kabupaten JOMBANG,5-9,43800,46981,90781
Kabupaten JOMBANG,10-14,47996,43791,91787
Kabupaten JOMBANG,15-19,46306,46947,93253
Kabupaten JOMBANG,20-24,44927,39549,84476
Kabupaten JOMBANG,25-29,45440,49259,94699
Kabupaten JOMBANG,30-34,45577,45494,91071
Kabupaten JOMBANG,35-39,46620,44391,91011
Kabupaten JOMBANG,40-44,47343,49759,97102
Kabupaten JOMBANG,45-49,46782,45364,92146
Kabupaten JOMBANG,50-54,43849,48052,91901
Kabupaten JOMBANG,55-59,36864,35371,72235
Kabupaten JOMBANG,60-64,30727,35674,66401
Kabupaten JOMBANG,65-69,26913,26346,53259
Kabupaten JOMBANG,70-74,20550,21672,42222
Kabupaten JOMBANG,75+,14120,22974,37094
Kabupaten NGANJUK,0-4,33827,36533,70360
Kabupaten NGANJUK,5-9,38267,34288,72555
Kabupaten NGANJUK,10-14,38565,32670,71235
Kabupaten NGANJUK,15-19,33039,35607,68646
Kabupaten NGANJUK,20-24,33219,31496,64715
Kabupaten NGANJUK,25-29,35778,36824,72602
Kabupaten NGANJUK,30-34,39857,39628,79485
Kabupaten NGANJUK,35-39,35833,34188,70021
Kabupaten NGANJUK,40-44,41093,41630,82723
Kabupaten NGANJUK,45-49,37170,38081,75251
Kabupaten NGANJUK,50-54,36260,42926,79186
Kabupaten NGANJUK,55-59,34238,30641,64879
Kabupaten NGANJUK,60-64,27939,31859,59798
Kabupaten NGANJUK,65-69,29513,27274,56787
Kabupaten NGANJUK,70-74,17944,19792,37736
Kabupaten NGANJUK,75+,16314,22060,38374
Kabupaten MADIUN,0-4,23740,19809,43549
Kabupaten MADIUN,5-9,19589,21468,41057
Kabupaten MADIUN,10-14,22261,20429,42690
Kabupaten MADIUN,15-19,20413,19510,39923
Kabupaten MADIUN,20-24,18226,18335,36561
Kabupaten MADIUN,25-29,18186,17752,35938
Kabupaten MADIUN,30-34,22243,22241,44484
Kabupaten MADIUN,35-39,22852,22594,45446
Kabupaten MADIUN,40-44,24126,25644,49770
Kabupaten MADIUN,45-49,27772,28639,56411
Kabupaten MADIUN,50-54,28389,29055,57444
Kabupaten MADIUN,55-59,25578,26516,52094
Kabupaten MADIUN,60-64,23558,22927,46485
Kabupaten MADIUN,65-69,15927,19105,35032
Kabupaten MADIUN,70-74,12488,15827,28315
Kabupaten MADIUN,75+,13677,18505,32182
Kabupaten MAGETAN,0-4,17431,18994,36425
Kabupaten MAGETAN,5-9,19925,17137,37062
Kabupaten MAGETAN,10-14,17964,17095,35059
Kabupaten MAGETAN,15-19,21445,19791,41236
Kabupaten MAGETAN,20-24,16215,16275,32490
Kabupaten MAGETAN,25-29,17234,16589,33823
Kabupaten MAGETAN,30-34,18850,19687,38537
Kabupaten MAGETAN,35-39,20901,19632,40533
Kabupaten MAGETAN,40-44,20602,24998,45600
Kabupaten MAGETAN,45-49,23295,21169,44464
Kabupaten MAGETAN,50-54,24754,30499,55253
Kabupaten MAGETAN,55-59,24335,23819,48154
Kabupaten MAGETAN,60-64,20634,23072,43706
Kabupaten MAGETAN,65-69,19528,19453,38981
Kabupaten MAGETAN,70-74,11829,14840,26669
Kabupaten MAGETAN,75+,15708,24203,39911
Kabupaten NGAWI,0-4,25612,25370,50982
Kabupaten NGAWI,5-9,25623,23709,49332
Kabupaten NGAWI,10-14,25521,24394,49915
Kabupaten NGAWI,15-19,26710,28751,55461
Kabupaten NGAWI,20-24,21637,21878,43515
Kabupaten NGAWI,25-29,24809,26839,51648
Kabupaten NGAWI,30-34,25341,25315,50656
Kabupaten NGAWI,35-39,28397,29468,57865
Kabupaten NGAWI,40-44,29311,30520,59831
Kabupaten NGAWI,45-49,33941,35144,69085
Kabupaten NGAWI,50-54,33713,34871,68584
Kabupaten NGAWI,55-59,32486,33274,65760
Kabupaten NGAWI,60-64,27649,29417,57066
Kabupaten NGAWI,65-69,21196,23398,44594
Kabupaten NGAWI,70-74,13968,16923,30891
Kabupaten NGAWI,75+,15881,21579,37460
Kabupaten BOJONEGORO,0-4,39161,37586,76747
Kabupaten BOJONEGORO,5-9,40839,40456,81295
Kabupaten BOJONEGORO,10-14,39668,35587,75255
Kabupaten BOJONEGORO,15-19,43444,44008,87452
Kabupaten BOJONEGORO,20-24,39512,40539,80051
Kabupaten BOJONEGORO,25-29,39106,43479,82585
Kabupaten BOJONEGORO,30-34,44896,47032,91928
Kabupaten BOJONEGORO,35-39,45408,44328,89736
Kabupaten BOJONEGORO,40-44,49057,53143,102200
Kabupaten BOJONEGORO,45-49,50237,45496,95733
Kabupaten BOJONEGORO,50-54,49108,49679,98787
Kabupaten BOJONEGORO,55-59,41632,39843,81475
Kabupaten BOJONEGORO,60-64,33572,36421,69993
Kabupaten BOJONEGORO,65-69,27914,27475,55389
Kabupaten BOJONEGORO,70-74,19714,20340,40054
Kabupaten BOJONEGORO,75+,19007,31391,50398
Kabupaten TUBAN,0-4,38457,39107,77564
Kabupaten TUBAN,5-9,39458,36516,75974
Kabupaten TUBAN,10-14,37198,38867,76065
Kabupaten TUBAN,15-19,45457,38950,84407
Kabupaten TUBAN,20-24,42098,43456,85554
Kabupaten TUBAN,25-29,43418,41786,85204
Kabupaten TUBAN,30-34,46814,43052,89866
Kabupaten TUBAN,35-39,41537,44188,85725
Kabupaten TUBAN,40-44,48870,46876,95746
Kabupaten TUBAN,45-49,40830,43886,84716
Kabupaten TUBAN,50-54,44520,47118,91638
Kabupaten TUBAN,55-59,36938,36822,73760
Kabupaten TUBAN,60-64,28167,34099,62266
Kabupaten TUBAN,65-69,23495,22691,46186
Kabupaten TUBAN,70-74,16240,18713,34953
Kabupaten TUBAN,75+,13897,26264,40161
Kabupaten LAMONGAN,0-4,37879,36746,74625
Kabupaten LAMONGAN,5-9,39987,38373,78360
Kabupaten LAMONGAN,10-14,40464,39544,80008
Kabupaten LAMONGAN,15-19,44789,43069,87858
Kabupaten LAMONGAN,20-24,37793,39939,77732
Kabupaten LAMONGAN,25-29,35493,37620,73113
Kabupaten LAMONGAN,30-34,46830,38676,85506
Kabupaten LAMONGAN,35-39,33606,46969,80575
Kabupaten LAMONGAN,40-44,43122,49201,92323
Kabupaten LAMONGAN,45-49,46170,44865,91035
Kabupaten LAMONGAN,50-54,45316,50340,95656
Kabupaten LAMONGAN,55-59,42403,42365,84768
Kabupaten LAMONGAN,60-64,31951,35031,66982
Kabupaten LAMONGAN,65-69,26837,29856,56693
Kabupaten LAMONGAN,70-74,18599,20201,38800
Kabupaten LAMONGAN,75+,15152,28575,43727
Kabupaten GRESIK,0-4,53642,51215,104857
Kabupaten GRESIK,5-9,52965,51039,104004
Kabupaten GRESIK,10-14,49667,48651,98318
Kabupaten GRESIK,15-19,49931,48234,98165
Kabupaten GRESIK,20-24,50640,53576,104216
Kabupaten GRESIK,25-29,55575,54895,110470
Kabupaten GRESIK,30-34,58000,56980,114980
Kabupaten GRESIK,35-39,56656,57963,114619
Kabupaten GRESIK,40-44,53440,50332,103772
Kabupaten GRESIK,45-49,46870,49861,96731
Kabupaten GRESIK,50-54,44594,45383,89977
Kabupaten GRESIK,55-59,36987,37840,74827
Kabupaten GRESIK,60-64,29220,37486,66706
Kabupaten GRESIK,65-69,17079,14331,31410
Kabupaten GRESIK,70-74,14081,17432,31513
Kabupaten GRESIK,75+,9701,15794,25495
Kabupaten BANGKALAN,0-4,29828,31356,61184
Kabupaten BANGKALAN,5-9,51834,47992,99826
Kabupaten BANGKALAN,10-14,43524,40898,84422
Kabupaten BANGKALAN,15-19,48352,47664,96016
Kabupaten BANGKALAN,20-24,38340,35096,73436
Kabupaten BANGKALAN,25-29,32992,42324,75316
Kabupaten BANGKALAN,30-34,28585,32771,61356
Kabupaten BANGKALAN,35-39,31553,34430,65983
Kabupaten BANGKALAN,40-44,29584,34887,64471
Kabupaten BANGKALAN,45-49,29364,34286,63650
Kabupaten BANGKALAN,50-54,30523,25251,55774
Kabupaten BANGKALAN,55-59,24849,37735,62584
Kabupaten BANGKALAN,60-64,22674,26588,49262
Kabupaten BANGKALAN,65-69,17979,24134,42113
Kabupaten BANGKALAN,70-74,14703,15456,30159
Kabupaten BANGKALAN,75+,11394,21129,32523
Kabupaten SAMPANG,0-4,40604,38984,79588
Kabupaten SAMPANG,5-9,43659,43936,87595
Kabupaten SAMPANG,10-14,50642,48429,99071
Kabupaten SAMPANG,15-19,47402,43280,90682
Kabupaten SAMPANG,20-24,39392,39837,79229
Kabupaten SAMPANG,25-29,39368,44749,84117
Kabupaten SAMPANG,30-34,31990,32339,64329
Kabupaten SAMPANG,35-39,34243,37308,71551
Kabupaten SAMPANG,40-44,30785,31268,62053
Kabupaten SAMPANG,45-49,29862,35518,65380
Kabupaten SAMPANG,50-54,28118,23251,51369
Kabupaten SAMPANG,55-59,24757,35663,60420
Kabupaten SAMPANG,60-64,20639,25684,46323
Kabupaten SAMPANG,65-69,16492,17453,33945
Kabupaten SAMPANG,70-74,6512,13978,20490
Kabupaten SAMPANG,75+,12741,12691,25432
Kabupaten PAMEKASAN,0-4,36128,30273,66401
Kabupaten PAMEKASAN,5-9,30199,34261,64460
Kabupaten PAMEKASAN,10-14,41021,35695,76716
Kabupaten PAMEKASAN,15-19,38022,39078,77100
Kabupaten PAMEKASAN,20-24,29162,35404,64566
Kabupaten PAMEKASAN,25-29,40655,39315,79970
Kabupaten PAMEKASAN,30-34,31345,36156,67501
Kabupaten PAMEKASAN,35-39,36410,34161,70571
Kabupaten PAMEKASAN,40-44,29999,33012,63011
Kabupaten PAMEKASAN,45-49,30733,31871,62604
Kabupaten PAMEKASAN,50-54,28304,28164,56468
Kabupaten PAMEKASAN,55-59,21888,27548,49436
Kabupaten PAMEKASAN,60-64,18825,22077,40902
Kabupaten PAMEKASAN,65-69,14830,16676,31506
Kabupaten PAMEKASAN,70-74,8851,10488,19339
Kabupaten PAMEKASAN,75+,8034,16115,24149
Kabupaten SUMENEP,0-4,31286,31887,63173
Kabupaten SUMENEP,5-9,36090,34527,70617
Kabupaten SUMENEP,10-14,34573,33872,68445
Kabupaten SUMENEP,15-19,35561,35994,71555
Kabupaten SUMENEP,20-24,31742,37018,68760
Kabupaten SUMENEP,25-29,37122,42000,79122
Kabupaten SUMENEP,30-34,39812,42073,81885
Kabupaten SUMENEP,35-39,41375,43678,85053
Kabupaten SUMENEP,40-44,41860,44536,86396
Kabupaten SUMENEP,45-49,39763,43537,83300
Kabupaten SUMENEP,50-54,36908,33942,70850
Kabupaten SUMENEP,55-59,38427,49928,88355
Kabupaten SUMENEP,60-64,28770,35104,63874
Kabupaten SUMENEP,65-69,25634,31797,57431
Kabupaten SUMENEP,70-74,15394,19855,35249
Kabupaten SUMENEP,75+,10035,18878,28913
Kota KEDIRI,0-4,10379,9310,19689
Kota KEDIRI,5-9,10155,10814,20969
Kota KEDIRI,10-14,9469,10388,19857
Kota KEDIRI,15-19,11771,10754,22525
Kota KEDIRI,20-24,14577,11105,25682
Kota KEDIRI,25-29,11189,11696,22885
Kota KEDIRI,30-34,11406,10464,21870
Kota KEDIRI,35-39,10426,9787,20213
Kota KEDIRI,40-44,9350,10607,19957
Kota KEDIRI,45-49,11464,11042,22506
Kota KEDIRI,50-54,10083,11461,21544
Kota KEDIRI,55-59,8521,9062,17583
Kota KEDIRI,60-64,6829,7474,14303
Kota KEDIRI,65-69,4654,5284,9938
Kota KEDIRI,70-74,3206,2532,5738
Kota KEDIRI,75+,3226,6047,9273
Kota BLITAR,0-4,5191,4770,9961
Kota BLITAR,5-9,5383,5183,10566
Kota BLITAR,10-14,4785,4976,9761
Kota BLITAR,15-19,5316,5157,10473
Kota BLITAR,20-24,4241,3890,8131
Kota BLITAR,25-29,6238,6158,12396
Kota BLITAR,30-34,5944,5312,11256
Kota BLITAR,35-39,4546,4643,9189
Kota BLITAR,40-44,4783,5693,10476
Kota BLITAR,45-49,5524,5122,10646
Kota BLITAR,50-54,5426,6815,12241
Kota BLITAR,55-59,4168,3645,7813
Kota BLITAR,60-64,3913,4518,8431
Kota BLITAR,65-69,2546,2298,4844
Kota BLITAR,70-74,2405,2318,4723
Kota BLITAR,75+,1780,2896,4676
Kota MALANG,0-4,29990,31302,61292
Kota MALANG,5-9,28537,25350,53887
Kota MALANG,10-14,28569,26542,55111
Kota MALANG,15-19,33644,39668,73312
Kota MALANG,20-24,50163,48182,98345
Kota MALANG,25-29,39873,36699,76572
Kota MALANG,30-34,32459,30129,62588
Kota MALANG,35-39,32143,31689,63832
Kota MALANG,40-44,27511,29319,56830
Kota MALANG,45-49,30563,31974,62537
Kota MALANG,50-54,29697,34437,64134
Kota MALANG,55-59,22223,23603,45826
Kota MALANG,60-64,21830,22764,44594
Kota MALANG,65-69,12071,14321,26392
Kota MALANG,70-74,13296,9982,23278
Kota MALANG,75+,5309,14499,19808
Kota PROBOLINGGO,0-4,10154,9578,19732
Kota PROBOLINGGO,5-9,8573,8671,17244
Kota PROBOLINGGO,10-14,9597,9114,18711
Kota PROBOLINGGO,15-19,8726,8985,17711
Kota PROBOLINGGO,20-24,8624,9804,18428
Kota PROBOLINGGO,25-29,9741,8715,18456
Kota PROBOLINGGO,30-34,9984,9436,19420
Kota PROBOLINGGO,35-39,8789,9341,18130
Kota PROBOLINGGO,40-44,9312,9174,18486
Kota PROBOLINGGO,45-49,8485,9317,17802
Kota PROBOLINGGO,50-54,7814,9952,17766
Kota PROBOLINGGO,55-59,7305,5749,13054
Kota PROBOLINGGO,60-64,5581,6825,12406
Kota PROBOLINGGO,65-69,3729,3125,6854
Kota PROBOLINGGO,70-74,2030,3480,5510
Kota PROBOLINGGO,75+,2395,3135,5530
Kota PASURUAN,0-4,7922,8169,16091
Kota PASURUAN,5-9,8675,7657,16332
Kota PASURUAN,10-14,8123,7831,15954
Kota PASURUAN,15-19,7599,7602,15201
Kota PASURUAN,20-24,8916,7900,16816
Kota PASURUAN,25-29,7842,8256,16098
Kota PASURUAN,30-34,8523,7211,15734
Kota PASURUAN,35-39,7249,8545,15794
