kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7203,7118,14321
Kota PASURUAN,45-49,7280,8083,15363
Kota PASURUAN,50-54,5719,6881,12600
Kota PASURUAN,55-59,6080,5405,11485
Kota PASURUAN,60-64,3718,4299,8017
Kota PASURUAN,65-69,2768,2491,5259
Kota PASURUAN,70-74,1365,2445,3810
Kota PASURUAN,75+,1604,2310,3914
Kota MOJOKERTO,0-4,5361,4647,10008
Kota MOJOKERTO,5-9,4596,4790,9386
Kota MOJOKERTO,10-14,4491,4233,8724
Kota MOJOKERTO,15-19,4573,4839,9412
Kota MOJOKERTO,20-24,5089,4893,9982
Kota MOJOKERTO,25-29,5115,5347,10462
Kota MOJOKERTO,30-34,4775,5321,10096
Kota MOJOKERTO,35-39,5721,4832,10553
Kota MOJOKERTO,40-44,4433,5171,9604
Kota MOJOKERTO,45-49,5057,4853,9910
Kota MOJOKERTO,50-54,4532,5710,10242
Kota MOJOKERTO,55-59,3888,3378,7266
Kota MOJOKERTO,60-64,2818,3567,6385
Kota MOJOKERTO,65-69,1697,1614,3311
Kota MOJOKERTO,70-74,1215,1759,2974
Kota MOJOKERTO,75+,1156,1745,2901
Kota MADIUN,0-4,6296,5570,11866
Kota MADIUN,5-9,5486,5696,11182
Kota MADIUN,10-14,5013,6040,11053
Kota MADIUN,15-19,6716,5896,12612
Kota MADIUN,20-24,5252,6044,11296
Kota MADIUN,25-29,6767,6085,12852
Kota MADIUN,30-34,6237,5609,11846
Kota MADIUN,35-39,6947,6945,13892
Kota MADIUN,40-44,6026,7624,13650
Kota MADIUN,45-49,6597,6206,12803
Kota MADIUN,50-54,6418,8529,14947
Kota MADIUN,55-59,5909,5430,11339
Kota MADIUN,60-64,4561,5098,9659
Kota MADIUN,65-69,3351,4314,7665
Kota MADIUN,70-74,2791,2964,5755
Kota MADIUN,75+,1676,3879,5555
Kota SURABAYA,0-4,102260,105680,207940
Kota SURABAYA,5-9,103089,94337,197426
Kota SURABAYA,10-14,94090,96793,190883
Kota SURABAYA,15-19,98026,105665,203691
Kota SURABAYA,20-24,135084,146142,281226
Kota SURABAYA,25-29,139183,135431,274614
Kota SURABAYA,30-34,128606,123727,252333
Kota SURABAYA,35-39,129266,127873,257139
Kota SURABAYA,40-44,104976,102400,207376
Kota SURABAYA,45-49,102638,109832,212470
Kota SURABAYA,50-54,90351,95545,185896
Kota SURABAYA,55-59,74469,82509,156978
Kota SURABAYA,60-64,58432,59895,118327
Kota SURABAYA,65-69,37581,37545,75126
Kota SURABAYA,70-74,23864,24780,48644
Kota SURABAYA,75+,19310,29164,48474
Kota BATU,0-4,7761,7816,15577
Kota BATU,5-9,7486,7242,14728
Kota BATU,10-14,6655,6607,13262
Kota BATU,15-19,7852,7748,15600
Kota BATU,20-24,8414,8485,16899
Kota BATU,25-29,8563,7531,16094
Kota BATU,30-34,8520,6894,15414
Kota BATU,35-39,7690,8827,16517
Kota BATU,40-44,7677,8192,15869
Kota BATU,45-49,8300,7500,15800
Kota BATU,50-54,7737,7892,15629
Kota BATU,55-59,5847,5238,11085
Kota BATU,60-64,5065,4506,9571
Kota BATU,65-69,3288,4100,7388
Kota BATU,70-74,2619,2828,5447
Kota BATU,75+,2840,3505,6345
