kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kabupaten NGANJUK,55-59,33368,29760,63128
Kabupaten NGANJUK,60-64,26698,30062,56760
Kabupaten NGANJUK,65-69,27548,25390,52938
Kabupaten NGANJUK,70-74,16765,18573,35338
Kabupaten NGANJUK,75+,14590,20559,35149
Kabupaten MADIUN,0-4,24356,20330,44686
Kabupaten MADIUN,5-9,19536,21242,40778
Kabupaten MADIUN,10-14,23063,21287,44350
Kabupaten MADIUN,15-19,20824,20134,40958
Kabupaten MADIUN,20-24,18687,18830,37517
Kabupaten MADIUN,25-29,18699,18183,36882
Kabupaten MADIUN,30-34,22826,22779,45605
Kabupaten MADIUN,35-39,23327,23212,46539
Kabupaten MADIUN,40-44,24465,25995,50460
Kabupaten MADIUN,45-49,28003,28965,56968
Kabupaten MADIUN,50-54,27830,28627,56457
Kabupaten MADIUN,55-59,25031,25887,50918
Kabupaten MADIUN,60-64,22602,21723,44325
Kabupaten MADIUN,65-69,14927,17879,32806
Kabupaten MADIUN,70-74,11714,14920,26634
Kabupaten MADIUN,75+,12278,17329,29607
Kabupaten MAGETAN,0-4,17930,19546,37476
Kabupaten MAGETAN,5-9,19927,16980,36907
Kabupaten MAGETAN,10-14,18663,17854,36517
Kabupaten MAGETAN,15-19,21936,20482,42418
Kabupaten MAGETAN,20-24,16670,16757,33427
Kabupaten MAGETAN,25-29,17769,17033,34802
Kabupaten MAGETAN,30-34,19398,20213,39611
Kabupaten MAGETAN,35-39,21395,20224,41619
Kabupaten MAGETAN,40-44,20946,25409,46355
Kabupaten MAGETAN,45-49,23554,21468,45022
Kabupaten MAGETAN,50-54,24332,30115,54447
Kabupaten MAGETAN,55-59,23879,23312,47191
Kabupaten MAGETAN,60-64,19852,21933,41785
Kabupaten MAGETAN,65-69,18352,18250,36602
Kabupaten MAGETAN,70-74,11127,14026,25153
Kabupaten MAGETAN,75+,14135,22681,36816
Kabupaten NGAWI,0-4,26277,26012,52289
Kabupaten NGAWI,5-9,25555,23420,48975
Kabupaten NGAWI,10-14,26442,25388,51830
Kabupaten NGAWI,15-19,27248,29626,56874
Kabupaten NGAWI,20-24,22184,22447,44631
Kabupaten NGAWI,25-29,25512,27468,52980
Kabupaten NGAWI,30-34,26005,25905,51910
Kabupaten NGAWI,35-39,28988,30242,59230
Kabupaten NGAWI,40-44,29723,30908,60631
Kabupaten NGAWI,45-49,34225,35509,69734
Kabupaten NGAWI,50-54,33049,34327,67376
Kabupaten NGAWI,55-59,31791,32455,64246
Kabupaten NGAWI,60-64,26527,27863,54390
Kabupaten NGAWI,65-69,19867,21874,41741
Kabupaten NGAWI,70-74,13103,15941,29044
Kabupaten NGAWI,75+,14257,20189,34446
Kabupaten BOJONEGORO,0-4,40032,38409,78441
Kabupaten BOJONEGORO,5-9,40583,39838,80421
Kabupaten BOJONEGORO,10-14,40950,36920,77870
Kabupaten BOJONEGORO,15-19,44160,45206,89366
Kabupaten BOJONEGORO,20-24,40367,41449,81816
Kabupaten BOJONEGORO,25-29,40068,44349,84417
Kabupaten BOJONEGORO,30-34,45909,47961,93870
Kabupaten BOJONEGORO,35-39,46189,45344,91533
Kabupaten BOJONEGORO,40-44,49568,53635,103203
Kabupaten BOJONEGORO,45-49,50475,45818,96293
Kabupaten BOJONEGORO,50-54,47966,48740,96706
Kabupaten BOJONEGORO,55-59,40595,38724,79319
Kabupaten BOJONEGORO,60-64,32097,34378,66475
Kabupaten BOJONEGORO,65-69,26067,25596,51663
Kabupaten BOJONEGORO,70-74,18428,19103,37531
Kabupaten BOJONEGORO,75+,17004,29191,46195
Kabupaten TUBAN,0-4,39083,39774,78857
Kabupaten TUBAN,5-9,38982,35780,74762
Kabupaten TUBAN,10-14,38177,40116,78293
Kabupaten TUBAN,15-19,45938,39861,85799
Kabupaten TUBAN,20-24,42760,44219,86979
Kabupaten TUBAN,25-29,44228,42407,86635
Kabupaten TUBAN,30-34,47592,43689,91281
Kabupaten TUBAN,35-39,42006,44973,86979
Kabupaten TUBAN,40-44,49090,47089,96179
Kabupaten TUBAN,45-49,40785,43978,84763
Kabupaten TUBAN,50-54,43233,46002,89235
Kabupaten TUBAN,55-59,35807,35624,71431
Kabupaten TUBAN,60-64,26772,32055,58827
Kabupaten TUBAN,65-69,21813,21039,42852
Kabupaten TUBAN,70-74,15092,17487,32579
Kabupaten TUBAN,75+,12358,24261,36619
Kabupaten LAMONGAN,0-4,38720,37583,76303
Kabupaten LAMONGAN,5-9,39735,37817,77552
Kabupaten LAMONGAN,10-14,41771,41051,82822
Kabupaten LAMONGAN,15-19,45528,44289,89817
Kabupaten LAMONGAN,20-24,38611,40868,79479
Kabupaten LAMONGAN,25-29,36364,38403,74767
Kabupaten LAMONGAN,30-34,47885,39464,87349
Kabupaten LAMONGAN,35-39,34181,48041,82222
Kabupaten LAMONGAN,40-44,43568,49701,93269
Kabupaten LAMONGAN,45-49,46388,45218,91606
Kabupaten LAMONGAN,50-54,44263,49418,93681
Kabupaten LAMONGAN,55-59,41348,41213,82561
Kabupaten LAMONGAN,60-64,30547,33094,63641
Kabupaten LAMONGAN,65-69,25062,27840,52902
Kabupaten LAMONGAN,70-74,17385,18985,36370
Kabupaten LAMONGAN,75+,13553,26543,40096
Kabupaten GRESIK,0-4,53552,51137,104689
Kabupaten GRESIK,5-9,51402,49105,100507
Kabupaten GRESIK,10-14,50073,49308,99381
Kabupaten GRESIK,15-19,49568,48427,97995
Kabupaten GRESIK,20-24,50526,53522,104048
Kabupaten GRESIK,25-29,55610,54701,110311
Kabupaten GRESIK,30-34,57920,56771,114691
Kabupaten GRESIK,35-39,56280,57928,114208
Kabupaten GRESIK,40-44,52731,49636,102367
Kabupaten GRESIK,45-49,45990,49057,95047
Kabupaten GRESIK,50-54,42539,43506,86045
Kabupaten GRESIK,55-59,35222,35940,71162
Kabupaten GRESIK,60-64,27281,34606,61887
Kabupaten GRESIK,65-69,15576,13045,28621
Kabupaten GRESIK,70-74,12854,15991,28845
Kabupaten GRESIK,75+,8478,14346,22824
Kabupaten BANGKALAN,0-4,30043,31607,61650
Kabupaten BANGKALAN,5-9,50753,46607,97360
Kabupaten BANGKALAN,10-14,44271,41849,86120
Kabupaten BANGKALAN,15-19,48429,48305,96734
Kabupaten BANGKALAN,20-24,38595,35399,73994
Kabupaten BANGKALAN,25-29,33306,42595,75901
Kabupaten BANGKALAN,30-34,28800,32969,61769
Kabupaten BANGKALAN,35-39,31624,34730,66354
Kabupaten BANGKALAN,40-44,29453,34733,64186
Kabupaten BANGKALAN,45-49,29069,34051,63120
Kabupaten BANGKALAN,50-54,29375,24453,53828
Kabupaten BANGKALAN,55-59,23875,36193,60068
Kabupaten BANGKALAN,60-64,21359,24767,46126
Kabupaten BANGKALAN,65-69,16544,22183,38727
Kabupaten BANGKALAN,70-74,13541,14319,27860
Kabupaten BANGKALAN,75+,10041,19350,29391
Kabupaten SAMPANG,0-4,40554,38934,79488
Kabupaten SAMPANG,5-9,42389,42288,84677
Kabupaten SAMPANG,10-14,51080,49094,100174
Kabupaten SAMPANG,15-19,47080,43473,90553
Kabupaten SAMPANG,20-24,39322,39807,79129
Kabupaten SAMPANG,25-29,39411,44613,84024
Kabupaten SAMPANG,30-34,31962,32229,64191
Kabupaten SAMPANG,35-39,34031,37288,71319
Kabupaten SAMPANG,40-44,30390,30844,61234
Kabupaten SAMPANG,45-49,29316,34948,64264
Kabupaten SAMPANG,50-54,26835,22303,49138
Kabupaten SAMPANG,55-59,23586,33894,57480
Kabupaten SAMPANG,60-64,19278,23713,42991
Kabupaten SAMPANG,65-69,15047,15892,30939
Kabupaten SAMPANG,70-74,5949,12812,18761
Kabupaten SAMPANG,75+,11139,11639,22778
Kabupaten PAMEKASAN,0-4,36144,30328,66472
Kabupaten PAMEKASAN,5-9,29370,33090,62460
Kabupaten PAMEKASAN,10-14,41443,36310,77753
Kabupaten PAMEKASAN,15-19,37825,39348,77173
Kabupaten PAMEKASAN,20-24,29159,35476,64635
Kabupaten PAMEKASAN,25-29,40767,39301,80068
Kabupaten PAMEKASAN,30-34,31368,36145,67513
Kabupaten PAMEKASAN,35-39,36245,34262,70507
Kabupaten PAMEKASAN,40-44,29664,32660,62324
Kabupaten PAMEKASAN,45-49,30220,31459,61679
Kabupaten PAMEKASAN,50-54,27057,27087,54144
Kabupaten PAMEKASAN,55-59,20889,26253,47142
Kabupaten PAMEKASAN,60-64,17614,20435,38049
Kabupaten PAMEKASAN,65-69,13554,15230,28784
Kabupaten PAMEKASAN,70-74,8099,9649,17748
Kabupaten PAMEKASAN,75+,7035,14644,21679
Kabupaten SUMENEP,0-4,31858,32510,64368
Kabupaten SUMENEP,5-9,35726,33918,69644
Kabupaten SUMENEP,10-14,35552,35054,70606
Kabupaten SUMENEP,15-19,36009,36890,72899
Kabupaten SUMENEP,20-24,32303,37757,70060
Kabupaten SUMENEP,25-29,37886,42747,80633
Kabupaten SUMENEP,30-34,40549,42811,83360
Kabupaten SUMENEP,35-39,41922,44568,86490
Kabupaten SUMENEP,40-44,42130,44848,86978
Kabupaten SUMENEP,45-49,39795,43737,83532
Kabupaten SUMENEP,50-54,35911,33234,69145
Kabupaten SUMENEP,55-59,37323,48433,85756
Kabupaten SUMENEP,60-64,27397,33081,60478
Kabupaten SUMENEP,65-69,23846,29560,53406
Kabupaten SUMENEP,70-74,14331,18597,32928
Kabupaten SUMENEP,75+,8947,17471,26418
Kota KEDIRI,0-4,10477,9407,19884
Kota KEDIRI,5-9,9964,10534,20498
Kota KEDIRI,10-14,9653,10650,20303
Kota KEDIRI,15-19,11815,10932,22747
Kota KEDIRI,20-24,14707,11230,25937
Kota KEDIRI,25-29,11322,11794,23116
Kota KEDIRI,30-34,11517,10551,22068
Kota KEDIRI,35-39,10473,9900,20373
Kota KEDIRI,40-44,9328,10586,19914
Kota KEDIRI,45-49,11374,10997,22371
Kota KEDIRI,50-54,9725,11115,20840
Kota KEDIRI,55-59,8205,8710,16915
Kota KEDIRI,60-64,6448,6974,13422
Kota KEDIRI,65-69,4290,4870,9160
Kota KEDIRI,70-74,2960,2351,5311
Kota KEDIRI,75+,2848,5549,8397
Kota BLITAR,0-4,5248,4825,10073
Kota BLITAR,5-9,5291,5051,10342
Kota BLITAR,10-14,4886,5107,9993
Kota BLITAR,15-19,5344,5243,10587
Kota BLITAR,20-24,4286,3935,8221
Kota BLITAR,25-29,6322,6214,12536
Kota BLITAR,30-34,6012,5359,11371
Kota BLITAR,35-39,4574,4699,9273
Kota BLITAR,40-44,4779,5687,10466
Kota BLITAR,45-49,5489,5105,10594
Kota BLITAR,50-54,5242,6613,11855
Kota BLITAR,55-59,4020,3506,7526
Kota BLITAR,60-64,3699,4222,7921
Kota BLITAR,65-69,2351,2118,4469
Kota BLITAR,70-74,2223,2155,4378
Kota BLITAR,75+,1575,2660,4235
Kota MALANG,0-4,30290,31639,61929
Kota MALANG,5-9,28020,24681,52701
Kota MALANG,10-14,29142,27234,56376
Kota MALANG,15-19,33791,40271,74062
Kota MALANG,20-24,50636,48730,99366
Kota MALANG,25-29,40367,37011,77378
Kota MALANG,30-34,32795,30387,63182
Kota MALANG,35-39,32305,32062,64367
Kota MALANG,40-44,27465,29268,56733
Kota MALANG,45-49,30340,31846,62186
Kota MALANG,50-54,28661,33405,62066
Kota MALANG,55-59,21410,22696,44106
Kota MALANG,60-64,20620,21250,41870
Kota MALANG,65-69,11138,13198,24336
Kota MALANG,70-74,12279,9283,21562
Kota MALANG,75+,4690,13259,17949
Kota PROBOLINGGO,0-4,10193,9616,19809
Kota PROBOLINGGO,5-9,8367,8391,16758
Kota PROBOLINGGO,10-14,9730,9288,19018
Kota PROBOLINGGO,15-19,8710,9067,17777
Kota PROBOLINGGO,20-24,8653,9844,18497
Kota PROBOLINGGO,25-29,9802,8728,18530
Kota PROBOLINGGO,30-34,10026,9452,19478
Kota PROBOLINGGO,35-39,8779,9386,18165
Kota PROBOLINGGO,40-44,9240,9095,18335
Kota PROBOLINGGO,45-49,8371,9216,17587
Kota PROBOLINGGO,50-54,7496,9586,17082
Kota PROBOLINGGO,55-59,6994,5490,12484
Kota PROBOLINGGO,60-64,5241,6332,11573
Kota PROBOLINGGO,65-69,3420,2859,6279
Kota PROBOLINGGO,70-74,1864,3207,5071
Kota PROBOLINGGO,75+,2099,2881,4980
Kota PASURUAN,0-4,7971,8225,16196
Kota PASURUAN,5-9,8487,7423,15910
Kota PASURUAN,10-14,8256,8000,16256
Kota PASURUAN,15-19,7606,7690,15296
Kota PASURUAN,20-24,8969,7955,16924
Kota PASURUAN,25-29,7911,8293,16204
Kota PASURUAN,30-34,8581,7241,15822
Kota PASURUAN,35-39,7260,8607,15867
